M_2ddglcn_e,M_ac_e,M_ala__45__D_e,M_alaala_e,M_arab__45__L_e,M_arg__45__L_e,M_asp__45__L_e,M_buts_e,M_bz_e,M_ca2_e,M_cd2_e,M_cellb_e,M_cgly_e,M_co2_e,M_cobalt2_e,M_cro4_e,M_cu2_e,M_eths_e,M_etoh_e,M_fe2_e,M_fe3_e,M_fru_e,M_fum_e,M_glc__45__D_e,M_gln__45__L_e,M_glu__45__L_e,M_glyc3p_e,M_glyclt_e,M_gthrd_e,M_h2_e,M_h2o_e,M_h_e,M_hexs_e,M_hom__45__L_e,M_ile__45__L_e,M_istnt_e,M_k_e,M_lac__45__L_e,M_leu__45__L_e,M_mal__45__L_e,M_met__45__D_e,M_met__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_mops_e,M_na1_e,M_nh4_e,M_ni2_e,M_no2_e,M_no3_e,M_o2_e,M_orot_e,M_pi_e,M_ppa_e,M_ppn_e,M_pro__45__L_e,M_ptrc_e,M_pyr_e,M_rib__45__D_e,M_so4_e,M_spmd_e,M_succ_e,M_sula_e,M_tsul_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19325406119536326,0.0,0.0,0.0,0.0,0.0,-2.5869568590447954e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15237372905213661,-0.22803321524529052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2452450754419159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11014203212401386,0.0,0.0,0.0,0.0,0.0,-0.007086778097937111,0.0,0.0,0.02711772238567581,0.0,0.0,0.0,-0.001902151334972417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076086966442493985,0.027236279782759172
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15519359602910351,0.0,0.0,0.0,0.0,0.0,-2.0774680503167053e-07,0.0,0.0,0.1969452281149417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3193096783401809,-0.18312316165102316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0884500844823067,0.0,0.0,0.0,0.0,0.0,-0.005691070968838914,0.0,0.0,0.021777016364471227,0.0,0.0,0.0,-0.0015275317063971334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006110200147990309,0.02187222444794129
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.220146559426929,0.0,0.0,0.0,0.0,0.00914511370057203,-1.5883519199108753e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20171417405547087,-0.2914159083854531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08426842979143817,0.0,0.0,0.0,0.0,0.0,-0.0043511732940134966,0.0,0.0,0.03329277424036084,0.0,0.13310353421347992,0.0,-0.0011678918085939972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004671623293855515,0.016722658954640954
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24950215420761354,0.0,0.0,0.0,0.0,0.0,-1.2771498670122322e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2403267999171226,-0.2886857693899182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12041649278209479,0.0,0.0,0.0,0.0,0.0,-0.0034986581526015533,0.0,0.0,0.07942837743321618,0.0,0.0,0.0,-0.000939069515598403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003756323138271271,0.01344622774857665
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21619235214383015,0.0,0.0,0.0,0.0,0.0,-1.5598224132668237e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21605274757286527,-0.28618158216955275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09173567709710621,0.0,0.0,0.0,0.0,0.0,-0.004273018808319959,0.0,0.0,0.041675631169751905,0.0,0.12173191608572305,0.0,-0.0011469144819101944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00458771298019654,0.016422291508502565
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023342228559648286,-1.8313405617810395e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43161830849182603,-0.05466149019911437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08348957542072978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.26653801163845836,0.0,0.0,0.0,0.0,0.09844441011365461,-0.005016822811604909,0.0,0.0,0.010875197749023627,0.0,0.0,0.0,-0.0013465577835987486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0053862957699442335,0.0192809183283408
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011264999843228894,-1.9565403684012284e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42010687492498505,-0.05839842921817091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10287037261499762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.25741386756458906,0.0,0.0,0.0,0.0,0.09150155061481613,-0.005359798475972783,0.0,0.0,0.011618681884934371,0.0,0.013673022837262783,0.0,-0.0014386153602329468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005754530495297731,0.020599060511474813
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021543565428937574,-1.69022444084883e-07,0.0,0.0,0.07705618707804358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47541563444441476,-0.05044948418436677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24599960875023558,0.0,0.0,0.0,0.0,0.09085865923114919,-0.004630245574496484,0.0,0.0,0.010037196476764144,0.0,0.0,0.0,-0.0012427971751143676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004971248355437736,0.01779520427859569
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01021425556706056,-1.7740438196395721e-07,0.0,0.0,0.09327512568053069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47419647904763274,-0.052951308393300436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23340355671559054,0.0,0.0,0.0,0.0,0.08296673198125572,-0.004859862599504105,0.0,0.0,0.010534947871875013,0.0,0.012397669913684331,0.0,-0.0013044283317012767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005217775940116388,0.018677680553366143
