,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_nh4_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,-0.0005040307737082287,0.0,12.229234489319076,256.61955117946013,-256.61955117946013,0.0,3.330933077363542,-125.12994709522445,12.589665058684842,243.24352095834405,0.0,-0.11895130332365945,0.0,0.0,-0.01713705220100731,-6.969181112116646,-0.9528067045990636,0.0,-0.08957267525596929,0.0,0.5359025032861643,1.0,-10.0
1,0.0,-0.0005040307737082475,0.0,13.564569072964664,223.23618658834081,-223.23618658834081,0.0,2.6632657855411157,-106.43526292419698,11.254330475040133,209.19248907540165,0.0,-0.1189513033237061,0.0,0.0,-0.01713705220100795,-6.301513820294411,-0.9528067045990979,0.0,-0.08957267525593432,0.0,0.5359025032861796,1.0,-10.0
2,0.0,-0.0005040307737082814,0.0,0.0,611.2673513697775,-611.2673513697775,0.0,9.445550322024037,-320.7976989243634,24.81889954800636,604.0059383933202,0.0,-0.11895130332374466,0.0,0.0,-0.017137052201009105,-13.08379835677754,-0.9528067045989683,0.0,-0.08957267525597863,0.0,0.53590250328608,1.0,-10.0
3,0.0,-0.0005040307737082471,0.0,0.0,214.55423784474968,-214.55423784474968,18.89110064404694,0.0,-112.99559183982487,5.927798903957835,216.73837519031633,0.0,-0.11895130332372457,0.0,0.0,-0.01713705220100794,-3.638248034753216,-0.9528067045990309,0.0,-0.0895726752559351,0.0,0.5359025032861122,1.0,-10.0
4,0.0,-0.0005040307737082243,0.0,5.567368334591847,170.0152911680051,-170.0152911680051,13.323732309454224,0.0,-85.15875016686049,5.927798903957573,166.63206017897983,0.0,-0.11895130332371709,0.0,0.0,-0.017137052201007162,-3.6382480347530866,-0.9528067045990112,0.0,-0.08957267525595385,0.0,0.5359025032861366,1.0,-10.0
5,0.0,-0.0005040307737082235,0.0,10.116557355030658,163.383875430007,-163.383875430007,4.07824365614382,0.0,-83.86867276344289,13.44187831655213,151.69441571424562,0.0,-0.11895130332368417,0.0,0.0,-0.017137052201007138,-4.577507961327402,-0.9528067045990305,0.0,-0.08957267525595324,0.9392599265742653,0.5359025032861477,1.0,-10.0
6,0.0,-0.0005040307737082389,0.0,14.194801011174917,163.38387543001198,-163.38387543001198,0.0,0.0,-79.79042910730149,13.441878316552524,147.61617205810626,0.0,-0.11895130332369729,0.0,0.0,-0.017137052201007655,-4.5775079613275445,-0.9528067045990603,0.0,-0.08957267525596581,0.939259926574292,0.5359025032861207,1.0,-10.0
7,0.0,-0.0005040307737082525,0.0,12.155679183103206,189.89245919495278,-189.89245919495278,0.0,1.0195609140359998,-96.10340373187987,15.481000144624911,175.14431673708262,0.0,-0.11895130332367708,0.0,0.0,-0.01713705220100812,-5.597068875363649,-0.9528067045990732,0.0,-0.08957267525596231,0.9392599265743147,0.5359025032861534,1.0,-10.0
8,0.0,-0.0005040307737082293,0.0,8.238037501882062,153.99127616426554,-153.99127616426554,10.653063142164141,0.0,-74.47607349770051,5.927798903957666,147.93737600795,0.0,-0.11895130332371849,0.0,0.0,-0.017137052201007332,-3.6382480347531296,-0.9528067045990346,0.0,-0.08957267525596067,0.0,0.53590250328613,1.0,-10.0
9,0.0,-0.0005040307737082498,0.0,8.238037501882394,165.26239528316424,-165.26239528316424,3.1389837295696434,0.0,-83.86867276344726,11.563358463404107,155.451455420551,0.0,-0.11895130332371029,0.0,0.0,-0.01713705220100803,-3.6382480347532273,-0.9528067045990815,0.0,-0.08957267525592953,0.0,0.535902503286143,1.0,-8.121480146851315
10,0.0,-0.000504030773708249,0.0,11.377021231452053,165.26239528316398,-165.26239528316398,0.0,0.0,-80.72968903387746,11.563358463404052,152.31247169098106,0.0,-0.11895130332372174,0.0,0.0,-0.017137052201008002,-3.638248034753229,-0.9528067045990731,0.0,-0.08957267525596316,0.0,0.5359025032861877,1.0,-8.12148014685127
11,0.0,-0.0005040307737082406,0.0,9.807529366667085,185.66578952536375,-185.66578952536375,0.0,0.7847459323923917,-93.28562395215457,13.132850328188688,173.5006118655734,0.0,-0.11895130332367541,0.0,0.0,-0.01713705220100772,-4.422993967145596,-0.9528067045990798,0.0,-0.08957267525591656,0.0,0.535902503286174,1.0,-8.121480146851319
13,0.0,-0.0005040307737082424,0.0,18.891100644046777,153.99127616426958,-153.99127616426958,0.0,0.0,-63.823010355537996,5.927798903957798,137.2843128657894,0.0,-0.11895130332369246,0.0,0.0,-0.01713705220100778,-3.638248034753204,-0.9528067045990725,0.0,-0.08957267525594473,0.0,0.5359025032861482,1.0,-10.0
14,0.0,-0.0005040307737082253,0.0,7.445888187740499,188.17431641510905,-188.17431641510905,6.7489128234340185,0.0,-97.9953024967098,13.44187831655215,179.15552586663782,0.0,-0.11895130332370903,0.0,0.0,-0.0171370522010072,-4.57750796132737,-0.9528067045989966,0.9392599265742609,-0.08957267525594989,0.0,0.5359025032861604,1.0,-10.0
