pattern,mu,min_fraction,max_fraction
mE_1,0.2789694285714286,0.34234411627472905,1.0
mE_1,0.28650914285714285,0.3507127728800017,1.0
mE_1,0.29404885714285717,0.359039458673014,1.0
mE_1,0.30158857142857143,0.36732448860447076,1.0
mE_1,0.30912828571428574,0.3755681744817222,1.0
mE_1,0.316668,0.38377082500791726,1.0
mE_1,0.32420771428571427,0.39193274582048043,1.0
mE_1,0.3317474285714286,0.40005423952913877,1.0
mE_1,0.33928714285714284,0.40813560575328844,1.0
mE_1,0.34682685714285716,0.41617714115882787,1.0
mE_1,0.3543665714285714,0.42417913949447894,1.0
mE_1,0.36190628571428574,0.43214189162757,1.0
mE_1,0.369446,0.4400656855792361,1.0
mU_1,0.0,0.0,1.0
mU_1,0.007539714285714286,0.013555190750374604,1.0
mU_1,0.015079428571428572,0.027010651745242087,1.0
mU_1,0.02261914285714286,0.04036747956491915,1.0
mU_1,0.030158857142857144,0.053626754771804674,1.0
mU_1,0.03769857142857143,0.06678954220178923,1.0
mU_1,0.04523828571428572,0.07985689124931827,1.0
mU_1,0.052778,0.09282983614628493,1.0
mU_1,0.06031771428571429,0.10570939623489473,1.0
mU_1,0.06785742857142857,0.11849657623466192,1.0
mU_1,0.07539714285714286,0.13119236650367505,1.0
mU_1,0.08293685714285715,0.14379774329429218,1.0
mU_1,0.09047657142857143,0.15631366900338017,1.0
mU_1,0.09801628571428572,0.16874109241725588,1.0
mU_1,0.105556,0.181080948951438,1.0
mU_1,0.11309571428571429,0.1933341608853656,1.0
mU_1,0.12063542857142857,0.20550163759217122,1.0
mU_1,0.12817514285714285,0.2175842757636609,1.0
mU_1,0.13571485714285714,0.22958295963059228,1.0
mU_1,0.14325457142857143,0.24149856117839452,1.0
mU_1,0.15079428571428571,0.253331940358406,1.0
mU_1,0.158334,0.2650839452947622,1.0
mU_1,0.1658737142857143,0.27675541248702973,1.0
mU_1,0.17341342857142858,0.28834716700868124,1.0
mU_1,0.18095314285714287,0.29986002270153134,1.0
mU_1,0.18849285714285716,0.3112947823662032,1.0
