,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_nh4_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,-0.0008505519306327563,0.0,0.0,912.4917239967646,-912.4917239967646,0.0,0.0,-486.21388355182506,37.9260478784803,898.7785121533826,0.0,-0.2007303243588265,0.7297887228044269,0.0,-0.02891877558920393,-6.869332281451431,-1.6078613140109599,0.0,-0.15115388949446953,0.0,0.9043354742952944,1.0,-10.0
1,0.0,-0.0008505519306326292,0.0,0.0,700.852994383286,-700.852994383286,4.378732336827748,0.0,-373.82642023983965,30.628160650428377,690.7887261539296,0.0,-0.2007303243587965,0.0,0.0,-0.028918775589199603,-6.13954355864573,-1.607861314010815,0.0,-0.15115388949444694,0.0,0.9043354742952531,1.0,-10.0
2,0.0,-0.0008505519306327422,0.7297887228044874,0.0,832.2149644882298,-832.2149644882298,0.0,0.0,-441.6967714607288,34.27710426445595,819.9613300904576,0.0,-0.2007303243588232,0.0,0.0,-0.028918775589203458,-6.139543558646551,-1.6078613140108997,0.0,-0.15115388949446704,0.0,0.9043354742952887,1.0,-10.0
3,0.0,-0.0008505519306328393,0.0,0.0,865.7852457373461,-865.7852457373461,0.0,0.0,-462.8606444221186,37.926047878484134,852.0720338939632,0.7297887228045111,-0.20073032435884614,0.0,0.0,-0.028918775589206754,-6.869332281451887,-1.607861314011168,0.0,-0.15115388949448433,0.0,0.9043354742955083,1.0,-10.0
4,0.0,-0.0008505519306326746,0.0,0.0,864.325668291569,-864.325668291569,0.0,0.0,-461.40106697641966,37.92604787847681,850.6124564481885,0.0,-0.20073032435880725,0.0,0.7297887228045231,-0.02891877558920115,-7.599121004255256,-1.6078613140109659,0.0,-0.15115388949445505,0.0,0.9043354742952553,1.0,-10.0
5,0.0,-0.0008505519306326464,0.0,0.0,799.3744719619272,-799.3744719619272,0.0,0.0,-425.27652519757453,33.91220990304998,787.1208375641567,0.0,-0.2007303243588006,0.0,0.0,-0.028918775589200196,-6.139543558645705,-1.6078613140107583,0.0,-0.15115388949445002,0.0,0.9043354742952343,1.0,-8.905316915793248
6,0.0,-0.0008505519306328314,0.0,0.0,870.7478090524106,-870.7478090524106,0.0,0.0,-464.90405284596767,37.63413238936167,857.1805549535887,0.0,-0.20073032435884425,0.0,0.0,-0.028918775589206486,-7.015290026013054,-1.607861314011263,0.0,-0.15115388949448288,0.8757464673656274,0.9043354742953482,1.0,-10.0
7,0.0,-0.0008505519306328084,0.0,0.0,792.8063734568364,-792.8063734568364,0.0,2.1893661684141743,-421.99247594503413,35.006892987263434,780.5527390590634,0.0,-0.20073032435883884,0.0,0.0,-0.028918775589205702,-8.328909727061374,-1.6078613140111706,0.0,-0.1511538894944788,0.0,0.9043354742954764,1.0,-10.0
8,2.1893661684139163,-0.0008505519306327156,0.0,0.0,876.0022878564861,-876.0022878564861,0.0,0.0,-465.7797993132702,35.00689298725969,863.7486534587142,0.0,-0.20073032435881694,0.0,0.0,-0.02891877558920255,-6.139543558646353,-1.607861314010947,0.0,-0.15115388949446232,0.0,0.9043354742952003,1.0,-10.0
9,0.0,-0.0008505519306328151,0.0,0.0,878.9214427478076,-878.9214427478076,0.0,0.0,-468.1151232262998,37.63413238936112,865.3541886489859,0.0,-0.20073032435884042,0.0,0.0,-0.028918775589205935,-7.015290026012885,-1.6078613140111102,0.8757464673655379,-0.15115388949448003,0.0,0.9043354742952883,1.0,-10.0
11,0.0,-0.0008505519306327478,0.0,4.378732336828145,665.8231356887568,-665.8231356887568,0.0,0.0,-351.93275855574984,30.628160650432577,651.3801351225706,0.0,-0.20073032435882449,0.0,0.0,-0.02891877558920364,-6.139543558646649,-1.6078613140110942,0.0,-0.151153889494468,0.0,0.9043354742953137,1.0,-10.0
