M_2ddglcn_e,M_ac_e,M_ala__45__D_e,M_alaala_e,M_arab__45__L_e,M_arg__45__L_e,M_asp__45__L_e,M_buts_e,M_bz_e,M_ca2_e,M_cd2_e,M_cellb_e,M_cgly_e,M_cit_e,M_co2_e,M_cobalt2_e,M_cro4_e,M_cu2_e,M_eths_e,M_etoh_e,M_fe2_e,M_fe3_e,M_fru_e,M_glc__45__D_e,M_gln__45__L_e,M_glu__45__L_e,M_glyc3p_e,M_glyclt_e,M_gthrd_e,M_h2_e,M_h2o_e,M_h_e,M_hexs_e,M_hom__45__L_e,M_ile__45__L_e,M_istnt_e,M_k_e,M_lac__45__L_e,M_leu__45__L_e,M_mal__45__L_e,M_met__45__D_e,M_met__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_mops_e,M_na1_e,M_nh4_e,M_ni2_e,M_no2_e,M_no3_e,M_o2_e,M_orot_e,M_pi_e,M_ppa_e,M_ppn_e,M_pro__45__L_e,M_ptrc_e,M_pyr_e,M_rib__45__D_e,M_so4_e,M_spmd_e,M_succ_e,M_sula_e,M_tsul_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37732971485488587,0.0,0.0,0.0,0.0,0.0,-0.004113308625199972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21352844845374377,-0.17502892701138045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.061336132181482046,0.0,0.0,0.0,-0.14083512250033473,0.0,-0.0038311562200543806,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010283148163741176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004113308625199972,0.018855566711344644
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.299835685627541,0.0,0.0,0.0,0.0,0.0,-0.0052149890598155065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1368018684254527,-0.35582405556845553,0.0,0.04463885949241871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12240284159144635,0.0,0.0,0.0,0.0,0.0,-0.004857266885257462,0.0,0.0,0.0,0.0,0.0,0.0,-0.001303731619986697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052149890598155065,0.02390571266981049
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077152053094264,0.0,0.0,0.0,0.0,0.0,-0.005588566994090461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18763864288905582,-0.28904032942698354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08333463765752214,0.0,0.0,0.0,-0.03763708115609224,0.0,-0.005205219241130825,0.0,0.0,0.0,0.0,0.0,0.0,-0.001397124982821633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051236416899191,0.005588566994090461,0.025618208449595378
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3077582034928814,0.0,0.0,0.0,0.0,0.0,-0.005589347905221,0.0,0.0,0.0,0.0,0.0,0.0,0.00027946739526105,0.0,0.0,0.18738539493518402,-0.28908071810097874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08334628231458273,0.0,0.0,0.0,-0.037642340324610196,0.0,-0.005205946585662366,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013973202082615344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.051103842655547134,0.005589347905221,0.025621788176588712
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2965537863841401,0.0,0.0,0.0,0.0,0.0,-0.0053858589824718976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14456071824827044,-0.35110010846303213,0.0,0.036271912251014164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1165838432439526,0.0,0.0,0.0,0.0,0.0,-0.005016415985569237,0.0,0.0,0.0,0.0,0.0,0.0,-0.001346448588041027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.013106061830353,0.0053858589824718976,0.024688987040683466
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2965937216831419,0.0,0.0,0.0,0.0,0.0,-0.005386584267053386,0.0,0.0,0.0,0.0,0.0,0.0,0.0002693292133526693,0.0,0.0,0.1443108562471815,-0.3511473892210423,0.0,0.036276796793810843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11659954296134786,0.0,0.0,0.0,0.0,0.0,-0.005017091519254859,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013466299070105455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012973162146338126,0.005386584267053386,0.024692311773412537
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243328588811684,0.0,0.0,0.0,0.0,0.0,-0.005890368363239189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14376840386734327,-0.33165115470409623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08783498770596002,0.0,0.0,0.0,-0.012667932159891617,0.0,-0.005486318545362797,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014725744197047076,0.0,0.054003355326663054,0.0,0.0,0.0,0.0,0.0,0.0,0.005890368363239189,0.027001677663331402
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3243328588811684,0.0,0.0,0.0,0.0,0.0,-0.005890368363239189,0.0,0.0,0.0,0.0,0.0,0.0,0.00029451841816195945,0.0,0.0,0.14362114465826228,-0.33157752509955574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08783498770596002,0.0,0.0,0.0,-0.012741561764432106,0.0,-0.005486318545362797,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014725744197047076,0.0,0.053856096117582075,0.0,0.0,0.0,0.0,0.0,0.0,0.005890368363239189,0.027001677663331402
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3086909545963723,0.0,0.0,0.0,0.0,0.0,-0.005606288056181136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13683475052050545,-0.3518272559426422,0.0,0.024113967882802637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10771285544370689,0.0,0.0,0.0,0.0,0.0,-0.0052217247269673904,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014015551951811155,0.0,0.02728491709203895,0.0,0.0,0.0,0.0,0.0,0.0,0.005606288056181136,0.025699442487420676
