,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,-0.0002627445703232928,0.0,12.33099350502292,179.69650956398846,-179.69650956398846,9.62064542402849,0.0,-84.33567346788975,0.0,169.13720088967148,0.0,-0.06200773982757206,0.0,0.0,-0.008933318463939645,-1.6527423961228134,-0.49668552251125997,1.4089142523402605,-0.04669304990980804,0.0,0.27935888105632306,1.0,-10.0
1,0.0,-0.00026274457032330196,0.0,13.723177989460332,171.34340265737293,-171.34340265737293,8.228460939591855,0.0,-78.76693553014483,0.0,159.39190949861862,0.0,-0.06200773982752147,0.0,0.0,-0.008933318463939958,-1.6527423961228553,-0.4966855225112619,1.4089142523402647,-0.04669304990980968,0.0,0.2793588810563376,1.0,-10.0
2,0.0,-0.0002627445703232995,0.0,12.33099350502326,160.34742049851965,-160.34742049851965,9.90242827449681,0.0,-75.92915176226147,0.0,150.06989467467042,0.0,-0.062007739827562657,1.1271314018721943,0.0,-0.008933318463939875,-1.5118509708888435,-0.4966855225112636,0.0,-0.04669304990980924,0.0,0.2793588810563371,1.0,-10.0
3,0.0,-0.00026274457032329486,0.0,13.723177989459936,151.9943135918952,-151.9943135918952,8.510243790059711,0.0,-70.3604138245124,0.0,140.32460328360924,0.0,-0.06200773982752229,1.1271314018721892,0.0,-0.008933318463939717,-1.511850970888825,-0.49668552251127646,0.0,-0.04669304990980841,0.0,0.2793588810563596,1.0,-10.0
4,0.0,-0.00026274457032330484,0.0,13.458124906895746,173.87299732099004,-173.87299732099004,8.775296872624718,0.0,-81.5648087716243,0.0,162.46834009526836,1.127131401872216,-0.06200773982751978,0.0,0.0,-0.008933318463940056,-1.511850970888867,-0.49668552251123993,0.0,-0.04669304990981018,0.0,0.2793588810563107,1.0,-10.0
5,0.0,-0.000262744570323293,0.0,14.850309391332072,165.51989041436067,-165.51989041436067,7.383112388187449,0.0,-75.99607083387295,0.0,152.7230487042026,1.127131401872198,-0.062007739827521766,0.0,0.0,-0.008933318463939655,-1.511850970888806,-0.4966855225112458,0.0,-0.04669304990980808,0.0,0.2793588810563051,1.0,-10.0
6,0.0,-0.00026274457032329437,0.0,16.606835915702362,207.1671461102677,-207.1671461102677,0.0,0.0,-104.29022870538383,8.551684821358664,186.98719201192202,0.0,-0.06200773982757243,0.0,0.0,-0.0089333184639397,-2.1872226974577353,-0.49668552251126474,0.0,-0.04669304990980832,2.4778748550100897,0.27935888105631485,1.0,-10.0
7,0.0,-0.00026274457032329654,0.0,17.38027174038971,192.93592693602517,-192.93592693602517,0.0,0.0,-95.0863423916072,7.314187501859304,172.75597283767934,0.0,-0.062007739827572954,0.0,0.0,-0.008933318463939775,-2.1098791149890523,-0.4966855225112724,0.0,-0.04669304990980871,2.32318769007263,0.2793588810563025,1.0,-10.0
8,0.0,-0.00026274457032329215,1.2792298178971826,16.445666354133298,259.9881125240147,-259.9881125240147,0.0,2.437582464617815,-119.73159082147693,0.0,243.64584787936104,0.0,-0.0620077398275719,0.0,0.0,-0.008933318463939625,-2.1670765022616223,-0.49668552251125136,0.0,-0.04669304990980794,0.0,0.27935888105632445,1.0,-10.0
9,0.0,-0.00026274457032330223,1.4339169828347011,16.29097918919655,232.6084843300977,-232.6084843300977,0.0,2.0508645522743465,-105.6937306034088,0.0,216.73028118025564,0.0,-0.062007739827574286,0.0,0.0,-0.008933318463939967,-1.973717546089935,-0.4966855225112824,0.0,-0.04669304990980972,0.0,0.27935888105636747,1.0,-10.0
