,M_ac_e,M_ca2_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
17,0.0,-0.0003150192335676415,22.48475040628527,267.8831414050497,-267.8831414050497,0.0,0.0,-131.1744860925034,6.057433537987839,240.7926435988235,0.0,-0.0743445645773323,0.0,0.0,1.5626296385221317,-0.010710657625629519,-2.944119405075846,-0.5955041903743636,3.6143337884309763,-0.05598292203498054,0.0,0.3349390645538328,1.0,-10.0
18,0.0,-0.0003150192335676462,22.818584052196847,244.06967466338247,-244.06967466338247,0.0,0.0,-117.09783402324649,4.388265308431543,217.6468441489785,0.0,-0.07434456457733342,0.0,0.0,1.8964632844334395,-0.010710657625629684,-2.77720258212024,-0.5955041903743797,3.2805001425197724,-0.05598292203498139,0.0,0.33493906455379574,1.0,-10.0
39,0.0,-0.0003150192335676448,14.084848790549293,227.2225868182602,-227.2225868182602,0.0,1.5143583844969846,-107.64392985730328,0.0,211.8535159064824,0.0,-0.07434456457733307,0.0,0.0,0.6842041093666279,-0.010710657625629633,-1.8941317031087959,-0.5955041903743815,0.0,-0.05598292203498113,0.0,0.3349390645537922,1.0,-5.507240682413421
41,0.0,-0.00031501923356766964,20.075194547333044,281.1356986293218,-281.1356986293218,0.0,3.011944823692759,-127.86134678645317,-5.990345756782591,261.27386839995586,0.0,-0.07434456457733894,0.0,0.0,5.176963426953589,-0.010710657625630478,-2.642924922706754,-0.5955041903743699,0.0,-0.05598292203498554,0.0,0.33493906455383243,1.0,-10.0
42,0.0,-0.00031501923356764357,20.520967423091808,261.07591922008106,-261.07591922008106,0.0,2.7890583858123112,-116.82846811137294,-6.436118632542493,241.2140889907168,0.0,-0.07434456457733278,0.0,0.0,5.176963426953231,-0.01071065762562959,-2.5314817037665036,-0.5955041903743856,0.0,-0.055982922034980905,0.0,0.3349390645538418,1.0,-10.0
46,0.0,-0.0003150192335676663,21.27326369868936,274.546318296858,-274.546318296858,0.0,1.5143583844970618,-129.50869186956703,0.0,251.0902806134226,0.0,-0.07434456457733815,0.0,0.0,3.3798596999188377,-0.010710657625630364,-2.7926835666263186,-0.5955041903744123,1.7971037270347587,-0.05598292203498494,0.0,0.3349390645538281,1.0,-10.0
47,0.0,-0.00031501923356764915,20.85281702536736,254.88139331094817,-254.88139331094817,0.0,2.457208783537085,-114.39490436135672,-5.440569825716892,234.35586387703302,0.0,-0.0743445645773341,0.0,0.0,4.845113824678042,-0.010710657625629777,-2.531481703766526,-0.5955041903743759,0.3318496022751623,-0.05598292203498189,0.0,0.3349390645538607,1.0,-10.0
48,0.0,-0.00031501923356765153,21.940930990510953,248.89676650266142,-248.89676650266142,0.0,1.097066327107891,-115.89106106342982,0.0,225.10689517331588,0.0,-0.07434456457733467,0.0,0.0,3.2129428769629556,-0.010710657625629862,-2.6674959494094233,-0.5955041903743782,1.9640205499902508,-0.05598292203498233,0.0,0.33493906455379924,1.0,-10.0
52,0.0,-0.00031501923356764774,19.525418616266407,246.14268711769947,-246.14268711769947,0.0,2.457208783537103,-110.35740086700767,-5.440569825716878,227.110480894023,0.0,-0.07434456457733378,0.0,0.0,4.3473394212652146,-0.010710657625629736,-2.3655569026288745,-0.5955041903744058,0.0,-0.05598292203498165,0.0,0.33493906455378486,1.0,-9.17037599431198
53,0.0,-0.00031501923356765186,14.08484879054962,197.1775586862496,-197.1775586862496,0.0,1.0970663271079155,-91.99547770521424,0.0,182.22577983186062,0.0,-0.07434456457726851,0.0,0.0,0.266912051977496,-0.010710657625629873,-1.6854856744142972,-0.5955041903743639,0.0,-0.055982922034982376,0.0,0.33493906455384037,1.0,-5.089948625024212
54,0.0,-0.00031501923356766015,22.843914639019484,280.986895356609,-280.986895356609,0.0,3.286832789225252,-124.04619696086547,-7.92944184278139,259.4658171158674,0.0,-0.07434456457733671,0.0,0.0,4.3473394212653576,-0.010710657625630155,-2.780368905473015,-0.5955041903743945,0.0,-0.05598292203498386,0.0,0.3349390645538292,1.0,-10.0
96,0.0,-0.00031501923356765495,19.307971805452166,207.79334811368705,-207.79334811368705,4.388265308431687,0.0,-97.64319115586916,0.0,187.51408903108668,0.0,-0.07434456457733432,0.0,0.0,2.7741163461198655,-0.010710657625629979,-2.338376051277089,-0.5955041903744175,2.4028470808334834,-0.05598292203498293,0.0,0.33493906455383604,1.0,-10.0
129,0.0,-0.0003150192335676416,29.488595022274534,360.72172082654464,-360.72172082654464,0.0,0.872535624841702,-170.8634716833418,0.0,328.0234354040758,0.0,-0.07434456457733232,0.0,2.5672910386208776,0.04238134971140674,-0.010710657625629524,-4.140511361902026,-0.5955041903743115,0.0,-0.05598292203498056,0.0,0.334939064553847,1.0,-10.0
152,0.0,-0.00031501923356764487,21.184666627642343,260.77423776346825,-260.77423776346825,0.0,2.6080495118440012,-116.61729109174381,-6.194773467251464,240.15820389256928,0.0,-0.07434456457733309,0.0,0.1508407283068299,4.8752819703393415,-0.010710657625629635,-2.591817995089281,-0.5955041903743985,0.0,-0.05598292203498114,0.0,0.3349390645538413,1.0,-10.0
169,0.0,-0.00031501923356764617,23.696237113883235,207.79334811368128,-207.79334811368128,0.0,0.0,-93.25492584743483,0.0,183.12582372264984,0.0,-0.07434456457727934,0.0,0.0,2.7741163461198117,-0.01071065762562968,-2.3383760512770615,-0.595504190374374,2.4028470808334403,-0.055982922034981376,0.0,0.3349390645538015,1.0,-10.0
172,0.0,-0.0003150192335676485,27.563126743309446,294.6139765820629,-294.6139765820629,0.0,1.5143583844969857,-137.9700552510146,0.0,265.7666277175249,2.246379658793294,-0.07434456457733395,0.0,0.0,0.6842041093665734,-0.01071065762562976,-3.0173215325055205,-0.5955041903743743,0.0,-0.05598292203498179,0.0,0.3349390645538049,1.0,-10.0
218,0.7766398545872263,-0.00031501923356764807,21.184666627642493,251.45645847035735,-251.45645847035735,0.0,2.5101929346379057,-111.38153060751091,-6.685005834248987,231.541644089892,0.0,-0.07434456457733385,0.0,0.0,4.762151424109238,-0.010710657625629744,-2.3920489781792758,-0.5955041903744,0.0,-0.05598292203498171,0.0,0.3349390645538515,1.0,-10.0
270,0.0,-0.0003150192335676626,17.638803575896144,217.80835749103093,-217.80835749103093,6.057433537988248,0.0,-104.31986407409747,0.0,199.19826663798653,0.0,-0.07434456457733726,0.0,0.0,2.7741163461199436,-0.010710657625630235,-2.338376051277198,-0.5955041903743946,2.402847080833559,-0.05598292203498428,0.0,0.3349390645538597,1.0,-10.0
271,0.0,-0.00031501923356764476,8.027415252561399,118.49067814990302,-118.49067814990302,18.07166894215516,0.0,-51.056753782283565,-12.014235404167211,116.70051686269377,0.0,-0.07434456457729335,0.0,0.0,5.176963426953252,-0.01071065762562963,-1.1369525108603171,-0.5955041903743954,0.0,-0.055982922034946994,0.0,0.33493906455383016,1.0,-10.0
272,0.0,-0.00031501923356765864,21.95019720801398,235.33756250798817,-235.33756250798817,0.0,0.0,-111.13973539787888,2.5791260497154544,210.79623682264804,0.0,-0.07434456457733635,0.0,0.0,2.8372156989660318,-0.010710657625630105,-2.487740300725681,-0.5955041903743652,2.7015755797306524,-0.05598292203498359,0.0,0.334939064553815,1.0,-10.0
274,0.0,-0.0003150192335676627,0.0,764.8738046271553,-764.8738046271553,0.0,0.0,-395.32527437083013,7.5600777418704865,758.0615164951486,0.0,-0.07434456457733729,0.0,0.0,11.701734475632856,-0.01071065762563024,-1.1369525108603733,-0.5955041903743028,0.0,-0.055982922034984305,0.0,0.33493906455382155,1.0,-10.0
276,0.0,-0.0003150192335676495,11.143894889090875,156.45869409259552,-156.45869409259552,2.5791260497154096,0.0,-73.11231374505563,0.0,145.36402154090155,0.0,-0.07434456457728596,0.0,0.0,0.07441535422772058,-0.010710657625629793,-1.136952510860372,-0.5955041903744117,0.0,-0.05598292203497609,0.0,0.3349390645538217,1.0,-4.535624075531218
