,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_lac__45__L_e
57,5.834091031748265,-0.00024323205979933412,0.0,7.151213078721445,131.94055236615213,-131.94055236615213,0.0,0.4970012474261205,-56.77439512840702,0.0,127.60805344342104,0.0,-0.05740278576716481,0.0,0.0,0.0,-0.008269892877915106,-1.126362264028433,-0.4597995785955468,0.0,-0.0432254287649075,0.0,0.2586125223404732,1.0,-10.0
58,0.36707731006089456,-0.0002432320597993339,0.0,11.624224305556513,179.65267211905984,-179.65267211905984,0.0,0.0,-76.65444502545186,0.0,169.85315947464144,0.0,-0.05740278576719451,0.0,0.0,0.0,-0.008269892877915097,-1.623363511454564,-0.4597995785955295,0.0,-0.04322542876490747,1.491003742278342,0.25861252234047266,1.0,-10.0
59,2.603582923478533,-0.00024323205979934431,0.0,10.13322056327862,185.61668708818127,-185.61668708818127,0.0,0.0,-81.12745625229041,0.0,177.30817818604083,0.0,-0.057402785767196936,0.0,0.7455018711391932,0.0,-0.00826989287791545,-1.6233635114545943,-0.45979957859558607,0.0,-0.043225428764909306,0.0,0.25861252234049137,1.0,-10.0
123,5.170666854272526,-0.0002432320597993391,0.5947466130515416,5.903584250216226,128.52630074131326,-128.52630074131326,0.0,0.0,-55.52978651013032,0.6528822154537607,125.3146174802609,0.0,-0.05740278576716929,0.0,0.0,0.0,-0.008269892877915276,-0.8778616403154027,-0.4597995785955421,0.0,-0.04322542876490839,0.0,0.25861252234047133,1.0,-10.0
124,5.830480197026891,-0.00024323205979933518,0.0,0.0,156.35139935208878,-156.35139935208878,7.526672140332083,0.0,-75.81995456611531,0.0,159.54196173496842,0.0,-0.05740278576716404,0.0,0.0,0.0,-0.008269892877915143,-0.9404381505838181,-0.4597995785955616,0.12515302053684968,-0.043225428764907696,0.0,0.2586125223404756,1.0,-10.0
125,6.080786238100841,-0.00024323205979934217,0.0,0.0,166.9476884242156,-166.9476884242156,7.151213078721684,0.25030604107370974,-81.30582863298399,0.0,170.0130977865585,0.0,-0.05740278576719644,0.0,0.0,0.0,-0.00826989287791538,-1.0030146608522743,-0.45979957859558984,0.0,-0.04322542876490893,0.0,0.25861252234045107,1.0,-10.0
126,6.331092279174508,-0.00024323205979933987,0.0,0.0,161.941567602739,-161.941567602739,7.151213078721608,0.0,-78.67761520170876,0.0,165.2572830061556,0.0,-0.05740278576719591,0.0,0.0,0.0,-0.008269892877915302,-0.8778616403154031,-0.45979957859553705,0.0,-0.04322542876490853,0.0,0.2586125223404452,1.0,-10.0
127,5.0795620738058895,-0.0002432320597993461,0.5006120821474821,0.0,155.43361053482536,-155.43361053482536,6.650600996574295,0.0,-74.42241250345685,0.0,158.49901989716824,0.0,-0.05740278576716659,0.0,0.0,0.0,-0.008269892877915514,-0.8778616403153855,-0.45979957859555326,0.0,-0.04322542876490964,0.0,0.2586125223404854,1.0,-10.0
128,5.913915544051682,-0.00024323205979934347,0.0,0.0,154.59925706457778,-154.59925706457778,7.484954466820082,0.0,-75.04817760614044,0.0,157.83153712096987,0.08343534702458369,-0.057402785767193196,0.0,0.0,0.0,-0.008269892877915424,-0.9195793138276837,-0.4597995785955671,0.0,-0.04322542876490917,0.0,0.2586125223404881,1.0,-10.0
129,5.580174155953144,-0.00024323205979933537,0.0,0.0,149.4262655490485,-149.4262655490485,7.151213078721473,0.0,-72.41996417486361,0.0,152.49167491139127,0.0,-0.057402785767190795,0.0,0.0,0.0,-0.008269892877915148,-0.8778616403153707,-0.4597995785955326,0.0,-0.04322542876490773,0.0,0.2586125223404599,1.0,-9.499387917852534
