,M_ac_e,M_co2_e,M_etoh_e,M_fe2_e,M_fum_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
11,0.0,8.179054867750832,0.0,-1.1387928194830947e-05,0.0,0.0,0.0,12.26072400483577,-9.482978786608491,0.0,-3.6547763617314555,0.0,0.0,-0.31196391942077667,0.0,2.7989675490830765,-0.08373376132126911,2.2864517506549493,0.3349390645538484,1.0,-10.0
12,0.0,8.174868129443903,0.0,-1.1387928194830934e-05,0.0,0.0,0.016746953227691517,12.24816378991499,-9.47879204830156,0.0,-3.6547763617314493,0.0,0.0,-0.3119639194207784,0.0,2.794780810776152,-0.0837337613212679,2.2822650123480224,0.33493906455385053,1.0,-10.0
13,0.0,8.941205451302455,0.0,-1.1387928194830915e-05,0.0,0.0,0.0,13.022874588387388,-11.76943053726341,1.5243011671032927,-5.179077528834741,0.0,0.0,-0.3119639194207761,0.0,3.5611181326347183,-0.08373376132126635,0.0,0.33493906455384953,1.0,-10.0
14,0.0,8.935623133559917,0.0,-1.1387928194830946e-05,0.0,0.0,0.016746953227690216,13.008918794031013,-11.761057060649598,1.5215100082320139,-5.1762863699634725,0.0,0.0,-0.3119639194207796,0.0,3.555535814892163,-0.0837337613212686,0.0,0.33493906455385003,1.0,-10.0
15,0.0,5.892603117095875,0.0,-1.1387928194830929e-05,4.5729035013098915,0.0,0.0,14.547175755490699,-7.196527035953531,0.0,-3.654776361731448,0.0,0.0,-0.3119639194207757,0.0,0.5125157984281271,-0.0837337613212675,0.0,0.33493906455384764,1.0,-10.0
16,0.0,5.892603117095879,0.0,-1.1387928194830937e-05,4.564530024696046,0.0,0.01674695322768903,14.530428802263017,-7.1965270359535385,0.0,-3.654776361731453,0.0,0.0,-0.31196391942077634,0.0,0.512515798428126,-0.0837337613212676,0.0,0.33493906455384914,1.0,-10.0
17,0.0,15.038410119715689,4.572903501309901,-1.1387928194830954e-05,0.0,0.0,0.0,9.974272254180828,-16.342334038573348,0.0,-3.6547763617314573,0.0,0.0,-0.3119639194207777,0.0,0.5125157984281271,-0.08373376132126589,0.0,0.33493906455384903,1.0,-10.0
18,0.0,15.02166316648795,4.5645300246960385,-1.1387928194830918e-05,0.0,0.0,0.016746953227689054,9.96589877756695,-16.325587085345603,0.0,-3.654776361731446,0.0,0.0,-0.3119639194207754,0.0,0.5125157984281273,-0.08373376132126732,0.0,0.33493906455384836,1.0,-10.0
19,0.0,12.99565605335404,0.0,-1.1387928194830957e-05,0.0,0.0,0.016746953227691645,17.068951713825136,-13.286576415644722,0.0,-6.193299273293551,-1.0130035565669788,0.0,-0.3119639194207751,2.5385229115620906,0.0,-0.08373376132126753,0.0,0.33493906455384936,1.0,-10.0
20,0.0,13.00821626827478,0.0,-1.138792819483093e-05,0.0,0.0,0.0,17.089885405359716,-13.297043261411996,0.0,-6.197486011600461,-1.015096925720441,0.0,-0.3119639194207749,2.5427096498690074,0.0,-0.0837337613212663,0.0,0.3349390645538504,1.0,-10.0
21,0.0,6.917634713952126,0.0,-1.138792819483092e-05,0.0,0.0,0.016746953227690715,10.990930374423213,-8.221558632809783,0.0,-4.167292160159573,0.0,0.0,-0.3119639194207779,0.512515798428128,0.0,-0.0837337613212673,0.0,0.3349390645538472,1.0,-5.947985773732086
22,0.0,6.917634713952126,0.0,-1.138792819483092e-05,0.0,0.0,0.0,10.999303851037059,-8.221558632809783,0.0,-4.167292160159573,0.0,0.0,-0.3119639194207779,0.512515798428128,0.0,-0.0837337613212673,0.0,0.3349390645538472,1.0,-5.939612297118242
23,0.0,10.969648940220068,0.0,-1.138792819483095e-05,0.0,0.0,0.016746953227692173,15.04294460069116,-12.27357285907773,0.0,-5.517963568915557,0.0,0.0,-0.3119639194207785,1.8631872071840996,0.0,-0.08373376132126889,1.3506714087559721,0.3349390645538483,1.0,-10.0
24,0.0,10.97802241683387,0.0,-1.1387928194830901e-05,0.0,0.0,0.0,15.05969155391879,-12.281946335691522,0.0,-5.5207547277868185,0.0,0.0,-0.31196391942077617,1.8659783660553768,0.0,-0.0837337613212658,1.3534625676272467,0.33493906455385,1.0,-10.0
25,0.0,11.780051785473606,0.0,-1.1387928194830901e-05,0.0,0.0,0.016746953227687295,15.853347445944678,-13.894378549584841,0.8104028452535775,-6.598500695920312,0.0,0.0,-0.31196391942077434,2.133321488935289,0.0,-0.08373376132126574,0.0,0.3349390645538463,1.0,-10.0
26,0.0,11.790099957410275,0.0,-1.1387928194830954e-05,0.0,0.0,0.0,15.871769094495217,-13.906101416844288,0.8120775405763496,-6.603524781888649,0.0,0.0,-0.31196391942077556,2.136670879580834,0.0,-0.08373376132126822,0.0,0.33493906455384853,1.0,-10.0
27,0.0,6.9176347139521335,0.0,-1.1387928194830937e-05,4.052014226267916,0.0,0.01674695322769111,15.042944600691145,-8.221558632809794,0.0,-4.167292160159579,0.0,0.0,-0.31196391942077606,0.5125157984281277,0.0,-0.08373376132126659,0.0,0.3349390645538507,1.0,-10.0
28,0.0,6.9176347139521335,0.0,-1.1387928194830934e-05,4.060387702881766,0.0,0.0,15.059691553918837,-8.221558632809792,0.0,-4.167292160159577,0.0,0.0,-0.31196391942077906,0.5125157984281268,0.0,-0.08373376132126734,0.0,0.33493906455384787,1.0,-10.0
29,0.0,15.021663166487931,4.052014226267904,-1.1387928194830901e-05,0.0,0.0,0.016746953227687295,10.990930374423192,-16.325587085345585,0.0,-4.167292160159569,0.0,0.0,-0.31196391942077434,0.5125157984281234,0.0,-0.08373376132126574,0.0,0.3349390645538463,1.0,-10.0
30,0.0,15.038410119715694,4.060387702881769,-1.1387928194830954e-05,0.0,0.0,0.0,10.999303851037087,-16.342334038573355,0.0,-4.167292160159584,0.0,0.0,-0.31196391942077556,0.5125157984281296,0.0,-0.08373376132126822,0.0,0.33493906455384853,1.0,-10.0
31,0.0,5.721764517619831,0.0,-1.1387928194830932e-05,4.90620722364813,0.0,0.18758555270373337,14.53042880226301,-6.854849837001446,0.0,-3.6547763617314497,0.0,0.0,-0.31196391942077756,0.0,0.0,-0.08373376132126899,0.0,0.3349390645538498,1.0,-10.0
32,0.0,15.534178964916057,0.0,-1.1387928194830903e-05,0.0,0.0,5.093792776351854,14.53042880226297,-4.401746225177371,0.0,-3.654776361731437,-7.359310835472181,0.0,-0.31196391942077817,0.0,0.0,-0.08373376132126885,0.0,0.3349390645538484,1.0,-10.0
33,0.0,15.534178964916057,4.906207223648121,-1.1387928194830903e-05,0.0,0.0,0.18758555270373325,9.62422157861485,-16.66726428429767,0.0,-3.654776361731437,0.0,0.0,-0.31196391942077817,0.0,0.0,-0.08373376132126885,0.0,0.3349390645538484,1.0,-10.0
34,0.0,5.721764517619823,0.0,-1.1387928194830913e-05,0.0,0.0,0.18758555270373245,9.624221578614861,-6.854849837001437,0.0,-3.654776361731443,0.0,0.0,-0.3119639194207768,0.0,0.0,-0.08373376132126634,0.0,0.3349390645538477,1.0,-5.093792776351877
35,0.0,8.174868129443897,0.0,-1.1387928194830932e-05,0.0,0.0,1.4141373586157677,10.85077338452691,-8.081401642913479,0.0,-3.6547763617314497,0.0,0.0,-0.31196391942077756,0.0,0.0,-0.08373376132126899,3.6796554177360994,0.3349390645538498,1.0,-10.0
36,0.0,9.646730296538342,0.0,-1.1387928194830937e-05,0.0,0.0,2.1500684421629854,11.586704468074133,-11.761057060649586,2.943724334188876,-6.59850069592033,0.0,0.0,-0.3119639194207754,0.0,0.0,-0.08373376132126857,0.0,0.33493906455385053,1.0,-10.0
37,0.0,12.995656053353978,0.0,-1.1387928194830903e-05,0.0,2.5385229115620787,0.0167469532276919,17.068951713825054,-8.209530592520492,0.0,-6.193299273293521,-3.5515264681290555,0.0,-0.31196391942077817,0.0,0.0,-0.08373376132126885,0.0,0.3349390645538484,1.0,-10.0
38,0.0,13.008216268274808,0.0,-1.1387928194830957e-05,0.0,2.542709649869015,0.0,17.089885405359755,-8.211623961673991,0.0,-6.197486011600473,-3.557806575589459,0.0,-0.31196391942077917,0.0,0.0,-0.08373376132126542,0.0,0.33493906455384936,1.0,-10.0
39,0.0,5.892603117095865,0.0,-1.1387928194830912e-05,0.0,0.17083859947604102,0.016746953227692016,9.965898777566947,-7.02568843647748,0.0,-3.8256149612074846,0.0,0.0,-0.31196391942077595,0.0,0.0,-0.08373376132126634,0.0,0.33493906455385036,1.0,-5.2646313758279195
40,0.0,5.892603117095865,0.0,-1.1387928194830912e-05,0.0,0.17083859947604102,0.0,9.974272254180791,-7.02568843647748,0.0,-3.8256149612074846,0.0,0.0,-0.31196391942077595,0.0,0.0,-0.08373376132126634,0.0,0.33493906455385036,1.0,-5.256257899214072
41,0.0,8.73382429159914,0.0,-1.1387928194830944e-05,0.0,1.117912324310461,0.016746953227689827,12.80711995207023,-8.919835886146338,0.0,-4.7726886860419135,0.0,0.0,-0.3119639194207775,0.0,0.0,-0.08373376132126903,2.8412211745032536,0.33493906455384975,1.0,-10.0
42,0.0,8.73884837756742,0.0,-1.138792819483091e-05,0.0,1.1195870196332263,0.0,12.820517514652348,-8.923185276791848,0.0,-4.774363381364669,0.0,0.0,-0.3119639194207788,0.0,0.0,-0.08373376132126568,2.846245260471554,0.33493906455384914,1.0,-10.0
43,0.0,9.951490509243378,0.0,-1.1387928194830927e-05,0.0,1.5238010635252093,0.01674695322769156,14.02478616971446,-11.761057060649577,2.0294436960737476,-7.2080211213304075,0.0,0.0,-0.31196391942077806,0.0,0.0,-0.08373376132126814,0.0,0.3349390645538504,1.0,-10.0
44,0.0,9.958667774912405,0.0,-1.138792819483095e-05,0.0,1.5261934854148804,0.0,14.040336911997347,-11.769430537263446,2.0330323289082575,-7.214002176054603,0.0,0.0,-0.3119639194207782,0.0,0.0,-0.08373376132126478,0.0,0.3349390645538499,1.0,-10.0
45,0.0,5.892603117095879,0.0,-1.1387928194830937e-05,4.735368624172089,0.17083859947603947,0.01674695322768903,14.701267401739061,-7.025688436477495,0.0,-3.8256149612074957,0.0,0.0,-0.31196391942077634,0.0,0.0,-0.0837337613212676,0.0,0.33493906455384914,1.0,-10.0
46,0.0,5.892603117095875,0.0,-1.1387928194830929e-05,4.743742100785934,0.17083859947603983,0.0,14.718014354966744,-7.025688436477488,0.0,-3.8256149612074912,0.0,0.0,-0.3119639194207757,0.0,0.0,-0.0837337613212675,0.0,0.33493906455384764,1.0,-10.0
47,0.0,15.363340365440015,4.735368624172074,-1.1387928194830903e-05,0.0,0.17083859947604135,0.0167469532276919,9.965898777566938,-16.496425684821624,0.0,-3.8256149612074832,0.0,0.0,-0.31196391942077817,0.0,0.0,-0.08373376132126885,0.0,0.3349390645538484,1.0,-10.0
48,0.0,15.380087318667783,4.743742100785942,-1.1387928194830957e-05,0.0,0.1708385994760387,0.0,9.97427225418083,-16.513172638049397,0.0,-3.825614961207502,0.0,0.0,-0.31196391942077917,0.0,0.0,-0.08373376132126542,0.0,0.33493906455384936,1.0,-10.0
49,0.0,7.17326614760534,0.0,-1.138792819483092e-05,0.0,0.0,0.0,28.427714028969607,0.0,0.0,-11.07417570973723,-5.725750814992747,3.70969967400289,-0.31196391942077595,0.0,0.0,-0.08373376132126484,0.0,0.33493906455384925,1.0,-10.0
50,0.0,2.3289402893839446,0.0,-1.1387928194830903e-05,0.0,0.0,0.6920465511744831,27.735667477795086,0.0,0.0,-12.458268812086184,-2.957564610294805,4.401746225177371,-0.31196391942077817,0.0,0.0,-0.08373376132126885,0.0,0.3349390645538484,1.0,-10.0
51,5.077045823124162,15.534178964916057,0.0,-1.1387928194830903e-05,0.0,0.0,0.0167469532276919,14.53042880226297,-6.94026913673945,0.0,-3.654776361731437,-4.820787923910097,0.0,-0.31196391942077817,0.0,0.0,-0.08373376132126885,0.0,0.3349390645538484,1.0,-10.0
52,5.08541929973803,15.550925918143824,0.0,-1.1387928194830957e-05,0.0,0.0,0.0,14.547175755490732,-6.940269136739484,0.0,-3.654776361731458,-4.829161400523967,0.0,-0.31196391942077917,0.0,0.0,-0.08373376132126542,0.0,0.33493906455384936,1.0,-10.0
53,0.2562578992140627,5.892603117095873,0.0,-1.1387928194830927e-05,0.0,0.0,0.01674695322769236,9.709640878352896,-6.940269136739466,0.0,-3.6547763617314493,0.0,0.0,-0.3119639194207766,0.0,0.0,-0.08373376132126752,0.0,0.3349390645538505,1.0,-5.179212076089893
54,0.2562578992140627,5.892603117095873,0.0,-1.1387928194830927e-05,0.0,0.0,0.0,9.718014354966744,-6.940269136739466,0.0,-3.6547763617314493,0.0,0.0,-0.3119639194207766,0.0,0.0,-0.08373376132126752,0.0,0.3349390645538505,1.0,-5.170838599476046
55,1.8631872071840958,9.106461733035939,0.0,-1.1387928194830918e-05,0.0,0.0,0.016746953227690785,11.31657018632292,-8.547198444709494,0.0,-3.654776361731446,0.0,0.0,-0.3119639194207774,0.0,0.0,-0.08373376132126552,3.21385861594007,0.3349390645538473,1.0,-10.0
56,1.8659783660553846,9.112044050778525,0.0,-1.1387928194830944e-05,0.0,0.0,0.0,11.327734821808079,-8.549989603580796,0.0,-3.6547763617314533,0.0,0.0,-0.3119639194207769,0.0,0.0,-0.08373376132126736,3.2194409336826406,0.33493906455384936,1.0,-10.0
57,2.6666518611691217,10.713391041005991,0.0,-1.138792819483094e-05,0.0,0.0,0.016746953227691944,12.120034840307962,-11.761057060649588,2.4103939619550543,-6.065170323686509,0.0,0.0,-0.31196391942077895,0.0,0.0,-0.08373376132126548,0.0,0.33493906455384836,1.0,-10.0
58,2.6708385994760464,10.72176451761985,0.0,-1.138792819483095e-05,0.0,0.0,0.0,12.132595055228744,-11.76943053726345,2.4145807002619817,-6.069357061993438,0.0,0.0,-0.31196391942078006,0.0,0.0,-0.08373376132126516,0.0,0.33493906455385064,1.0,-10.0
59,0.2562578992140642,5.892603117095874,0.0,-1.138792819483093e-05,4.82078792391011,0.0,0.016746953227691236,14.53042880226301,-6.940269136739467,0.0,-3.654776361731449,0.0,0.0,-0.3119639194207762,0.0,0.0,-0.08373376132126838,0.0,0.3349390645538474,1.0,-10.0
60,0.256257899214062,5.892603117095867,0.0,-1.1387928194830918e-05,4.829161400523949,0.0,0.0,14.547175755490686,-6.940269136739461,0.0,-3.6547763617314457,0.0,0.0,-0.31196391942077567,0.0,0.0,-0.08373376132126827,0.0,0.33493906455384886,1.0,-10.0
61,0.25625789921405945,15.534178964916057,4.820787923910097,-1.1387928194830903e-05,0.0,0.0,0.0167469532276919,9.709640878352873,-16.58184498455965,0.0,-3.654776361731437,0.0,0.0,-0.31196391942077817,0.0,0.0,-0.08373376132126885,0.0,0.3349390645538484,1.0,-10.0
62,0.2562578992140633,15.550925918143824,4.829161400523967,-1.1387928194830957e-05,0.0,0.0,0.0,9.718014354966767,-16.598591937787422,0.0,-3.654776361731458,0.0,0.0,-0.31196391942077917,0.0,0.0,-0.08373376132126542,0.0,0.33493906455384936,1.0,-10.0
63,0.0,4.867571520239611,0.0,-1.1387928194830913e-05,0.0,0.0,0.0,11.511819649465181,-6.171495439097265,0.0,-4.679807958587699,0.0,0.512515798428128,-0.3119639194207768,0.0,0.0,-0.08373376132126677,0.0,0.3349390645538481,1.0,-5.427096498690115
64,0.0,4.867571520239611,0.0,-1.1387928194830913e-05,0.0,0.0,0.01674695322769019,11.503446172851334,-6.171495439097265,0.0,-4.679807958587699,0.0,0.512515798428128,-0.3119639194207768,0.0,0.0,-0.08373376132126677,0.0,0.3349390645538481,1.0,-5.43546997530396
65,0.0,0.7532412275080947,0.0,-1.1387928194830903e-05,0.0,0.0,0.0,27.969140820391203,0.0,0.0,-12.908468544050713,-2.0571651463657523,4.626846091159635,-0.3119639194207781,0.0,0.0,-0.08373376132126832,0.0,0.3349390645538475,1.0,-9.541426791421626
66,0.0,0.7532412275080947,0.0,-1.1387928194830903e-05,0.0,0.0,0.016746953227688335,27.960767343777352,0.0,0.0,-12.908468544050713,-2.0571651463657523,4.626846091159635,-0.3119639194207781,0.0,0.0,-0.08373376132126832,0.0,0.3349390645538475,1.0,-9.549800268035472
67,0.0,2.5853065078915898,0.0,-1.1387928194830917e-05,0.0,0.0,0.01674695322769135,20.632506222243418,-3.889230426749247,0.0,-9.244337983283744,0.0,2.794780810776149,-0.311963919420775,0.0,0.0,-0.08373376132126714,2.2822650123480206,0.33493906455384853,1.0,-10.0
68,0.0,2.5811197695846646,0.0,-1.1387928194830901e-05,0.0,0.0,0.0,20.657626652084932,-3.885043688442317,0.0,-9.252711459897576,0.0,2.7989675490830646,-0.31196391942077817,0.0,0.0,-0.08373376132126738,2.28645175065494,0.33493906455384737,1.0,-10.0
69,0.0,0.6406912945169657,0.0,-1.1387928194830952e-05,0.0,0.0,0.016746953227687968,28.410967075742004,0.0,0.0,-13.133568410033028,-1.944615213374629,4.739396024150786,-0.31196391942077706,0.0,0.0,-0.08373376132126505,0.33764979897339226,0.3349390645538511,1.0,-10.0
70,0.0,0.6385979253635075,0.0,-1.1387928194830957e-05,0.0,0.0,0.0,28.427714028969703,0.0,0.0,-13.137755148339958,-1.9425218442211671,4.7414893933042475,-0.3119639194207798,0.0,0.0,-0.08373376132126918,0.3439299064337806,0.33493906455384986,1.0,-10.0
71,0.0,0.9825278317972872,0.0,-1.1387928194830922e-05,0.0,0.0,0.0,28.771643935403404,0.0,0.0,-13.13775514833992,-2.28645175065494,4.741489393304237,-0.3119639194207769,0.0,0.34392990643377674,-0.08373376132126585,0.0,0.33493906455385,1.0,-10.0
72,0.0,0.97834109349036,0.0,-1.1387928194830912e-05,0.0,0.0,0.016746953227688675,28.7486168747153,0.0,0.0,-13.133568410032984,-2.282265012348017,4.739396024150769,-0.3119639194207745,0.0,0.33764979897339376,-0.08373376132126824,0.0,0.3349390645538462,1.0,-10.0
73,0.0,0.916950220949742,0.0,-1.1387928194830901e-05,0.0,0.0,0.016746953227688443,29.147657546229286,0.0,0.0,-13.440522772736058,-2.2208741398073957,4.831482332961692,-0.31196391942077856,0.12278174508123368,0.0,-0.08373376132126621,0.0,0.33493906455384753,1.0,-10.0
74,0.0,0.9199951215365944,0.0,-1.1387928194830908e-05,0.0,0.0,0.0,29.178106552097834,0.0,0.0,-13.45041869964334,-2.223919040394255,4.835288458695262,-0.3119639194207755,0.12506542052137126,0.0,-0.08373376132126395,0.0,0.3349390645538502,1.0,-10.0
75,0.0,1.8245515037755797,0.0,-1.1387928194830903e-05,0.0,0.0,0.016746953227689647,23.67552623870742,-4.649985430865247,1.5215100082320088,-12.287357999747755,0.0,3.5555358148921505,-0.3119639194207739,0.0,0.0,-0.08373376132126667,0.0,0.33493906455384714,1.0,-10.0
76,0.0,1.818969186033026,0.0,-1.1387928194830952e-05,0.0,0.0,0.0,23.706228986291627,-4.647194271993988,1.5243011671032978,-12.301313794104217,0.0,3.561118132634727,-0.3119639194207775,0.0,0.0,-0.08373376132126531,0.0,0.33493906455384853,1.0,-10.0
77,0.0,0.49598423781408146,0.0,-1.1387928194830922e-05,0.0,0.0,0.016746953227687867,28.989795302553464,0.0,0.19294274227050728,-13.615925265709276,-1.9928508989422506,4.8841030808536585,-0.31196391942077845,0.0,0.0,-0.08373376132126724,0.0,0.33493906455384564,1.0,-10.0
78,0.0,0.4911993940347437,0.0,-1.1387928194830939e-05,0.0,0.0,0.0,29.017308154284713,0.0,0.1965313751050152,-13.629083586102485,-1.991654687997417,4.888887924633003,-0.3119639194207776,0.0,0.0,-0.08373376132126531,0.0,0.33493906455385103,1.0,-10.0
79,0.0,0.30304149554356685,0.0,-1.1387928194830915e-05,0.0,0.0,0.016746953227692297,29.76156627163549,0.6752995979467903,0.0,-13.808868007979783,-2.2822650123480184,5.077045823124164,-0.31196391942077734,0.0,0.0,-0.08373376132126391,0.0,0.334939064553846,1.0,-10.0
80,0.0,0.2946680189297211,0.0,-1.1387928194830932e-05,0.0,0.0,0.0,29.803433654704765,0.6878598128675576,0.0,-13.825614961207492,-2.2864517506549418,5.085419299738022,-0.31196391942077584,0.0,0.0,-0.08373376132126426,0.0,0.3349390645538483,1.0,-10.0
81,0.0,1.2677552068961282,0.0,-1.1387928194830903e-05,0.0,0.1929427422705073,0.0167469532276919,28.7968525602829,0.0,0.0,-13.230039781168228,-2.3787363834832727,4.691160338583137,-0.31196391942077817,0.0,0.0,-0.08373376132126885,0.0,0.3349390645538484,1.0,-10.0
82,0.0,1.2773248944548174,0.0,-1.1387928194830957e-05,0.0,0.19653137510501587,0.0,28.82077677917974,0.0,0.0,-13.236020835892472,-2.3847174382074594,4.692356549527992,-0.31196391942077917,0.0,0.0,-0.08373376132126542,0.0,0.33493906455384936,1.0,-10.0
83,0.0,4.8675715202396095,0.0,-1.1387928194830912e-05,4.572903501309882,0.0,0.0,16.08472315077506,-6.171495439097264,0.0,-4.679807958587697,0.0,0.5125157984281263,-0.31196391942077706,0.0,0.0,-0.08373376132126567,0.0,0.3349390645538474,1.0,-10.0
84,0.0,4.8675715202396095,0.0,-1.1387928194830913e-05,4.5645300246960385,0.0,0.01674695322769167,16.067976197547374,-6.171495439097265,0.0,-4.679807958587701,0.0,0.5125157984281251,-0.3119639194207768,0.0,0.0,-0.08373376132126814,0.0,0.33493906455384886,1.0,-10.0
85,0.0,0.7532412275080975,0.0,-1.1387928194830957e-05,0.4585732085783758,0.0,0.0,28.427714028969703,0.0,0.0,-12.908468544050772,-2.0571651463657625,4.626846091159653,-0.3119639194207798,0.0,0.0,-0.08373376132126918,0.0,0.33493906455384986,1.0,-10.0
86,0.0,0.7532412275081,0.0,-1.1387928194830952e-05,0.45019973196452645,0.0,0.016746953227687968,28.410967075742004,0.0,0.0,-12.908468544050764,-2.057165146365763,4.626846091159652,-0.31196391942077706,0.0,0.0,-0.08373376132126505,0.0,0.3349390645538511,1.0,-10.0
87,0.0,14.013378522859437,4.572903501309903,-1.1387928194830957e-05,0.0,0.0,0.0,11.51181964946522,-15.317302441717095,0.0,-4.679807958587717,0.0,0.5125157984281266,-0.31196391942077917,0.0,0.0,-0.08373376132126542,0.0,0.33493906455384936,1.0,-10.0
88,0.0,13.996631569631674,4.564530024696033,-1.1387928194830903e-05,0.0,0.0,0.0167469532276919,11.503446172851321,-15.300555488489332,0.0,-4.679807958587696,0.0,0.5125157984281241,-0.31196391942077817,0.0,0.0,-0.08373376132126885,0.0,0.3349390645538484,1.0,-10.0
89,0.0,0.8842621442447804,0.19653137510501587,-1.1387928194830957e-05,0.0,0.0,0.0,29.01730815428476,0.0,0.0,-13.432552210997486,-2.1881860631024384,4.888887924633014,-0.31196391942077917,0.0,0.0,-0.08373376132126542,0.0,0.33493906455384936,1.0,-10.0
90,0.0,0.8818697223551032,0.1929427422705073,-1.1387928194830903e-05,0.0,0.0,0.0167469532276919,28.989795302553414,0.0,0.0,-13.42298252343874,-2.18579364121276,4.88410308085365,-0.31196391942077817,0.0,0.0,-0.08373376132126885,0.0,0.3349390645538484,1.0,-10.0
91,0.0,0.29466801892972383,0.0,-1.138792819483091e-05,0.0,0.0,0.0,29.803433654704712,0.0,0.0,-13.825614961207469,-2.2864517506549418,5.085419299738009,-0.31196391942077706,0.0,0.0,-0.08373376132126388,0.0,0.3349390645538489,1.0,-10.0
92,0.0,0.30304149554357146,0.0,-1.1387928194830934e-05,0.0,0.0,0.0167469532276907,29.761566271635548,0.0,0.0,-13.808868007979807,-2.282265012348022,5.077045823124175,-0.3119639194207746,0.0,0.0,-0.0837337613212652,0.0,0.33493906455384587,1.0,-10.0
93,0.45019973196452406,1.6536406914371535,0.0,-1.1387928194830903e-05,0.0,0.0,0.0167469532276919,28.410967075741876,0.0,0.0,-12.908468544050708,-2.507364878330281,4.626846091159633,-0.31196391942077817,0.0,0.0,-0.08373376132126885,0.0,0.3349390645538484,1.0,-10.0
94,0.45857320857837386,1.6703876446648545,0.0,-1.1387928194830957e-05,0.0,0.0,0.0,28.427714028969707,0.0,0.0,-12.908468544050775,-2.5157383549441388,4.626846091159656,-0.31196391942077917,0.0,0.0,-0.08373376132126542,0.0,0.33493906455384936,1.0,-10.0
