,M_ac_e,M_co2_e,M_etoh_e,M_fe2_e,M_fum_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_mal__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
341,0.0,8.091111757507237,0.0,-9.49820195591605e-06,0.0,0.0,0.0,5.594513284027538,-7.376759765362538,0.0,5.021764609195718,-3.0482984607498893,0.0,0.0,-0.2601962586102906,0.0,0.0,-0.06983888218744451,4.978235390804296,0.27935888105635137,1.0,-10.0
353,0.0,27.64168003734885,0.0,-9.498201955916069e-06,0.0,0.0,0.0,20.257439493908745,0.0,0.0,5.1123579300396305,-3.0482984607498893,-17.152043905283353,0.0,-0.26019625861028955,0.0,0.0,-0.06983888218743851,0.0,0.2793588810563505,1.0,-10.0
359,0.0,8.717954371181559,0.0,-9.498201955916044e-06,0.0,0.0,12.12929048856656,0.0,-4.730931416541805,0.0,3.778644102298143,-3.0482984607498858,-2.9592496556578918,0.0,-0.2601962586102908,0.0,0.0,-0.06983888218744201,0.0,0.27935888105635315,1.0,-10.0
370,15.213734161112733,14.914777604379527,0.0,-9.498201955916052e-06,0.0,0.0,0.0,3.1053955886253886,-10.788592688798685,0.0,0.6872164577255729,-3.048298460749889,0.0,0.0,-0.26019625861028955,0.0,0.0,-0.06983888218744333,0.0,0.2793588810563512,1.0,-10.0
371,15.213734161112733,14.914777604379527,0.0,-9.498201955916052e-06,0.0,0.0,0.01396794405281756,3.0984116165989777,-10.788592688798685,0.0,0.6802324856991666,-3.048298460749889,0.0,0.0,-0.26019625861028955,0.0,0.0,-0.06983888218744333,0.0,0.2793588810563512,1.0,-10.0
384,5.9184993113157836,8.717954371181559,0.0,-9.498201955916044e-06,0.0,0.0,6.210791177250774,0.0,-7.690181072199695,0.0,3.778644102298143,-3.0482984607498858,0.0,0.0,-0.2601962586102908,0.0,0.0,-0.06983888218744201,0.0,0.27935888105635315,1.0,-10.0
396,0.0,4.832683710866988,0.0,-9.498201955916074e-06,0.0,0.0,0.0,18.628225470588625,0.0,0.0,6.741571953359768,-9.565154554030434,-4.118331718722287,3.258428046640265,-0.2601962586102918,0.0,0.0,-0.0698388821874447,0.0,0.2793588810563549,1.0,-10.0
397,0.0,0.0,0.0,-9.498201955916035e-06,0.0,0.0,0.0,37.958960314056434,0.0,0.0,1.9088882424927744,-19.230521975764336,-6.534673574155751,8.091111757507225,-0.26019625861029183,0.0,0.0,-0.06983888218744103,0.0,0.2793588810563487,1.0,-10.0
398,1.8122563915751195,0.0,0.0,-9.498201955916072e-06,0.0,0.0,0.0,19.836396398305368,0.0,0.0,5.5334010256430215,-11.981496409463928,-1.0979043994304178,4.466598974357015,-0.2601962586102924,0.0,0.0,-0.06983888218744165,0.0,0.279358881056354,1.0,-10.0
399,0.0,0.0,0.0,-9.498201955916047e-06,0.0,0.0,0.0,19.31860885785528,0.0,0.0,3.9800384042929062,-10.945921328563829,-1.3567981696554332,3.9488114339069655,-0.2601962586102934,0.0,0.0,-0.06983888218744377,0.0,0.2793588810563524,1.0,-7.928849838199872
400,0.0,0.0,1.2081709277167372,-9.498201955916037e-06,0.0,0.0,0.0,24.66908010917226,0.0,0.0,4.325230097926256,-14.397838264897363,-1.7019898632887862,5.674769902073738,-0.26019625861029066,0.0,0.0,-0.06983888218744282,0.0,0.27935888105634943,1.0,-10.0
401,0.0,0.0,0.0,-9.498201955916059e-06,0.0,0.7249025566300453,0.0,21.286201511565434,0.0,0.0,5.533401025643012,-12.706398966093955,-1.4603556777454403,4.466598974357008,-0.26019625861029055,0.0,0.0,-0.06983888218744357,0.0,0.27935888105635454,1.0,-10.0
402,0.0,0.0,0.0,-9.498201955916072e-06,0.0,0.0,0.0,22.655461896311106,0.0,0.8054472851444937,5.13067738307077,-13.592390979752919,-1.7019898632887893,4.86932261692926,-0.2601962586102916,0.0,0.0,-0.069838882187442,0.0,0.2793588810563512,1.0,-10.0
403,0.0,0.0,0.0,-9.49820195591606e-06,0.0,0.0,0.0,32.15973986101614,0.0,0.0,1.9088882424927776,-17.780716862504285,-2.185258234375484,6.641306644247147,-0.2601962586102922,1.4498051132600884,0.0,-0.06983888218744422,0.0,0.27935888105635176,1.0,-10.0
404,0.0,0.0,0.0,-9.498201955916096e-06,0.0,0.0,0.0,37.95896031405666,7.249025566300497,0.0,1.908888242492786,-19.230521975764454,-6.534673574155792,8.091111757507273,-0.26019625861029166,0.0,0.0,-0.06983888218744061,0.0,0.2793588810563533,1.0,-10.0
405,0.0,0.0,0.0,-9.498201955916067e-06,0.0,0.0,0.0,21.0445673260221,0.0,0.0,5.53340102564302,-11.981496409463917,-1.7019898632887913,4.466598974357009,-0.2601962586102936,0.0,1.2081709277167447,-0.06983888218744119,0.0,0.27935888105635065,1.0,-10.0
406,0.0,0.0,0.0,-9.498201955916047e-06,0.0,0.0,2.0711501618001282,17.247458696055148,0.0,0.0,6.05118856609304,-10.945921328563829,-1.3567981696554332,3.9488114339069655,-0.2601962586102934,0.0,0.0,-0.06983888218744377,0.0,0.2793588810563524,1.0,-10.0
435,0.0,0.0,0.0,-9.498201955916047e-06,0.0,0.0,9.744719019929263,13.410674266990581,0.0,0.0,2.214404137028473,-10.945921328563829,-1.3567981696554332,3.9488114339069655,-0.2601962586102934,0.0,0.0,-0.06983888218744377,0.0,0.2793588810563524,1.0,-10.0
437,1.2445588477010747,5.601994062105095,0.0,-9.498201955916062e-06,0.0,0.0,0.0,3.1053955886253917,-6.1322009176614705,0.0,10.000000000000025,-3.0482984607498937,0.0,0.0,-0.26019625861029305,0.0,0.0,-0.06983888218744423,0.0,0.279358881056354,1.0,-10.0
438,1.2674441458725851,0.0,0.0,-9.498201955916074e-06,0.0,0.3903344480768566,0.0,16.306826549562924,-1.724095497958465,0.0,6.395448774622257,-10.647735359582322,0.0,3.604551225377781,-0.26019625861029416,0.0,0.0,-0.06983888218744291,0.0,0.2793588810563543,1.0,-10.0
439,1.657778593949442,0.0,0.0,-9.498201955916057e-06,0.0,0.0,0.0,15.916492101486034,-1.724095497958462,0.0,6.395448774622245,-10.25740091150544,0.0,3.6045512253777723,-0.26019625861029316,0.0,0.3903344480768584,-0.06983888218744348,0.0,0.27935888105635404,1.0,-10.0
440,2.1782245247185936,0.0,0.0,-9.498201955916074e-06,0.0,0.0,0.0,16.17671506687063,-1.463872532573891,0.0,6.265337291929971,-10.517623876890035,0.0,3.734662708070068,-0.26019625861029416,0.0,0.0,-0.06983888218744291,0.0,0.2793588810563543,1.0,-10.0
441,0.8771096977957223,0.0,0.0,-9.498201955916044e-06,0.0,0.0,0.0,15.135823205332297,-1.7240954979584604,0.0,5.2244454303916585,-9.476732015351713,0.0,3.2142167773009116,-0.26019625861028994,0.0,0.0,-0.0698388821874418,0.0,0.27935888105635276,1.0,-8.438662207692566
442,0.8771096977957223,0.0,0.0,-9.498201955916044e-06,0.0,0.0,1.5613377923074332,13.57448541302486,-1.7240954979584604,0.0,6.785783222699096,-9.476732015351713,0.0,3.2142167773009116,-0.26019625861028994,0.0,0.0,-0.0698388821874418,0.0,0.27935888105635276,1.0,-10.0
451,0.8771096977957223,0.0,0.0,-9.498201955916044e-06,0.0,0.0,8.500311993830511,10.10499831226332,-1.7240954979584604,0.0,3.316296121937558,-9.476732015351713,0.0,3.2142167773009116,-0.26019625861028994,0.0,0.0,-0.0698388821874418,0.0,0.27935888105635276,1.0,-10.0
