M_2ddglcn_e,M_ala__45__D_e,M_alaala_e,M_arab__45__L_e,M_arg__45__L_e,M_asp__45__L_e,M_buts_e,M_bz_e,M_ca2_e,M_cd2_e,M_cellb_e,M_cgly_e,M_cit_e,M_co2_e,M_cobalt2_e,M_cro4_e,M_cu2_e,M_eths_e,M_etoh_e,M_fe2_e,M_fe3_e,M_fru_e,M_fum_e,M_glc__45__D_e,M_gln__45__L_e,M_glu__45__L_e,M_glyc3p_e,M_glyclt_e,M_gthrd_e,M_h2_e,M_h2o_e,M_h_e,M_hexs_e,M_hom__45__L_e,M_ile__45__L_e,M_istnt_e,M_k_e,M_lac__45__L_e,M_leu__45__L_e,M_mal__45__L_e,M_met__45__D_e,M_met__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_mops_e,M_na1_e,M_nh4_e,M_ni2_e,M_no2_e,M_no3_e,M_o2_e,M_orot_e,M_pi_e,M_ppa_e,M_ppn_e,M_pro__45__L_e,M_ptrc_e,M_pyr_e,M_rib__45__D_e,M_so4_e,M_spmd_e,M_succ_e,M_sula_e,M_tsul_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08805192662864862,0.0,0.0,0.0,0.0,0.0,0.32591986220356656,-0.32592007975291004,0.0,0.0,0.0,0.0,0.014432650795913372,0.0,0.0,0.0,0.0,0.12581709230747692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0842516893832535,0.0,0.0,0.0,0.0,0.0,-0.005959604301910969,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015996083300656926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006398510102383999,0.021648976193870254
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09728017977456775,0.0,0.0,0.0,0.0,0.014527240476495522,0.29083829770186587,-0.2908385500155173,0.0,0.0,0.0,0.0,0.011896569780828897,0.0,0.0,0.0,0.0,0.1604498595000181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09287266596552515,0.0,0.0,0.0,0.0,0.0,-0.006911946955135765,0.0,0.0,0.0,0.0,0.0,0.0,-0.0018552251737354597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007420989746818801,0.02510847490949133
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07695110093730277,0.0,0.0,0.0,0.0,0.0,0.3406701835926853,-0.3406704109877704,0.0,0.0,0.0,0.0,0.0,0.0,0.04525750989642312,0.0,0.0,0.08625375071129862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07297887441716543,0.0,0.0,0.0,0.0,0.0,-0.00622932115258347,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016720026198940416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006688090736665006,0.022628754948211767
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06294862148151709,0.0,0.0,0.0,0.0,0.0,0.2786798132295383,-0.2786799992464628,0.0,0.0,0.0,0.0,0.0,0.0,0.037022184542715525,0.0,0.0,0.0705585058400983,0.18196594051584053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05969920489605851,0.0,0.0,0.0,0.0,0.0,-0.005095796870278399,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013677550906200729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005471086015512478,0.01851109227135793
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12228791705800508,0.0,0.0,0.0,0.0,0.0,0.0700496054390143,-0.0700499668070904,0.0,0.0,0.0,0.0,0.0,0.0,0.07192160409732046,0.0,0.0,0.372736940886338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11597539779169931,0.0,0.0,0.0,-0.11783279399118994,0.0,-0.00989941273297012,0.0,0.0,0.0,0.0,0.0,0.0,-0.002657086321207564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010628472826504174,0.03596080204866055
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12672648727411717,0.0,0.0,0.0,0.0,0.0,0.0,-3.7448431536847234e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.07453207533210279,0.0,0.0,0.4225618904558431,-0.05444409786626832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12018484839666643,0.0,0.0,0.0,-0.1402576933918875,0.0,-0.010258722463405059,0.0,0.0,0.0,0.0,0.0,0.0,-0.002753528099681529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011014244569660952,0.037266037666051736
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08945821568168841,0.0,0.0,0.0,0.0,0.0,0.3467006708804385,-0.34670087516230236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09781531202906713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0655610497701808,0.0,0.0,0.0,0.0,0.0,-0.005596151453151278,0.0,0.0,0.0,0.0,0.020328690203092154,0.0,-0.0015020545035011193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00600829011348584,0.020328690203092338
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09798298811545864,0.0,0.0,0.0,0.0,0.013789049711999955,0.30993573272086505,-0.30993597221338864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13535863909911197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07686135695082989,0.0,0.0,0.0,0.0,0.0,-0.006560721585443576,0.0,0.0,0.0,0.0,0.016938081844470727,0.0,-0.001760953306237499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007043897751723016,0.02383260670047092
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07331668250373588,0.0,0.0,0.0,0.0,0.0,0.284143192629947,-0.284143360051893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08016585309008052,0.18043656532774566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.053731439130368,0.0,0.0,0.0,0.0,0.0,-0.004586401105890789,0.0,0.0,0.0,0.0,0.01666065116523441,0.0,-0.001231028947954305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004924174881915803,0.016660651165234564
