,M_ac_e,M_co2_e,M_etoh_e,M_fe2_e,M_fum_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,10.299176131715676,0.0,-2.0498270750695626e-05,0.9999999999999745,0.0,0.0,18.492425838940076,-12.338729706602578,0.0,-6.578597451116595,0.0,0.0,-0.5615350549573984,0.0,0.0,-0.15072077037828063,0.0,0.6028903161969251,1.0,-10.0
1,0.0,14.299176131715605,0.0,-2.0498270750695653e-05,0.0,0.0,0.0,20.49242583894006,-11.338729706602615,0.0,-6.578597451116601,-2.9999999999999307,0.0,-0.5615350549573989,0.0,0.0,-0.15072077037827836,0.0,0.6028903161969263,1.0,-10.0
2,0.0,12.299176131715662,0.9999999999999782,-2.0498270750695683e-05,0.0,0.0,0.0,17.492425838940147,-14.338729706602571,0.0,-6.578597451116613,0.0,0.0,-0.5615350549573991,0.0,0.0,-0.15072077037828127,0.0,0.6028903161969271,1.0,-10.0
3,0.0,10.299176131715718,0.0,-2.0498270750695717e-05,0.0,0.0,0.0,17.49242583894018,-12.338729706602631,0.0,-6.578597451116622,0.0,0.0,-0.561535054957401,0.0,0.0,-0.15072077037828407,0.0,0.6028903161969322,1.0,-9.00000000000002
5,0.0,10.870604703144272,0.0,-2.0498270750695707e-05,0.0,0.0,0.0,17.920997267511588,-12.624443992316907,0.0,-6.578597451116621,0.0,0.0,-0.5615350549574036,0.0,0.0,-0.1507207703782817,0.8571428571428396,0.602890316196929,1.0,-10.0
6,0.0,11.299176131715665,0.0,-2.0498270750695653e-05,0.0,0.0,0.0,18.242425838940107,-13.58872970660257,0.7499999999999827,-7.328597451116586,0.0,0.0,-0.5615350549573995,0.0,0.0,-0.15072077037828271,0.0,0.6028903161969297,1.0,-10.0
7,0.0,11.571903404442919,0.0,-2.049827075069563e-05,0.0,0.0,0.0,18.856062202576435,-13.793275161148003,0.0,-7.124051996571126,0.0,0.0,-0.5615350549573994,0.5454545454545296,0.0,-0.15072077037828155,0.0,0.6028903161969257,1.0,-10.0
8,0.0,10.837911913130387,0.0,-2.049827075069572e-05,0.0,0.0,0.0,18.184916359883285,-13.069361815895286,0.0,-6.578597451116624,-0.11561315117888879,0.0,-0.5615350549573994,0.0,1.1537547395284173,-0.1507207703782803,0.0,0.6028903161969285,1.0,-10.0
9,0.0,10.822839655225435,0.0,-2.0498270750695677e-05,0.0,0.0,0.030144515809846388,18.15477184407339,-13.06182568694279,0.0,-6.578597451116608,-0.10807702222642832,0.0,-0.5615350549573994,0.0,1.1386824816234904,-0.1507207703782801,0.0,0.6028903161969277,1.0,-10.0
10,0.0,10.606685610772582,0.0,-2.0498270750695683e-05,0.0,0.0,0.0,17.953690057525467,-12.953748664716366,0.0,-6.578597451116612,0.0,0.0,-0.561535054957403,0.0,0.9225284371706289,-0.150720770378283,0.0,0.6028903161969286,1.0,-9.768773697642215
