,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,-0.0005040307737082224,0.0,15.531524955186022,303.6902193289658,-303.6902193289658,0.0,0.0,-152.52879321216633,11.303120006133526,283.3450079957332,0.0,-0.11895130332368718,0.0,0.0,-0.017137052201007096,-2.1550815862625208,-0.952806704598967,0.6719151377719748,-0.08957267525596814,0.0,0.5359025032860798,1.0,-10.0
1,0.0,-0.0005040307737082339,0.0,17.01523004812539,273.62046277874197,-273.62046277874197,0.0,0.0,-133.78465220470693,8.929191857431368,253.27525144550896,0.0,-0.11895130332365676,0.0,0.0,-0.017137052201007492,-2.0067110769686316,-0.9528067045990715,0.37517411918419474,-0.08957267525597021,0.0,0.5359025032860786,1.0,-10.0
2,0.0,-0.0005040307737082626,0.0,16.10006853330203,312.82137376537963,-312.82137376537963,0.0,0.0,-156.60335552200138,10.579519088533754,292.0109904136878,0.0,-0.11895130332367675,0.0,0.4651720184574959,-0.017137052201008467,-2.2842960358341884,-0.9528067045990192,0.0,-0.08957267525597533,0.0,0.5359025032861132,1.0,-10.0
3,0.0,-0.0005040307737082674,0.0,17.332685072051607,278.7189828599819,-278.7189828599819,0.0,0.0,-136.05974654284583,8.525158190618196,258.11403559808144,0.0,-0.11895130332373693,0.0,0.2597359286659358,-0.01713705220100863,-2.07885994604269,-0.9528067045991312,0.0,-0.08957267525597616,0.0,0.5359025032861369,1.0,-10.0
4,0.0,-0.0005040307737082703,0.0,15.592608149530378,294.9756836027388,-294.9756836027388,0.0,0.0,-148.84344048682493,11.425286394820512,274.6304722695043,0.0,-0.11895130332364184,0.5497487490861924,0.0,-0.01713705220100873,-2.09399839191977,-0.9528067045990417,0.0,-0.08957267525597669,0.0,0.5359025032861873,1.0,-10.0
5,0.0,-0.000504030773708254,0.0,17.049336786233667,268.7545681420604,-268.7545681420604,0.0,0.0,-131.72687900555024,8.997405333647102,248.40935680882657,0.0,-0.11895130332365297,0.3069606429689099,0.0,-0.017137052201008175,-1.9726043388611028,-0.9528067045990876,0.0,-0.08957267525597377,0.0,0.5359025032861879,1.0,-10.0
6,0.0,-0.0005040307737082707,0.0,15.867482524073532,299.09879922088567,-299.09879922088567,0.0,0.0,-150.14909376590487,10.967162437248648,278.7535878876511,0.5039363533290475,-0.11895130332371968,0.0,0.0,-0.017137052201008734,-2.0710921940412,-0.9528067045991402,0.0,-0.08957267525597672,0.0,0.5359025032861255,1.0,-10.0
7,0.0,-0.0005040307737082443,0.0,17.202817107717856,271.0567729643221,-271.0567729643221,0.0,0.0,-132.4559105325989,8.741604797839459,250.7115616310886,0.2813805893881175,-0.11895130332372068,0.0,0.0,-0.017137052201007842,-1.9598143120707059,-0.9528067045990056,0.0,-0.08957267525597207,0.0,0.5359025032861019,1.0,-10.0
8,0.0,-0.0005040307737082619,0.0,16.875355230731273,326.31136230064885,-326.31136230064885,0.0,1.0078727066580637,-159.9758526558186,7.943544317274147,305.9661509674146,0.0,-0.11895130332373526,0.0,0.0,-0.01713705220100844,-2.3230603707057256,-0.9528067045991138,0.0,-0.08957267525597516,0.0,0.5359025032861653,1.0,-10.0
9,0.0,-0.000504030773708246,0.0,17.765578286494215,286.2513247912841,-286.2513247912841,0.0,0.5627611787762712,-137.9428320256686,7.053321261510499,265.9061134580506,0.0,-0.11895130332366273,0.0,0.0,-0.0171370522010079,-2.1005046067647557,-0.952806704598999,0.0,-0.08957267525597234,0.0,0.5359025032861712,1.0,-10.0
11,0.0,-0.0005040307737082689,0.0,0.0,374.6371513739095,-374.6371513739095,18.891100644047764,0.0,-198.4944206565351,5.927798903958136,373.1830406847228,0.0,-0.11895130332374168,0.0,0.0,-0.01713705220100868,-1.8191240173765832,-0.9528067045991226,0.0,-0.08957267525597641,0.0,0.5359025032860971,1.0,-10.0
12,0.0,-0.0005040307737082478,0.0,12.843864404098605,271.8862361411047,-271.8862361411047,6.047236239948253,0.0,-134.27509863603368,5.927798903957802,257.58826104781934,0.0,-0.1189513033236663,0.0,0.0,-0.017137052201007964,-1.8191240173765897,-0.9528067045990483,0.0,-0.08957267525597268,0.0,0.5359025032861359,1.0,-10.0
13,0.0,-0.0005040307737082365,0.0,12.843864404098342,280.95709050102084,-280.95709050102084,0.0,0.0,-141.83414393596593,10.463226083918828,263.6354972877618,0.0,-0.11895130332367924,0.0,0.0,-0.017137052201007575,-1.8191240173765624,-0.952806704599036,0.0,-0.08957267525597065,0.0,0.535902503286119,1.0,-8.488190940013007
14,0.0,-0.0005040307737082683,0.9392599265743637,13.118315524433916,286.8624453845281,-286.8624453845281,0.0,0.06861278008369509,-144.478063867343,10.76132409699747,269.33501383101685,0.0,-0.11895130332371051,0.0,0.0,-0.017137052201008657,-1.8534304074184584,-0.952806704599086,0.0,-0.08957267525597631,0.0,0.5359025032861906,1.0,-10.0
15,0.0,-0.0005040307737082586,0.8706471464906197,13.255541084601028,286.0390920235183,-286.0390920235183,0.0,0.0,-144.27222552708918,10.967162437248371,268.3058221297563,0.06861278008369379,-0.11895130332364169,0.0,0.0,-0.01713705220100833,-1.8534304074185015,-0.9528067045990224,0.0,-0.08957267525597462,0.0,0.5359025032861053,1.0,-10.0
16,0.0,-0.0005040307737082415,0.6305024161976678,13.873056105353845,288.09747542601923,-288.09747542601923,0.0,0.0,-145.40433639846512,11.138694387457193,269.64377134137914,0.0,-0.11895130332372646,0.20583834025106168,0.0,-0.017137052201007745,-1.9220431875021144,-0.9528067045990712,0.0,-0.08957267525597154,0.0,0.5359025032860969,1.0,-10.0
17,0.0,-0.0005040307737082407,0.8804489722168506,13.255541084600566,287.62698779115925,-287.62698779115925,0.0,0.0,-145.02206519514152,10.91815330861678,269.8643124202192,0.0,-0.11895130332371344,0.0,0.05881095435744973,-0.017137052201007724,-1.8779349717340421,-0.9528067045990555,0.0,-0.08957267525597143,0.0,0.5359025032861512,1.0,-10.0
