,M_co2_e,M_fe2_e,M_glyclt_e,M_h2o_e,M_h_e,M_mal__45__L_e,M_nh4_e,M_orot_e,M_pi_e,M_pyr_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
13,11.135339048487989,-2.2162471230470808e-05,0.0,13.9125897067926,-13.340478592998148,5.269313763090558,-7.1126964084164195,0.0,-0.6071246034240151,0.0,-0.16295739177070237,0.651837389131494,1.0,-10.0
14,2.0465892948566884,-2.2162471230470805e-05,0.0,32.99896418941833,-6.069478790093111,0.7249388862749063,-18.019196112773972,5.453249852178776,-0.6071246034240148,0.0,-0.16295739177070614,0.6518373891314895,1.0,-10.0
15,12.953088999214293,-2.2162471230470876e-05,0.0,16.639214632882044,-16.975978494450725,0.7249388862749143,-7.11269640841644,0.0,-0.6071246034240192,5.453249852178792,-0.16295739177070254,0.6518373891314959,1.0,-10.0
25,11.135339048487989,-2.2162471230470808e-05,10.365067231187474,8.73005609119886,-13.340478592998148,0.08678014749682077,-7.1126964084164195,0.0,-0.6071246034240151,0.0,-0.16295739177070237,0.651837389131494,1.0,-10.0
