M_ac_e,M_ca2_e,M_cd2_e,M_cl_e,M_co2_e,M_cobalt2_e,M_cu2_e,M_fe2_e,M_fe3_e,M_for_e,M_fum_e,M_gln__45__L_e,M_gly_e,M_h2_e,M_h2o_e,M_h2s_e,M_h_e,M_ile__45__L_e,M_k_e,M_lac__45__L_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_n2_e,M_na1_e,M_nh4_e,M_ni2_e,M_oxa_e,M_pi_e,M_pro__45__L_e,M_s_e,M_so4_e,M_ss_e,M_succ_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,-3.611432128549149e-07,0.0,0.0,0.01846034485093528,0.0,0.0,0.28634951854194096,-0.28634951854194096,0.0,0.0,0.0,0.0023143961069279043,-0.13373127713521923,-0.0014734715638285091,0.0,0.266995231234524,0.0,-8.522982741621206e-05,0.0,0.0,0.0,0.0,-1.2278873460843076e-05,0.0,0.0,-0.0024606190477487458,0.0,0.0,0.0,0.0,-0.000682695764778443,0.0,0.0,-6.417973943923608e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003839796336042611,0.0006368979950224259
0.0,-4.017612107447342e-07,0.0,0.0,0.021246184881434472,0.0,0.0,0.28662370464110276,-0.28662370464110276,0.0,0.0,0.0,0.0022199007708542636,-0.13120967001312053,-0.0023487875729126307,0.0,0.26509262881038204,0.0,-9.481567820037765e-05,0.0,0.0,0.0,0.0,-1.3659885864147597e-05,0.0,0.0,-0.002559967935623596,0.0,0.0,0.0,0.0,-0.0007594789747242975,0.0,0.0,-7.139807396227559e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004271660576939675,0.0007085303018110455
0.0,-6.165766977451021e-07,0.0,0.0,0.015711793631769323,0.0,0.0,0.27550924597810694,-0.27550924597810694,0.02370809127386829,0.0,0.0,0.0,-0.12755887006864614,-0.010418342405138028,0.0,0.26617392917881505,0.0,-0.0001455121504907934,0.0,0.0,0.0,0.0,-2.0963614934549816e-05,0.0,0.0,-0.002225319440658065,0.0,0.0,0.0,0.0,-0.0011655606009706872,0.0,0.0,-0.0001095735165358978,0.0,0.0,0.0,0.0,0.0,0.0,0.0006555651222613514,0.0010873704630001316
0.0,-4.190539991083574e-07,0.0,0.0,0.0,0.0,0.0,0.272676491942976,-0.272676491942976,0.026791574307804496,0.0,0.0,0.0,-0.14008720198587238,-0.007080786648148924,0.0,0.27701024008273484,0.0,-9.889677765154965e-05,0.0,0.0,0.0,0.0,-1.4247840870759814e-05,0.0,0.0,-0.0015124298636515297,0.0,0.0,0.0,0.0,-0.0007921688134276995,0.0,0.0,-7.447122226425146e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00044555233300942705,0.0007390271846129478
0.0,-3.892468790249776e-07,0.0,0.0,0.01777938994927523,0.0,0.0,0.28639895148348116,-0.28639895148348116,0.0,0.0,0.0,0.0019651208541939884,-0.1354033174950343,0.0,0.0,0.2671266753479509,0.0,-9.186229490328499e-05,0.0,0.0,0.0,0.0,-1.323439843931362e-05,0.0,0.0,-0.0023874118434375033,0.0,0.0,0.0,0.0,-0.0007358222065503306,0.0,0.0,-6.917411814518869e-05,0.0,0.0,0.0,0.0,0.0,-0.0005293783621353514,0.0004138603985052822,0.0006864605175879083
0.0,-3.780203820446745e-07,0.0,0.0,0.01870611286427472,0.0,0.0,0.2864673378233407,-0.2864673378233407,0.0,0.0,0.0,0.0019598546789824744,-0.13543101461339138,0.0,0.0,0.2662085739265611,0.0,-8.921284070876783e-05,0.0,0.0,0.0,0.0,-1.2852697410683028e-05,0.0,0.0,-0.002498493689494748,0.0,0.0,0.0,0.0,-0.0007145999277729915,0.0,0.0,-6.717902693105397e-05,0.0,0.0,0.0,0.0003084661506371359,0.0,0.0,0.00040192400860865715,0.0006666619081626971
0.0,-6.666711515056749e-07,0.0,0.0,0.020520754883705385,0.0,0.0,0.27669866298594914,-0.27669866298594914,0.02210184204279574,0.0,0.0,0.0,-0.12379277413123936,-0.011264792123047674,0.0,0.2630724488268665,0.0,-0.00015733444562620905,0.0,0.0,0.0,0.0,-2.266682694829252e-05,0.0,0.0,-0.002406117972665894,0.0,0.0,0.0,0.0,-0.001260257857360694,0.0,0.0,-0.00011847593772301848,0.0,0.0,0.0,0.0,0.0,0.0,0.0007088272335676434,0.0011757150754037155
0.0,-4.54013943903889e-07,0.0,0.0,0.02047042096603987,0.0,0.0,0.28674198291994596,-0.28674198291994596,0.0,0.0,0.0,0.0016238629235791888,-0.13367621269334004,0.0,0.0,0.2650648620030585,0.0,-0.00010714732744826006,0.0,0.0,0.0,0.0,-1.5436479402684392e-05,0.0,0.0,-0.0024505371038679486,0.0,0.0,0.0,0.0,-0.0008582561865230536,0.0,0.0,-8.06840488325544e-05,0.0,0.0,0.0,0.0,0.0,-0.0008847563186382794,0.0004827229243858911,0.000800681171047725
0.0,-6.97503370127423e-07,0.0,0.0,0.04459380750565477,0.0,0.0,0.289495427403099,-0.289495427403099,0.0,0.0,0.0,0.0,-0.10639393602512069,-0.011785766418518437,0.0,0.25211501945739834,0.0,-0.00016461085171236246,0.0,0.0,0.0,0.0,-2.3715122742032344e-05,0.0,0.0,-0.002517396157113208,0.0,0.0,0.0,0.0,-0.00131854228393317,0.0,0.0,-0.0001239552148824436,0.0,0.0,0.0,0.0,0.0,0.0,0.0007416090873812479,0.0012300895659750593
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-3.7436356328005417e-07,0.0,0.0,0.018525157371438093,0.0,0.0,0.2865473337173946,-0.2865473337173946,0.0,0.0,0.0,0.001940895824628465,-0.13524101016165418,0.0,0.0,0.2664845450417526,0.0,-8.834983118482541e-05,0.0,0.0,0.0,0.0,-1.2728365529917353e-05,0.0,0.0,-0.002474324255673187,0.0,0.0,0.0,0.0,-0.0007076871724052987,0.00030548217183208094,0.0,-6.652916375451928e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003980359556717183,0.0006602128861225605
0.0,-5.165656904848831e-07,0.0,0.0,0.017527507420865368,0.0,0.0,0.2824639563848281,-0.2824639563848281,0.010043046621150504,0.0,0.0,0.0,-0.1365087103025091,0.0,0.0,0.2648233572086114,0.0,-0.00012190954469591615,0.0,0.0,0.0,0.0,-1.7563239518016567e-05,0.0,0.0,-0.0024098925060510035,0.0,0.0,0.0,0.0,-0.000976502386230799,0.0010910561204104502,0.0,-9.180028929932493e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005492300492010151,0.0009109949761104022
0.0,-3.991334867721281e-07,0.0,0.0,0.01854604904928599,0.0,0.0,0.28522550046868556,-0.28522550046868556,0.0,0.0,0.0,0.0011656911219312025,-0.1375125048435794,0.0030120829859561875,0.0,0.2638352488952681,0.0,-9.419553513050739e-05,0.0,0.0,0.0,0.0,-1.357054321834626e-05,0.0,0.0,-0.002487434817205178,0.0,0.0,0.0,0.0,-0.0007545115934659778,0.000928111126118586,0.0,-7.093109401117282e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00042437217301802944,0.0007038961509532874
0.0,-5.073654285035193e-07,0.0,0.0,0.017647977065462967,0.0,0.0,0.28255274919695506,-0.28255274919695506,0.008890730472620513,0.0,0.0,0.0,-0.13701579215890744,0.0008652845104230748,0.0,0.26425289177099365,0.0,-0.00011973828212488014,0.0,0.0,0.0,0.0,-1.7250430503047886e-05,0.0,0.0,-0.0024210515432569594,0.0,0.0,0.0,0.0,-0.0009591104495531674,0.001179784495182886,0.0,-9.016528580010689e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005394480206347286,0.0008947697551979282
0.0,-4.629521610572722e-07,0.0,0.0,0.022559432404805877,0.0,0.0,0.2857417791922609,-0.2857417791922609,0.0,0.0,0.0,0.0,-0.13551246940387718,0.0035396439850910334,0.0,0.2606807360534711,0.0,-0.00010925674741871794,0.0,0.0,0.0002506388012406452,0.0,-1.5740378890436975e-05,0.0,0.0,-0.0024749909045996134,0.0,0.0,0.0,0.0,-0.0008751527604529537,0.0011069741417867073,0.0,-8.227248363497141e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004922263380607597,0.0008164442599870478
0.00018367067348361028,-4.749585008692182e-07,0.0,0.0,0.022666951721168144,0.0,0.0,0.2854381236717119,-0.2854381236717119,0.0,0.0,0.0,0.0,-0.13566571699186933,0.004072251787254002,0.0,0.2601679495608665,0.0,-0.0001120902445845186,0.0,0.0,0.0,0.0,-1.614859458446413e-05,0.0,0.0,-0.0024473427222372916,0.0,0.0,0.0,0.0,-0.0008978492338971307,0.0014662899525417139,0.0,-8.440616283292213e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005049918831349,0.0008376181696206711
0.0,-4.728772293715018e-07,0.0,0.0,0.022730172381040727,0.0,0.0,0.28551480225239123,-0.28551480225239123,0.0,0.0,0.0,0.0,-0.13565369038799702,0.004013770300715474,0.0,0.2601724963952737,0.0,-0.00011159906434287883,0.0,0.0,0.0,0.0,-1.607783132920012e-05,0.0,0.0,-0.0024569368744380158,0.0,0.0,0.0,0.0,-0.0008939148522272865,0.0013582725333603802,0.0,-8.403629443260028e-05,0.0,0.0,0.0,0.0001422289767874315,0.0,0.0,0.0005027790051444582,0.0008339477208989186
0.0,-4.771025084847421e-07,0.0,0.0,0.022474072837627736,0.0,0.0,0.2855212198068211,-0.2855212198068211,0.0,0.0,0.0,0.0,-0.13556472572521053,0.0039061345368720914,0.0,0.26046907334337777,0.0,-0.00011259623055503043,0.0,0.0,0.0,0.00025829969239678555,-1.622149086846734e-05,0.0,0.0,-0.0024214903028067997,0.0,0.0,0.0,0.0,-0.0009019022102972685,0.0013991090120207327,0.0,-8.478718023882129e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005072714642798582,0.0008413992572973446
0.0,-4.728001767945149e-07,0.0,0.0,0.022735356495068786,0.0,0.0,0.2855275317036082,-0.2855275317036082,0.0,0.0,0.0,0.0,-0.1356167733087554,0.004030892005511786,0.0,0.26018935522691283,0.0,-0.00011158087992848362,0.0,7.99907632920375e-05,0.0,0.0,-1.607521154068139e-05,0.0,0.0,-0.0024476486683656755,0.0,0.0,0.0,0.0,-0.0008937691940338003,0.0014024905237404522,0.0,-8.402260121024938e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005026970802481108,0.0008338118339985217
0.0,-4.7283411994004716e-07,0.0,0.0,0.02250930634264384,0.0,0.0,0.28534291097474934,-0.28534291097474934,0.0,0.0,0.0,0.0,-0.1359731609982194,0.0043634745688825045,0.0,0.2600029154263745,0.0,-0.00011158889051357204,0.0,0.0,0.0,0.0,-1.6076365608026472e-05,0.0,0.0,-0.002478592276223697,0.0,0.0,0.0,0.0,-0.000893833359275935,0.0015441234907592495,0.0,-8.402863333866399e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005027331697442468,0.0008338716947976859
0.0,-4.740346311108526e-07,0.0,0.0,0.022928383239531076,0.0,0.0,0.28559578662634344,-0.28559578662634344,0.0,0.0,0.0,0.0,-0.13549857435554574,0.003881017205581804,0.0,0.2601914536149111,0.00021386563897667549,-0.00011187221124689033,0.0,0.0,0.0,0.0,-1.6117183001874517e-05,0.0,0.0,-0.002427306134673174,0.0,0.0,0.0,0.0,-0.0008961027744627775,0.0012190199124642535,0.0,-8.424197943349185e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005040095936755165,0.0008359888691774663
0.0,-4.847119437566809e-07,0.0,0.0,0.022132732803124774,0.0,0.0,0.2854681559027148,-0.2854681559027148,0.0,0.0,0.0,0.0,-0.13559837095086372,0.003968434519356387,0.0,0.2608037042170058,0.0,-0.0001143920578940942,0.0,0.0,0.0,0.0,-1.6480211756709947e-05,0.0,0.0,-0.002372638170356297,0.0,0.0,0.0,0.0,-0.0009162868894151212,0.001246477519720436,0.0,-8.613947361067253e-05,0.0,0.0,0.0,0.0,0.0,-0.00043736563857465257,0.0005153620722814772,0.0008548189586663351
0.0,-4.2572646405468685e-07,0.0,0.0,0.021517972670650313,0.0,0.0,0.2869623969437988,-0.2869623969437988,0.0,0.0,0.0,0.0016056507696767715,-0.133519343042396,0.0,0.0,0.2641469818774348,0.0,-0.00010047147991805702,0.0,0.0,0.0,0.0,-1.4474704756973302e-05,0.0,0.0,-0.002588226583614891,0.0,0.0,0.0,0.0,-0.0008047822681385923,0.0004977787807728477,0.0,-7.565700409935105e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00045264672258711006,0.0007507944818925507
0.0,-5.600022174466252e-07,0.0,0.0,0.029888882835536926,0.0,0.0,0.2884120955730869,-0.2884120955730869,0.0,0.0,0.0,0.0,-0.12819807625064192,0.0,0.0,0.2584006114209348,0.0,-0.0001321605685688089,0.0,0.0,0.0,0.0,-1.904008194273077e-05,0.0,0.0,-0.002612533453257016,0.0,0.0,0.0,0.0,-0.001058613670446956,0.0011827998994959276,0.0,-9.951951226495187e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005954132283779468,0.0009875979301406778
0.0,-5.512697769025625e-07,0.0,0.0,0.021626017046506064,0.0,0.0,0.28391471788721984,-0.28391471788721984,0.007796791041184601,0.0,0.0,0.0,-0.1339958000670103,0.0,0.0,0.26216801131779266,0.0,-0.0001300997118947786,0.0,0.0,0.0,0.0,-1.874317886210176e-05,0.0,0.0,-0.0025717946984107174,0.0,0.0,0.0,0.0,-0.0010421060912833232,0.00116435581217612,0.0,-9.7967646581651e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005861286033283068,0.0009721977407526512
0.0,-4.500549044566609e-07,0.0,0.0,0.02170704293166714,0.0,0.0,0.2858444759647794,-0.2858444759647794,0.0,0.0,0.0,0.0009169646714304886,-0.13538280017133295,0.0026014738301054097,0.0,0.26172525784045697,0.0,-0.00010621299381880104,0.0,0.0,0.0,0.0,-1.5301872015175412e-05,0.0,0.0,-0.0026060589339059587,0.0,0.0,0.0,0.0,-0.0008507721210138417,0.0010465194678815222,0.0,-7.99804771991735e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004785135402350607,0.000793699164474152
0.0,-5.480508398174392e-07,0.0,0.0,0.02866683486262637,0.0,0.0,0.28778704082777956,-0.28778704082777956,0.0,0.0,0.0,0.0,-0.12968760948399677,0.0009346712960264269,0.0,0.2584160516042906,0.0,-0.00012934004248258083,0.0,0.0,0.0,0.0,-1.8633734963560263e-05,0.0,0.0,-0.0026151946052707454,0.0,0.0,0.0,0.0,-0.0010360210960878445,0.0012743908967066903,0.0,-9.73956005455055e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005827061209486162,0.0009665209496552592
