,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,-0.0004379076172054836,0.0,15.826208007651541,283.57638323701644,-283.57638323701644,0.0,0.0,-141.79912257353783,10.549104331893849,263.27645973977434,0.0,-0.10334623304594391,0.0,0.0,-0.014888864106565924,-2.16388968094806,-0.8278092041854371,1.16682846205374,-0.07782174984967927,0.0,0.46559813509390735,1.0,-10.0
1,0.0,-0.000437907617205485,0.0,17.115267715463578,257.45143982536183,-257.45143982536183,0.0,0.0,-125.51400159818061,8.486608799394826,237.15151632811975,0.0,-0.10334623304588259,0.0,0.0,-0.014888864106565973,-2.0349837101668298,-0.8278092041854319,0.9090165204913428,-0.07782174984967953,0.0,0.465598135093925,1.0,-10.0
2,0.0,-0.00043790761720549604,0.0,16.813524398620714,299.43328284955135,-299.43328284955135,0.0,0.0,-148.87489004215044,9.292519834297767,278.32555503242514,0.0,-0.10334623304595533,0.0,0.8078043198833779,-0.014888864106566353,-2.3882797698046687,-0.8278092041853996,0.0,-0.0778217498496815,0.0,0.4655981350938953,1.0,-10.0
3,0.0,-0.0004379076172054956,0.0,17.884435540495215,269.8047412576879,-269.8047412576879,0.0,0.0,-131.02637101090744,7.507667931173453,248.8754986308742,0.0,-0.10334623304592824,0.0,0.6293191295709744,-0.014888864106566334,-2.2097945794921494,-0.8278092041854092,0.0,-0.07782174984968143,0.0,0.46559813509384934,1.0,-10.0
4,0.0,-0.0004379076172054889,0.0,15.93228332238399,268.4429716685643,-268.4429716685643,0.0,0.0,-135.39924525136556,10.761254961358325,248.14304817132196,0.0,-0.10334623304594173,0.9546778325894192,0.0,-0.014888864106566107,-2.057814366215885,-0.8278092041854204,0.0,-0.07782174984968024,0.0,0.4655981350938843,1.0,-10.0
5,0.0,-0.00043790761720551057,0.0,17.197905580963816,245.66177101415408,-245.66177101415408,0.0,0.0,-120.528183713068,8.651884530393765,225.3618475169108,0.0,-0.10334623304595421,0.7437407894929814,0.0,-0.014888864106566846,-1.952345844667777,-0.827809204185462,0.0,-0.07782174984968408,0.0,0.4655981350938805,1.0,-10.0
6,0.0,-0.00043790761720549957,0.0,16.4096222386791,275.6030554129922,-275.6030554129922,0.0,0.0,-137.66660510376892,9.965690100867388,255.30313191574936,0.8751213465403036,-0.10334623304590423,0.0,0.0,-0.014888864106566469,-2.018036123191358,-0.8278092041854456,0.0,-0.07782174984968211,0.0,0.4655981350939205,1.0,-10.0
7,0.0,-0.00043790761720549924,0.0,17.569775975709874,251.23982693534538,-251.23982693534538,0.0,0.0,-122.29456808811086,8.032100539149335,230.93990343810253,0.6817623903685643,-0.10334623304594774,0.0,0.0,-0.01488886410656646,-1.9213566451055157,-0.8278092041854672,0.0,-0.07782174984968208,0.0,0.46559813509390774,1.0,-10.0
8,0.0,-0.0004379076172055228,0.0,18.159864931760826,322.8596081261905,-322.8596081261905,0.0,1.7502426930807924,-154.7314713613148,4.714962021625224,302.5596846289467,0.0,-0.10334623304596166,0.0,0.0,-0.014888864106567262,-2.4555967964617635,-0.8278092041854451,0.0,-0.07782174984968628,0.0,0.4655981350938942,1.0,-10.0
9,0.0,-0.00043790761720549073,0.0,18.93330075644669,288.0549960152437,-288.0549960152437,0.0,1.3635247807371313,-135.58893470029568,3.9415261969377107,267.7550725180013,0.0,-0.10334623304589592,0.0,0.0,-0.01488886410656617,-2.2622378402897687,-0.827809204185416,0.0,-0.07782174984968057,0.0,0.46559813509387477,1.0,-10.0
