M_2ddglcn_e,M_ala__45__D_e,M_alaala_e,M_arab__45__L_e,M_arg__45__L_e,M_asp__45__L_e,M_buts_e,M_bz_e,M_ca2_e,M_cd2_e,M_cellb_e,M_cgly_e,M_cit_e,M_co2_e,M_cobalt2_e,M_cro4_e,M_cu2_e,M_eths_e,M_etoh_e,M_fe2_e,M_fe3_e,M_fru_e,M_fum_e,M_glc__45__D_e,M_gln__45__L_e,M_glu__45__L_e,M_glyc3p_e,M_glyclt_e,M_gthrd_e,M_h2_e,M_h2o_e,M_h_e,M_hexs_e,M_hom__45__L_e,M_ile__45__L_e,M_istnt_e,M_k_e,M_lac__45__L_e,M_leu__45__L_e,M_mal__45__L_e,M_met__45__D_e,M_met__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_mops_e,M_na1_e,M_nh4_e,M_ni2_e,M_no2_e,M_no3_e,M_o2_e,M_orot_e,M_pi_e,M_ppa_e,M_ppn_e,M_pro__45__L_e,M_ptrc_e,M_pyr_e,M_rib__45__D_e,M_so4_e,M_spmd_e,M_succ_e,M_sula_e,M_tsul_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08194712977405211,0.0,0.0,0.0,0.0,0.0,0.3437391563473863,-0.3437393153708951,0.0,0.0,0.0,0.0,0.028133151886473126,0.0,0.0,0.0,0.0,0.09196936735288296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07916924475986249,0.0,0.0,0.0,0.0,0.0,-0.004356332095012972,0.0,0.0,0.0,0.0,0.0,0.0,-0.0011692764745271477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004677162024052879,0.02109986391485488
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08773101949808018,0.0,0.0,0.0,0.0,0.01018137913363873,0.32114800695790235,-0.32114818379127613,0.0,0.0,0.0,0.0,0.027890135983311578,0.0,0.0,0.0,0.0,0.11245087146122826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08464202477818027,0.0,0.0,0.0,0.0,0.0,-0.004844220250617996,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013002297926184066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005200981582252614,0.023462946770893403
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08522437005495588,0.0,0.0,0.0,0.0,0.0,0.38002744745548356,-0.38002758860906427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04417688229547124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04530102064811396,0.0,0.0,0.0,0.0,0.0,-0.003866798555206842,0.0,0.0,0.0,0.0,0.037457623303982175,0.0,-0.001037881521364009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004151575904366889,0.01872881165199112
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09033814350853736,0.0,0.0,0.0,0.0,0.009046049194038197,0.35967694040680454,-0.35967709752141325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06274128421757938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.050423461414651205,0.0,0.0,0.0,0.0,0.0,-0.004304039179629803,0.0,0.0,0.0,0.0,0.037170142495707756,0.0,-0.0011552406126120345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00462101790266297,0.020846583546363463
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06714909109896627,0.0,0.0,0.0,0.0,0.0,0.29942723745380107,-0.2994273486700488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034807385397088164,0.21209049646637432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.035693104688421996,0.0,0.0,0.0,0.0,0.0,-0.003046687329897564,0.0,0.0,0.0,0.0,0.02951321738099016,0.0,-0.0008177567142246405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032710661096918784,0.014756608690495106
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07333988300734097,0.0,0.0,0.0,0.0,0.0073439210039413175,0.2919991899919937,-0.29199931754350816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05093572067719926,0.1881626059715294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04093565151276557,0.0,0.0,0.0,0.0,0.0,-0.0034941799513870963,0.0,0.0,0.0,0.0,0.030176111619382297,0.0,-0.0009378675284188081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037515151318568145,0.016924036060676505
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08124064160215415,0.0,0.0,0.0,0.0,0.0,0.2640997433389447,-0.26409998340987784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13884218756511923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07704698839701053,0.0,0.0,0.0,0.0,0.0,-0.006576566689982564,0.0,0.0,0.0,0.0,0.0,0.0,-0.0017652062666569013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12741421834616698,0.0070609097975451755,0.0318535545865418
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08994323075228321,0.0,0.0,0.0,0.0,0.015303018254524021,0.23117833267416552,-0.23117859846176775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16901813753529274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08530034868627939,0.0,0.0,0.0,0.0,0.0,-0.007281055930744849,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019542971527084564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1257599548563041,0.007817282418222844,0.03526574327770708
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058774514956558964,0.0,0.0,0.0,0.0,0.0,0.3754248055793246,-0.37542497926151586,0.0,0.0,0.0,0.0,0.0,0.0,0.09217934194240156,0.0,0.0,0.008267701171929135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05574056632976969,0.0,0.0,0.0,0.0,0.0,-0.004757895920813831,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012770596104977915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005108299741588065,0.023044835485600428
