,M_co2_e,M_etoh_e,M_fe2_e,M_fe3_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_pi_e,M_pyr_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_ac_e
1,4.158996245525796,0.0,14.43659052028657,-14.43660182534826,0.3333333333333272,0.0,6.538148851860651,0.0,0.0,-3.9615149945519024,0.0,-0.309693852476411,0.0,-0.08312445610399648,0.33250181443777127,1.0,-10.0
2,3.942029058218605,0.6509015619216098,10.531181148756941,-10.531192453818631,0.11636614602612494,0.0,7.1890504137822795,0.0,0.0,-3.744547807244711,0.0,-0.30969385247641196,0.0,-0.08312445610399939,0.3325018144377712,1.0,-10.0
3,3.8256629121924743,0.0,14.436590520286597,-14.436601825348284,0.0,0.999999999999991,5.538148851860671,0.0,0.0,-3.6281816612185818,0.0,-0.3096938524764123,0.0,-0.08312445610399642,0.3325018144377716,1.0,-10.0
4,3.825662912192482,0.0,14.436590520286629,-14.436601825348323,0.0,0.9999999999999893,5.538148851860685,8.558865683310882,0.0,-3.6281816612185884,0.0,-0.30969385247641,0.0,-0.08312445610399925,0.3325018144377699,1.0,-10.0
5,3.825662912192475,0.0,3.0247696092054457,-3.0247809142671365,0.0,0.9999999999999909,11.244059307401251,0.0,0.0,-3.6281816612185827,-2.8529552277702868,-0.3096938524764115,0.0,-0.08312445610399964,0.33250181443777216,1.0,-10.0
6,3.825662912192466,0.0,0.0,-1.1305061690884247e-05,0.0,0.9999999999999885,12.756444112003944,-2.268577206904078,0.0,-3.628181661218574,-3.6091476300716407,-0.3096938524764111,0.0,-0.08312445610399795,0.3325018144377702,1.0,-10.0
7,4.325662912192473,0.0,15.436590520286597,-15.43660182534829,0.0,0.0,6.038148851860671,0.0,0.0,-3.6281816612185844,0.0,-0.3096938524764105,0.49999999999999295,-0.08312445610399977,0.332501814437769,1.0,-10.0
8,4.000212131231662,0.6509015619216088,10.880279586835314,-10.880290891897006,0.0,0.0,7.014501194743083,0.0,0.0,-3.6281816612185804,0.0,-0.30969385247641107,0.17454921903918783,-0.08312445610399863,0.3325018144377703,1.0,-10.0
9,4.325662912192475,0.0,15.4365905202866,-15.436601825348292,0.0,0.0,6.038148851860674,9.058865683310865,0.0,-3.6281816612185835,0.0,-0.30969385247641146,0.49999999999999434,-0.08312445610399882,0.33250181443776894,1.0,-10.0
10,4.000212131231672,0.6509015619216078,10.880279586835336,-10.880290891897022,0.0,0.0,7.014501194743096,4.177103968898788,0.0,-3.6281816612185893,0.0,-0.3096938524764122,0.17454921903918755,-0.0831244561039986,0.3325018144377728,1.0,-10.0
11,3.825662912192468,0.0,12.436590520286591,-12.436601825348287,0.0,0.0,6.538148851860652,0.0,0.0,-3.6281816612185747,0.0,-0.30969385247641124,0.0,-0.08312445610399609,0.33250181443777105,1.0,-9.000000000000012
12,3.8256629121924783,0.6509015619216094,9.83298427260018,-9.83299557766187,0.0,0.0,7.189050413782284,0.0,0.0,-3.628181661218587,0.0,-0.309693852476413,0.0,-0.08312445610399902,0.33250181443777177,1.0,-9.650901561921621
13,3.8256629121924797,0.0,12.436590520286636,-12.436601825348328,0.0,0.0,7.038148851860673,0.0,0.4999999999999937,-4.128181661218584,0.0,-0.30969385247641384,0.0,-0.08312445610399839,0.332501814437772,1.0,-10.0
