,M_ac_e,M_co2_e,M_etoh_e,M_fe2_e,M_fum_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,-3.133101180066561,0.0,-3.3185902179334878e-06,0.0,0.0,0.0,24.584104561823803,0.0,3.071343099036188,-14.811138600114107,0.0,5.337373094812647,-0.09091033888041691,0.0,0.0,-0.02440110584449084,0.0,0.09760559464510059,1.0,-10.0
10,0.0,-0.37998036938928403,0.0,-3.3185902179334738e-06,0.0,0.0,0.0,10.54850957970499,0.0,0.0,-4.960664726287696,0.0,1.9478077074175408,-0.09091033888042035,0.0,0.0,-0.024401105844490695,1.7984539456005337,0.0976055946450999,1.0,-5.17843431498982
11,0.0,-0.37998036938928403,0.0,-3.3185902179334738e-06,0.0,0.0,0.004880279732252941,10.546069439838865,0.0,0.0,-4.960664726287696,0.0,1.9478077074175408,-0.09091033888042035,0.0,0.0,-0.024401105844490695,1.7984539456005337,0.0976055946450999,1.0,-5.180874454855948
12,0.0,-2.1784343149898198,0.0,-3.3185902179334734e-06,0.0,0.0,0.0,17.74232536210713,0.0,1.7984539456005353,-10.356026563089303,0.0,3.746261653018075,-0.09091033888041758,0.0,0.0,-0.02440110584448941,0.0,0.09760559464510017,1.0,-6.976888260590355
13,0.0,-2.1784343149898198,0.0,-3.3185902179334734e-06,0.0,0.0,0.004880279732251404,17.739885222241004,0.0,1.7984539456005353,-10.356026563089303,0.0,3.746261653018075,-0.09091033888041758,0.0,0.0,-0.02440110584448941,0.0,0.09760559464510017,1.0,-6.979328400456483
30,0.0,-0.37998036938928315,0.0,-3.318590217933473e-06,0.0,0.0,0.0,16.575466685967715,0.0,0.0,-7.371447568792786,0.0,3.153199128670086,-0.09091033888042023,0.0,1.2053914212525443,-0.024401105844488333,4.209236788105625,0.0976055946451004,1.0,-10.0
31,0.0,-0.37998036938928265,0.0,-3.318590217933474e-06,0.0,0.0,0.004880279732254212,16.569976371268933,0.0,0.0,-7.370227498859723,0.0,3.1525890937035563,-0.09091033888041969,0.0,1.204781386286013,-0.024401105844490373,4.208016718172563,0.09760559464510128,1.0,-10.0
32,0.0,-3.186138228126375,0.0,-3.3185902179334827e-06,0.0,0.0,0.0,24.292400797494764,0.0,2.806157858737089,-14.386842215635538,0.0,5.257817522722913,-0.09091033888041923,0.0,0.5038519565682706,-0.024401105844487334,0.0,0.09760559464510146,1.0,-10.0
33,0.0,-3.1853248481709975,0.0,-3.318590217933482e-06,0.0,0.0,0.00488027973225512,24.28467368791869,0.0,2.8053444787817123,-14.383588695814026,0.0,5.256597452789849,-0.09091033888041881,0.0,0.5034452665905857,-0.024401105844490602,0.0,0.09760559464509963,1.0,-10.0
34,0.0,-0.37998036938928503,0.0,-3.3185902179334793e-06,0.0,0.0,0.004880279732254604,18.57794534841232,0.0,0.0,-8.708873483621975,0.0,3.554182889132233,-0.09091033888042024,0.5354583939048946,0.0,-0.024401105844489693,3.9402875212201223,0.09760559464509946,1.0,-10.0
