,M_co2_e,M_fe2_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
3,-0.28920878395742095,-9.95577065380042e-06,0.0,28.24259944227325,0.0,0.7107912160425739,-13.891320746484809,-1.5615235402530048,4.992690798042192,-0.272731016641264,-0.07320331753347092,0.2928167839353029,1.0,-10.0
4,-0.28502568704405795,-9.955770653800429e-06,0.014640839196760834,28.218546635021447,0.0,0.7076538933575565,-13.879817229973078,-1.5625693144813486,4.988507701128835,-0.2727310166412623,-0.073203317533472,0.29281678393530386,1.0,-10.0
5,-1.0,-9.955770653800448e-06,0.0,31.085764306443647,2.4877692561490266,0.0,-14.602111962527426,-2.627710364316878,5.703482014084787,-0.27273101664126087,-0.07320331753347215,0.29281678393530175,1.0,-10.0
6,-0.9926795804016179,-9.95577065380044e-06,0.014640839196764338,31.049162208451715,2.476788626751456,0.0,-14.58747112333065,-2.6240501545176858,5.696161594486401,-0.272731016641263,-0.07320331753347388,0.2928167839353045,1.0,-10.0
7,-1.0,-9.955770653800448e-06,0.0,31.085764306443643,0.0,0.0,-14.602111962527422,-2.6277103643168793,5.703482014084788,-0.27273101664126453,-0.07320331753347135,0.292816783935305,1.0,-10.0
8,-0.992679580401619,-9.955770653800439e-06,0.014640839196762232,31.049162208451712,0.0,0.0,-14.58747112333065,-2.6240501545176875,5.696161594486401,-0.27273101664126137,-0.07320331753346958,0.2928167839353069,1.0,-10.0
