,M_ca2_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
318,-0.0005670346204217875,23.63212750787771,343.9929593385743,-343.9929593385743,0.0,0.0,-159.74735811052474,-0.1159556955410236,319.91477694702377,0.0,-0.13382021623913948,0.0,0.0,3.1550901791690857,-0.019279183726134252,-2.046514519548702,-1.0719075426740015,0.0,-0.1007692596629708,0.0,0.6028903161969525,1.0,-10.0
319,-0.0005670346204218138,23.535497761594616,343.548462505683,-343.548462505683,0.0,0.0,-159.67005431350483,0.0,319.51859498727345,0.0,-0.13382021623915497,0.0,0.0,3.048797458256561,-0.019279183726135147,-2.04651451954882,-1.0719075426740179,0.0,-0.10076925966297548,0.0,0.6028903161969598,1.0,-9.913033228344228
320,-0.0005670346204217941,24.11527623929891,346.5633105897377,-346.5633105897377,0.0,0.0,-160.9600614263932,0.0,321.98265351750916,0.0,-0.13382021623910054,0.08696677165576873,0.0,2.9038528388302316,-0.01927918372613448,-2.089997905376587,-1.0719075426740123,0.0,-0.10076925966297198,0.0,0.6028903161968666,1.0,-10.0
321,-0.0005670346204217539,23.47751991382162,348.7084909572218,-348.7084909572218,0.0,0.0,-162.33703531093127,0.0,324.70761236270016,0.0,-0.13382021623912335,0.0,0.0,3.1937420776825496,-0.019279183726133107,-2.0465145195486003,-1.0719075426738396,0.0,-0.10076925966296482,0.0,0.602890316196849,1.0,-10.0
322,-0.0005670346204217996,23.796398076561317,344.85296408051084,-344.85296408051084,0.0,0.0,-160.25708002217723,0.0,320.5621962471346,0.043483385827884774,-0.13382021623919058,0.0,0.0,3.048797458256458,-0.01927918372613466,-2.0682562124627073,-1.0719075426739828,0.0,-0.10076925966297294,0.0,0.6028903161968666,1.0,-10.0
323,-0.0005670346204218038,23.674644596243386,344.464512500451,-344.464512500451,0.0,0.0,-160.09329260222677,0.0,320.27810479306146,0.0,-0.13382021623916304,0.0,0.0,3.1009775212499813,-0.019279183726134803,-2.063907873879938,-1.0719075426739775,0.034786708662308076,-0.10076925966297369,0.0,0.6028903161968945,1.0,-10.0
324,-0.0005670346204217957,23.87176927866277,345.4153492038824,-345.4153492038824,0.0,0.0,-160.5165308909491,0.0,321.04341238362775,0.0,-0.1338202162391048,0.0,0.0,3.008212964817127,-0.01927918372613453,-2.0813012282109726,-1.0719075426739169,0.0,-0.10076925966297225,0.06957341732461517,0.6028903161968869,1.0,-10.0
325,-0.0005670346204217553,27.016648918439277,357.399936021618,-357.399936021618,0.0,1.0641395878472735,-166.05722202275868,0.0,329.0218791845476,0.0,-0.13382021623910417,0.0,0.385868538098024,1.1980872254572184,-0.019279183726133155,-2.9644528515703725,-1.0719075426739089,0.0,-0.10076925966296504,0.0,0.6028903161969259,1.0,-10.0
326,-0.0005670346204217983,25.60179761208162,345.43801134060305,-345.43801134060305,0.0,1.3856967029291525,-159.59392400962773,-0.900359922228895,318.9892971940213,0.0,-0.1338202162391645,0.0,0.0,1.9698243016535881,-0.01927918372613462,-2.739362871013378,-1.0719075426739286,0.0,-0.10076925966297272,0.0,0.6028903161969343,1.0,-10.0
327,-0.0005670346204218132,24.70143768985323,337.3347720405514,-337.3347720405514,0.0,1.1606067223720078,-156.55520927210907,0.0,311.56132783564055,0.0,-0.13382021623917445,0.0,0.0,1.2945543599819465,-0.01927918372613513,-2.6268178807348432,-1.0719075426739746,0.0,-0.1007692596629754,0.0,0.6028903161969276,1.0,-9.324730058328292
328,-0.0005670346204217526,26.727247514865606,347.4638211655903,-347.4638211655903,0.0,1.1606067223719014,-161.1132813783761,0.0,319.6645671356672,0.33763497083582866,-0.1338202162391597,0.0,0.0,1.2945543599818048,-0.019279183726133065,-2.7956353661524136,-1.071907542673876,0.0,-0.1007692596629646,0.0,0.602890316196913,1.0,-10.0
329,-0.0005670346204218134,25.781869596528097,344.44761542616044,-344.44761542616044,0.0,1.1606067223719536,-159.8415229882449,0.0,317.45868532624047,0.0,-0.13382021623920487,0.0,0.0,1.6997163249849092,-0.019279183726135133,-2.761871869069134,-1.0719075426739795,0.27010797666865455,-0.1007692596629754,0.0,0.6028903161969571,1.0,-10.0
330,-0.0005670346204218066,27.402517456539893,354.6216825473439,-354.6216825473439,0.0,1.2956607107063134,-164.5909215780009,0.0,326.012104587412,0.0,-0.13382021623914186,0.0,0.0,0.8893923949788942,-0.0192791837261349,-2.96445285157066,-1.071907542673972,0.0,-0.1007692596629742,0.5402159533372983,0.6028903161969011,1.0,-10.0
331,-0.0005670346204217752,24.701437689851545,386.64994201413697,-386.64994201413697,0.0,1.8358766640436142,-182.2256991714103,0.0,360.20122786755627,0.0,-0.13382021623920295,0.0,0.0,1.9698243016535666,-0.019279183726133832,-2.9644528515704716,-1.0719075426739113,0.0,-0.1007692596629686,0.0,0.6028903161968644,1.0,-10.0
332,-0.0005670346204217679,24.81739338539233,380.73620154154014,-380.73620154154014,0.0,1.777898816273042,-179.00792862014464,-0.11595569554101959,354.2874873949596,0.0,-0.13382021623914758,0.0,0.0,1.9698243016534829,-0.019279183726133586,-2.935463927685141,-1.0719075426738338,0.0,-0.1007692596629673,0.0,0.6028903161968381,1.0,-10.0
333,-0.0005670346204217817,24.70143768985187,379.69260028168014,-379.69260028168014,0.0,1.748909892387873,-178.61657814769808,0.0,353.33085290675484,0.0,-0.13382021623917517,0.0,0.0,1.8828575299977859,-0.019279183726134054,-2.920969465742603,-1.0719075426738973,0.0,-0.10076925966296976,0.0,0.6028903161968316,1.0,-9.913033228344233
334,-0.000567034620421819,25.049304776476532,381.9189496360929,-381.9189496360929,0.0,1.76630324671907,-179.65148273041348,0.0,355.19194182021164,0.0,-0.13382021623917803,0.0,0.0,1.8306774670044308,-0.019279183726135324,-2.9644528515706603,-1.0719075426740143,0.0,-0.10076925966297638,0.06957341732461803,0.6028903161969414,1.0,-10.0
335,-0.0005670346204217653,24.840584524500358,380.6086502764433,-380.6086502764433,0.0,1.7489098923877624,-179.0398164364176,0.0,354.0903627125383,0.0,-0.13382021623906967,0.0,0.0,1.9350375929912111,-0.019279183726133502,-2.9383628200737273,-1.0719075426739566,0.034786708662305724,-0.10076925966296686,0.0,0.6028903161968429,1.0,-10.0
336,-0.0005670346204217521,24.999609478384603,382.2767557822888,-382.2767557822888,0.0,1.7364860678655125,-179.8403248631305,0.0,355.5795651452639,0.0,-0.13382021623918794,0.0,0.049695298089007016,1.8704337054754145,-0.019279183726133048,-2.9644528515703175,-1.0719075426739026,0.0,-0.10076925966296452,0.0,0.602890316196818,1.0,-10.0
337,-0.0005670346204217822,25.310205091442217,383.60610500619003,-383.60610500619003,0.0,1.7923932782157774,-180.37765527372747,0.0,356.63559022967434,0.0,-0.13382021623920462,0.08696677165576688,0.0,1.708923986686293,-0.01927918372613407,-2.986194544484467,-1.0719075426739422,0.0,-0.10076925966296985,0.0,0.602890316196937,1.0,-10.0
338,-0.0005670346204217794,24.96233800481914,380.99710185651526,-380.99710185651526,0.0,1.748909892387822,-179.20360385637383,0.0,354.37445416662274,0.043483385827883234,-0.13382021623912058,0.0,0.0,1.8828575299977988,-0.019279183726133978,-2.9427111586565027,-1.0719075426739355,0.0,-0.10076925966296937,0.0,0.6028903161969392,1.0,-10.0
