M_ac_e,M_ca2_e,M_cd2_e,M_cit_e,M_cl_e,M_co2_e,M_cobalt2_e,M_cu2_e,M_fe2_e,M_fe3_e,M_for_e,M_fum_e,M_gln__45__L_e,M_gly_e,M_h2_e,M_h2o_e,M_h2s_e,M_h_e,M_ile__45__L_e,M_k_e,M_lac__45__L_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_n2_e,M_na1_e,M_nh4_e,M_ni2_e,M_oxa_e,M_pi_e,M_pro__45__L_e,M_s_e,M_so4_e,M_ss_e,M_succ_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,-9.297234118124328e-07,0.0,0.0,0.0,0.02116447147571965,0.0,0.0,0.2590525812755196,-0.2590525812755196,0.0591299138256656,0.0,0.0,0.0,-0.12069965592985528,0.0,0.0,0.2564697941488565,0.0,-0.00021941480031474196,0.0,0.0,0.0,-3.161060687526858e-05,0.0,0.0,0.0,0.0,-0.012158544320406495,0.0,0.0,-0.0017575250290380034,0.0,0.0,-0.00016522366805395567,0.0,0.0,0.0,0.0054475168349128284,0.0,0.0,0.0009885132609828667,0.003661723824867633
0.0,-1.048525365871505e-06,0.0,0.0,0.0,0.029424651676373544,0.0,0.0,0.2588204033610499,-0.2588204033610499,0.061129913967443585,0.0,0.0,0.0,-0.11389994072151254,0.0,0.0,0.2503518415637317,0.0,-0.00024745207107256537,0.0,0.0,0.0,-3.5649874702733696e-05,0.0,0.0,0.0,0.0,-0.013712187915292693,0.0,0.0,-0.001982105162338515,0.0,0.0,-0.00018633628538963431,0.0,0.0,0.0,0.00614361164820328,0.0,0.0,0.001114827501891498,0.004129626364581991
0.0,-6.360548911321027e-07,0.0,0.005962925632888861,0.0,0.0,0.0,0.0,0.2677186880259434,-0.2677186880259434,0.03778866414366905,0.0,0.0,0.0,-0.13410104817905752,0.0,0.0,0.2774495771472113,0.0,-0.00015010900570407577,0.0,0.0,0.0,-2.1625873737516427e-05,0.0,0.0,0.0,0.0,-0.004591238429017199,0.0,0.0,-0.0012023816726605572,0.0,0.0,-0.00011303503908935353,0.0,0.0,0.0,0.0,0.0,0.0,0.0006762749938407965,0.0025051077763457302
0.0,-8.059182678579323e-07,0.0,0.0075553710291732835,0.0,0.008901924403803827,0.0,0.0,0.2679996384642875,-0.2679996384642875,0.03897849468569545,0.0,0.0,0.0,-0.12540414796086313,0.0,0.0,0.27142731236193124,0.0,-0.00019019677633731099,0.0,0.0,0.0,-2.7401230532843758e-05,0.0,0.0,0.0,0.0,-0.005817364151465703,0.0,0.0,-0.0015234869952968617,0.0,0.0,-0.0001432219202779866,0.0,0.0,0.0,0.0,0.0,0.0,0.0008568794599814065,0.0031741161777980543
0.0,-1.062896823645923e-06,0.0,0.0,0.0,0.011740430203037848,0.0,0.0,0.23388104421858982,-0.23388104421858982,0.11119439895606212,0.0,0.0,0.0,-0.07571047109582135,-0.049822545217391365,0.0,0.2682952080483057,0.0,-0.00025084373626862457,0.0,0.0,0.0,-3.613850443514631e-05,0.0,0.0,0.0,0.0,-0.007672313837753265,0.0,0.0,-0.0020092725934490897,0.0,0.0,-0.0001888902761126849,0.0,0.0,0.0,0.0,0.0,0.0,0.0011301077200823826,0.004186228477277075
0.0,-7.860425076983304e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.24242076404261112,-0.24242076404261112,0.09091381143112273,0.0,0.0,0.0,-0.09940196658790916,-0.03684519278950992,0.0,0.27655340234597825,0.0,-0.00018550609533356902,0.0,0.0,0.0,-2.6725454454958937e-05,0.0,0.0,0.0,0.0,-0.005673894845399569,0.0,0.0,-0.0014859143736893677,0.0,0.0,-0.00013968974505554246,0.0,0.0,0.0,0.0,0.0,0.0,0.0008357468820122447,0.0030958353218046675
0.0,-5.686610773100292e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.26200954612280564,-0.26200954612280564,0.049111693937469704,0.0,0.0,0.0,-0.13855115455391973,0.0,0.0,0.2733749484628095,0.0,-0.000134204060196258,0.0,0.0,0.0,-1.9334483279356812e-05,0.0,0.0,0.0,0.0,-0.007436718086173116,0.0,0.0,-0.0010749821545998916,0.0,0.0,-0.00010105830172601087,0.0,0.0,0.0,0.0033319487846037096,0.0,0.0,0.0006046196199684104,0.002239676648565583
0.0,-5.990338795719875e-07,0.0,0.0,0.0,0.020557474008026284,0.0,0.0,0.2665725031615394,-0.2665725031615394,0.01387506064552044,0.0,0.0,0.0,-0.1379310291570195,0.027683628632102168,0.0,0.24414565559045784,0.0,-0.00014137204398437754,0.0,0.0,0.0,-2.036715891149065e-05,0.0,0.0,0.0,0.0,-0.011294374809416769,0.0,0.0,-0.001132398112398944,0.00697036534652443,0.0,-0.00010645593475863009,0.0,0.0,0.0,0.0,0.0,0.0,0.0006369130068270102,0.00235930019709363
0.0,-4.557118700159458e-07,0.0,0.0,0.0,0.020916679785510376,0.0,0.0,0.26964436408377246,-0.26964436408377246,0.0,0.0,0.0,0.0,-0.14363336179607575,0.03161555406456958,0.0,0.24202787853481628,0.0,-0.00010754803814790768,0.0,0.0,0.005277689667463058,-1.549420891035254e-05,0.0,0.0,0.0,0.0,-0.013869825839690663,0.0,0.0,-0.0008614659020163739,2.497907145468499e-05,0.0,-8.098579188511638e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004845282166444407,0.001794825203400408
0.0,-5.429512907084734e-07,0.0,0.0,0.0,0.027016883333359668,0.0,0.0,0.26956230935863595,-0.26956230935863595,0.0,0.0,0.0,0.0,-0.14318309795347126,0.03347587502460539,0.0,0.23665904863577394,0.004192017815712625,-0.00012813654848079197,0.0,0.0,0.0,-1.846035023421329e-05,0.0,0.0,0.0,0.0,-0.010236975886738924,0.0,0.0,-0.001026381040688633,0.002125769859851146,0.0,-9.648934584814117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005772841084928699,0.002138418428179742
