,M_ac_e,M_ca2_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
2,0.0,-0.00018901154014058942,19.570118324808217,183.33587083812333,-183.33587083812333,0.0,0.0,-86.1505079053926,1.5474756298292174,161.41107542691947,0.0,-0.044606738746400455,0.0,0.0,4.102329419379588,-0.006426394575377868,-2.2926441804353974,-0.35730251422459725,3.2209453478383585,-0.03358975322098914,0.0,0.20096343873228403,1.0,-10.0
4,0.0,-0.00018901154014059184,0.0,614.9242827762863,-614.9242827762863,0.0,0.0,-315.19516462249436,2.5360466451220085,610.8369098970825,0.0,-0.044606738746401024,0.0,0.0,13.021040685379736,-0.006426394575377949,-0.682171506516023,-0.3573025142245689,0.0,-0.03358975322098956,0.0,0.20096343873231906,1.0,-10.0
22,0.0,-0.0001890115401405909,19.890850243771848,202.86321817636994,-202.86321817636994,0.0,0.0,-98.17135832217203,3.6344601227928144,179.4089194926334,0.0,-0.044606738746400795,0.0,0.0,3.3375777831133786,-0.0064263945753779165,-2.5664716430455603,-0.35730251422462617,3.7686002730586723,-0.03358975322098939,0.0,0.20096343873224864,1.0,-10.0
60,5.665864132189108,-0.00018901154014058357,8.436273264039038,19.774122801020788,-19.774122801020788,25.245743929784645,0.6545807936921088,1.0094619033622614,-19.5652437873051,23.43690446099788,0.0,-0.04460673874638923,0.0,0.0,1.44031392398278,-0.006426394575377668,-1.0094619033622614,-0.3573025142246346,0.0,-0.033589753220984134,0.0,0.20096343873230962,1.0,-10.0
85,6.238105218566991,-0.00018901154014058376,7.413543084629365,19.774122801020802,-19.774122801020802,27.423570902788025,0.6492734832731414,0.0,-20.148099494520924,25.042490347623378,0.0,-0.04460673874638973,0.0,0.0,0.8680728376049044,-0.006426394575377673,-1.00680824815278,-0.3573025142246417,0.0,-0.03358975322098697,0.0,0.20096343873230632,1.0,-10.0
155,0.0,-0.00018901154014059788,18.70779810111898,224.42291658342725,-224.42291658342725,0.0,3.1795986992956866,-98.41161365192883,-8.614753013430102,207.0982734629287,0.0,-0.04460673874640245,0.23459083047976845,0.0,6.4024055647329385,-0.006426394575378154,-2.3892662714039576,-0.3573025142246007,0.0,-0.033589753220990635,0.0,0.200963438732252,1.0,-10.0
156,0.0,-0.00018901154014059495,14.71975398296183,180.78902211417858,-180.78902211417858,3.988044118156803,2.4758262078561852,-77.76762056970378,-10.256888826788662,168.859968094716,0.0,-0.044606738746401746,0.0,0.0,7.106178056172279,-0.006426394575378054,-1.9200846104443037,-0.3573025142246046,0.0,-0.033589753220990115,0.0,0.20096343873226313,1.0,-10.0
157,0.0,-0.0001890115401405844,4.816449151536775,47.09440688994076,-47.09440688994076,18.843001365293,0.0,-14.634052269369674,-15.208541242500266,50.020310117615246,0.0,-0.044606738746390685,0.0,0.0,7.10617805617193,-0.006426394575377696,-0.6821715065162061,-0.35730251422464593,0.0,-0.03358975322097152,0.0,0.20096343873230357,1.0,-10.0
158,0.0,-0.00018901154014058433,6.686336933454348,93.87521645555464,-93.87521645555464,1.5474756298291994,0.0,-43.86738824703215,0.0,87.21841292453846,0.0,-0.044606738746398394,0.0,0.0,0.04464921253661833,-0.006426394575377694,-0.6821715065162053,-0.35730251422462483,0.0,-0.03358975322098822,0.0,0.20096343873229375,1.0,-2.7213744453187845
159,0.0,-0.00018901154014060184,0.0,308.68460499226757,-308.68460499226757,20.617742268331583,0.0,-166.97499583882126,0.0,307.3018326259786,0.0,-0.04460673874640337,0.0,0.0,4.06446980767216,-0.006426394575378288,-2.2030256307664104,-0.35730251422467146,3.0417082485002442,-0.03358975322099133,0.0,0.2009634387322688,1.0,-10.0
160,0.0,-0.00018901154014059002,18.33213782094487,170.54340563153542,-170.54340563153542,1.5474756298292507,0.0,-79.29003261314983,0.0,150.7850761020924,0.0,-0.04460673874640059,0.0,0.0,4.411824545345463,-0.006426394575377887,-2.1378966174525003,-0.3573025142246035,2.9114502218725433,-0.033589753220989234,0.0,0.20096343873225994,1.0,-10.0
161,0.0,-0.00018901154014058915,28.522213597498737,203.05459977577826,-203.05459977577826,1.5474756298292365,0.0,-92.99811074113278,0.0,174.56191958071767,3.6393127773406935,-0.04460673874640038,0.0,0.0,0.044649212536645985,-0.006426394575377857,-2.5018278951865205,-0.35730251422459525,0.0,-0.03358975322098908,0.0,0.20096343873231473,1.0,-10.0
162,0.0,-0.00018901154014060905,0.0,739.5932735298435,-739.5932735298435,8.450909274330522,7.6042706212509845,-384.71061129398504,0.0,732.1270846665534,0.0,-0.044606738746405084,0.0,0.0,7.106178056172831,-0.006426394575378534,-4.484306817141615,-0.35730251422457054,0.0,-0.03358975322099262,0.0,0.20096343873233735,1.0,-10.0
163,0.0,-0.0001890115401405844,0.0,85.62600010223497,-85.62600010223497,23.659450516829786,0.0,-38.71629802705354,-15.20854124250028,93.36835248144625,0.0,-0.04460673874638648,0.0,0.0,7.106178056171909,-0.006426394575377696,-0.6821715065161916,-0.35730251422462017,0.0,-0.033589753220988235,0.0,0.20096343873228076,1.0,-10.0
164,0.0,-0.00018901154014058728,8.419890013505098,67.53899392797449,-67.53899392797449,12.984331195100749,0.0,-22.380519580530297,-13.517119261332278,65.73384163956865,0.0,-0.04460673874639041,0.0,0.0,7.669985383228102,-0.006426394575377793,-0.6821715065162033,-0.35730251422465004,0.0,-0.033589753220985494,0.0,0.20096343873231323,1.0,-10.0
165,0.0,-0.0001890115401405847,5.901932706766487,54.909888487594685,-54.909888487594685,16.88913096587957,0.0,-17.890502935058795,-14.557251109362484,56.31611473794759,0.0,-0.04460673874639267,0.0,0.0,7.323274767217886,-0.0064263945753777075,-0.6821715065162042,-0.35730251422464443,0.0,-0.03358975322096834,0.0,0.200963438732307,1.0,-10.0
166,0.0,-0.00018901154014059368,13.200077005640118,153.43483652238754,-153.43483652238754,5.94191451757032,1.8245360747183188,-64.4161728403773,-10.908178959926484,143.89384632443054,0.0,-0.04460673874640144,0.0,0.0,7.323274767218205,-0.006426394575378009,-1.594439543875362,-0.357302514224625,0.0,-0.03358975322098988,0.0,0.200963438732304,1.0,-10.0
167,0.0,-0.0001890115401405842,6.686336933454341,50.203463127467245,-50.203463127467245,16.104726739191648,0.0,-14.752886028307223,-14.557251109362438,50.82528515113229,0.0,-0.044606738746398374,0.0,0.0,7.3232747672178515,-0.006426394575377688,-0.6821715065161915,-0.3573025142246409,0.0,-0.03358975322097996,0.0,0.20096343873229913,1.0,-10.0
168,0.0,-0.00018901154014059016,10.846864325576137,106.37058292111053,-106.37058292111053,9.863935651009738,1.0401318480303914,-41.27624815308292,-12.476987413302096,100.75161385659317,0.0,-0.044606738746364664,0.0,0.0,7.323274767218089,-0.006426394575377892,-1.202237430531402,-0.35730251422463405,0.0,-0.03358975322098926,0.0,0.20096343873229616,1.0,-10.0
169,0.0,-0.0001890115401406072,0.0,538.8428834226652,-538.8428834226652,3.381395526829717,0.0,-275.46376718226963,0.0,536.4462083068761,0.0,-0.04460673874640464,0.0,0.0,12.175691803673411,-0.00642639457537847,-0.6821715065161501,-0.35730251422468495,0.0,-0.03358975322099228,0.0,0.2009634387322948,1.0,-10.0
170,0.0,-0.00018901154014058796,0.0,145.7971034698165,-145.7971034698165,8.233812563283676,0.0,-76.5146686876175,0.0,145.8266368722547,0.0,-0.04460673874640011,0.0,0.0,0.04464921253664571,-0.006426394575377817,-0.6821715065161792,-0.35730251422460046,0.0,-0.03358975322098887,0.0,0.20096343873227537,1.0,-2.721374445318661
171,0.0,-0.0001890115401405896,0.0,315.6316997457178,-315.6316997457178,19.87961345077401,0.0,-170.1663174911859,0.0,314.2055080372197,0.0,-0.04460673874640048,0.0,0.0,4.4118245453454445,-0.006426394575377871,-2.137896617452407,-0.3573025142245763,2.9114502218725304,-0.03358975322098916,0.0,0.20096343873221592,1.0,-10.0
172,0.0,-0.00018901154014059474,0.0,582.5146367507194,-582.5146367507194,30.069689227328848,0.0,-313.06999921477313,0.0,578.9048573758167,0.0,-0.044606738746401704,0.0,3.639312777340693,0.044649212536647324,-0.0064263945753780475,-4.3214842838568845,-0.357302514224484,0.0,-0.03358975322099007,0.0,0.20096343873232214,1.0,-10.0
173,0.0,-0.00018901154014058734,0.0,429.66350010238835,-429.66350010238835,30.069689227327572,0.0,-234.82477450193647,0.0,429.6930335048266,3.639312777340563,-0.044606738746399956,0.0,0.0,0.04464921253664556,-0.006426394575377794,-2.501827895186499,-0.3573025142246069,0.0,-0.033589753220988755,0.0,0.20096343873218345,1.0,-10.0
