M_ac_e,M_ca2_e,M_cd2_e,M_cit_e,M_cl_e,M_co2_e,M_cobalt2_e,M_cu2_e,M_fe2_e,M_fe3_e,M_for_e,M_fum_e,M_gln__45__L_e,M_gly_e,M_h2_e,M_h2o_e,M_h2s_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_n2_e,M_na1_e,M_nh4_e,M_ni2_e,M_oxa_e,M_pi_e,M_pro__45__L_e,M_s_e,M_so4_e,M_ss_e,M_succ_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,-3.741749864498477e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.279150798591827,-0.279150798591827,0.016961059201662194,0.0,0.0,0.0,-0.13008769179231688,-0.005960021513463888,0.0,0.2849783932388299,0.0,-8.83053270376586e-05,0.0,0.0,0.0,-1.272195391548482e-05,0.0,0.0,-0.0013504546548709212,0.0,0.0,0.0,0.0,-0.000707330691655461,0.0,0.0,-6.649565125477921e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00039783545443123665,0.0010877191619210686
0.0,-5.064773943055526e-07,0.0,0.0,0.0,0.011786143974238996,0.0,0.0,0.283564991879727,-0.283564991879727,0.011172079798614655,0.0,0.0,0.0,-0.11715393986334217,-0.008067391662881304,0.0,0.2796669886384833,0.0,-0.0001195287059824017,0.0,0.0,0.0,-1.7220237329930947e-05,0.0,0.0,-0.0018279542446606185,0.0,0.0,0.0,0.0,-0.0009574317327329404,0.0,0.0,-9.000747083526762e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005385038327507371,0.0014723196012992774
0.0,-5.180528498626839e-07,0.0,0.0,0.0,0.023482930111065888,0.0,0.0,0.2900458220173932,-0.2900458220173932,0.0,0.0,0.0,0.0,-0.10840405762938575,-0.00825177054080476,0.0,0.274631314767429,0.0,-0.00012226051442924818,0.0,0.0,0.0,-1.761380295425497e-05,0.0,0.0,-0.0018697318310987078,0.0,0.0,0.0,0.0,-0.0009793136737550727,0.0,0.0,-9.206457642413991e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005508112471653486,0.0015059692178514652
0.0,-3.452486934469019e-07,0.0,0.0,0.0,0.012603599789027836,0.0,0.0,0.2877306162453078,-0.2877306162453078,0.0,0.0,0.0,0.0015231265983133928,-0.12631528219416024,-0.0024530177727185567,0.0,0.2774578448676607,0.0,-8.147871955155226e-05,0.0,0.0,0.0,-1.1738459615075159e-05,0.0,0.0,-0.0020076185461339415,0.0,0.0,0.0,0.0,-0.0006526491774502229,0.0,0.0,-6.135508130415998e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003670800449608591,0.0010036310097942436
0.0,-3.633472007822522e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.2826479036852568,-0.2826479036852568,0.00875350835966749,0.0,0.0,0.0,-0.13596916523168065,0.0,0.0,0.2844484929042078,0.0,-8.574996874515859e-05,0.0,0.0,0.001929183948634832,-1.2353809076149439e-05,0.0,0.0,-0.0013113755232178786,0.0,0.0,0.0,0.0,-0.0006868621264046837,0.0,0.0,-6.457141610895811e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00038632298783793784,0.0010562430067040586
0.0,-4.5180417570097727e-07,0.0,0.0,0.0,0.008115009071973545,0.0,0.0,0.2865385401868733,-0.2865385401868733,0.002769543280202885,0.0,0.0,0.0,-0.1284958501527257,0.0,0.0,0.2806624742692514,0.0,-0.00010662582197381088,0.0,0.0,0.0023988443059751543,-1.5361347257940892e-05,0.0,0.0,-0.0016306302512481927,0.0,0.0,0.0,0.0,-0.0008540788980137551,0.0,0.0,-8.029134493438933e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00048037342436844157,0.0013133856541524202
0.0,-4.54320697369893e-07,0.0,0.0,0.0,0.010945178644105233,0.0,0.0,0.28813454235803737,-0.28813454235803737,0.0,0.0,0.0,0.0,-0.12642659472423767,0.0,0.0,0.27944077764493086,0.0,-0.00010721972129102444,0.0,0.0,0.0024122057222723267,-1.5446909024116187e-05,0.0,0.0,-0.001639712762172066,0.0,0.0,0.0,0.0,-0.0008588360653207652,0.0,0.0,-8.073856282262661e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004830490750078339,0.0013207011320432336
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-3.604268163415289e-07,0.0,0.001148206939114962,0.0,0.0,0.0,0.0,0.2826725495731227,-0.2826725495731227,0.0094486237791296,0.0,0.0,0.0,-0.13564179135125115,0.0,0.0,0.28484140229519556,0.0,-8.5060757781164e-05,0.0,0.0,0.0,-1.2254515971009286e-05,0.0,0.0,-0.0013008354098890686,0.0,0.0,0.0,0.0,-0.0006813415073864119,0.0,0.0,-6.40524266726446e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00038321793669031184,0.001047753507856234
0.0,-3.211547200275855e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.28154240800267155,-0.28154240800267155,0.01148839700846322,0.0,0.0,0.0,-0.13799916259813635,0.0,0.0,0.2834749425898826,0.0,-7.579253987766174e-05,0.0005115491707972401,0.0,0.0,-1.0919264237025632e-05,0.0,0.0,-0.0014148710036546587,0.0,0.0,0.0,0.0,-0.0006071025548790274,0.0,0.0,-5.707327596748089e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003414625205098689,0.000933590313531614
0.0,-3.1005223265141884e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.2816866320066785,-0.2816866320066785,0.01109123708894562,0.0,0.0,0.0,-0.1381671055276211,0.0,0.0,0.2835523578580358,0.0004938646472424343,-7.317235195974146e-05,0.0,0.0,0.0,-1.054177953638604e-05,0.0,0.0,-0.0013659581698167167,0.0,0.0,0.0,0.0,-0.0005861147006416556,0.0,0.0,-5.510022283629538e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003296579818032006,0.0009013156059713269
0.0,-3.18023044848517e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.2815830892228587,-0.2815830892228587,0.01124973000716935,0.0,0.0,0.0,-0.138109854321133,0.0,0.0,0.2833701388649407,0.0,-7.505346428234418e-05,0.0,0.0,0.0,-1.0812787244310576e-05,0.0,0.0,-0.0014643942885864169,0.0,0.0,0.0,0.0,-0.0006011825173279667,0.0,0.0,-5.6516737481233104e-05,0.0,0.0,0.0,0.0006332011283871939,0.0,0.0,0.00033813281792922163,0.0009244865967559286
0.0,-3.117715974832112e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.28184165537123246,-0.28184165537123246,0.01102859164580557,0.0,0.0,0.0,-0.13767109780022815,0.0,0.0,0.283593576594297,0.0,-7.357812219897904e-05,0.0,0.0,0.0,-1.0600237960775933e-05,0.0,0.0,-0.001435608375221198,0.0,0.0,0.0,0.0,-0.0005893649433348367,0.0006207541576726965,0.0,-5.540577582186333e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00033148606843100856,0.0009063137649653793
0.0,-3.668861551900976e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.28150490955284335,-0.28150490955284335,0.010786740339911569,0.0,0.0,0.0,-0.13729348719037957,0.0,0.0,0.28332303627625127,0.0,-8.658516227137801e-05,0.0,0.0,0.0,-1.2474133567406275e-05,0.0,0.0,-0.0013241481500008594,0.0,0.0,0.0,0.0,-0.0006935520740486692,0.0,0.0,-6.520033329111239e-05,0.0,0.0,0.0,0.0,0.0,-0.0019479739490087646,0.00039008572341899553,0.0010665306760084697
0.0,-2.89066549476835e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.28195924112134924,-0.28195924112134924,0.010340533939439558,0.0,0.0,0.0,-0.13871476651611234,0.0,0.0,0.28323824879448684,0.0,-6.821972903477557e-05,0.0,0.0004604377406547004,0.0,-9.82826606301065e-06,0.0,0.0,-0.0015037230521937988,0.0,0.0,0.0,0.0,-0.0005464439093480469,0.0,0.0,-5.137080018578517e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00030734529628265324,0.0008403106469504787
0.0,-1.051738609552193e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.28346456778022155,-0.28346456778022155,0.0,0.0,0.0,0.002383724389294474,-0.14502477087483107,0.0030921938934493063,0.0,0.28033515107566975,0.0,-2.482103968408563e-05,0.0,0.0,0.0,-3.5759125025457804e-06,0.0,0.0,-0.0015714507167056463,0.0,0.0,0.0,0.0,-0.00019881793948698848,0.0,0.0,-1.8690731963544242e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00011182439308517385,0.0003057382990232235
