M_2ddglcn_e,M_ac_e,M_ala__45__D_e,M_alaala_e,M_arab__45__L_e,M_arg__45__L_e,M_asp__45__L_e,M_buts_e,M_bz_e,M_ca2_e,M_cd2_e,M_cellb_e,M_cgly_e,M_cit_e,M_co2_e,M_cobalt2_e,M_cro4_e,M_cu2_e,M_eths_e,M_etoh_e,M_fe2_e,M_fe3_e,M_fru_e,M_glc__45__D_e,M_gln__45__L_e,M_glu__45__L_e,M_glyc3p_e,M_glyclt_e,M_gthrd_e,M_h2_e,M_h2o_e,M_h_e,M_hexs_e,M_hom__45__L_e,M_ile__45__L_e,M_istnt_e,M_k_e,M_lac__45__L_e,M_leu__45__L_e,M_mal__45__L_e,M_met__45__D_e,M_met__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_mops_e,M_na1_e,M_nh4_e,M_ni2_e,M_no2_e,M_no3_e,M_o2_e,M_orot_e,M_pi_e,M_ppa_e,M_ppn_e,M_pro__45__L_e,M_ptrc_e,M_pyr_e,M_rib__45__D_e,M_so4_e,M_spmd_e,M_succ_e,M_sula_e,M_tsul_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35351948889786566,0.0,0.0,0.0,0.0,0.0,-0.004954003519923343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20670505823054597,-0.23603466263884076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07387226255379101,0.0,0.0,0.0,-0.09392176670174789,0.0,-0.004614183648474201,0.0,0.0,0.0,0.0,0.0,0.0,-0.001238486017970276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004954003519923343,0.020186084270917466
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3405672109791789,0.0,0.0,0.0,0.0,0.0,-0.005392052444776286,0.0,0.0,0.0,0.0,0.0,0.0,0.022105804078017727,0.0,0.0,0.18077097615122928,-0.26795850870951055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08040428560504696,0.0,0.0,0.0,-0.0690679252782018,0.0,-0.005022184607326857,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013479969350367372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005392052444776286,0.021971002766898493
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3176615517930739,0.0,0.0,0.0,0.0,0.0,-0.005769207478249848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19370372814871742,-0.2983830437765637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860282815396873,0.0,0.0,0.0,-0.03885363283554279,0.0,-0.0053734686912793,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014422845619400271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023507796848347775,0.005769207478249848,0.02350779684834796
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31770737478713684,0.0,0.0,0.0,0.0,0.0,-0.005770039692153392,0.0,0.0,0.0,0.0,0.0,0.0,0.0002885019846076696,0.0,0.0,0.19344316811910817,-0.29842608582671515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08604069120466559,0.0,0.0,0.0,-0.03885923751063392,0.0,-0.0053742438194701305,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014424926129192716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.023366936879066193,0.005770039692153392,0.02351118787137021
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3253088460592041,0.0,0.0,0.0,0.0,0.0,-0.005908093745786798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17429317996708849,-0.3176030911458004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08809930203439305,0.0,0.0,0.0,-0.02775212574550401,0.0,-0.005502828055294552,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014770057121654622,0.0,0.024073716894488038,0.0,0.0,0.0,0.0,0.0,0.0,0.005908093745786798,0.024073716894488225
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3253088460592041,0.0,0.0,0.0,0.0,0.0,-0.005908093745786798,0.0,0.0,0.0,0.0,0.0,0.0,0.0002954046872893399,0.0,0.0,0.17414547762344382,-0.3175292399739781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08809930203439305,0.0,0.0,0.0,-0.027825976917326346,0.0,-0.005502828055294552,0.0,0.0,0.0,0.0,0.0,0.0,-0.0014770057121654622,0.0,0.023926014550843366,0.0,0.0,0.0,0.0,0.0,0.0,0.005908093745786798,0.024073716894488225
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32584934808550065,0.0,0.0,0.0,0.0,0.0,-0.005510144751407685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18500558092435673,-0.2962104328415376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08216523426928862,0.0,0.0,0.0,-0.04833503107727057,0.0,-0.0051321763721848745,0.0,0.0,0.0,0.0,0.022452193634813832,0.0,-0.001377519657417667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005510144751407685,0.02245219363481401
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32584625396867084,0.0,0.0,0.0,0.0,0.0,-0.005512422819982865,0.0,0.0,0.0,0.0,0.0,0.0,0.0002756211409991432,0.0,0.0,0.18480644695731596,-0.2962639903425012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08219920398271827,0.0,0.0,0.0,-0.0482861090266444,0.0,-0.00513429817664614,0.0,0.0,0.0,0.0,0.022323665513155604,0.0,-0.0013780891677272562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005512422819982865,0.02246147608365535
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326093183939697,0.0,0.0,0.0,0.0,0.0,-0.005330618628932478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1898382500186928,-0.30285010429182263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09034854649587161,0.0,0.0,0.0,-0.04133005700436719,0.0,-0.004964964844080854,0.0,0.0,0.010860339160741826,0.0,0.0,0.0,-0.0013326386653772326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005330618628932478,0.021720678321483822
