,M_co2_e,M_etoh_e,M_fe2_e,M_fe3_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_pi_e,M_pyr_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_ac_e
1,3.9755155983719264,0.0,15.67290373800073,-15.672912530826487,1.0,0.0,5.0852268847805195,0.0,0.0,-3.8219190698366794,0.0,-0.2408729963705437,0.0,-0.06465235474755428,0.25861252234048826,1.0,-10.0
2,3.8067633415774376,0.5062567703834725,12.635363115699873,-12.635371908525633,0.8312477432055092,0.0,5.59148365516399,0.0,0.0,-3.653166813042187,0.0,-0.24087299637054235,0.0,-0.06465235474755147,0.2586125223404881,1.0,-10.0
3,4.475515598371934,0.0,18.672903738000755,-18.672912530826512,0.0,0.0,3.585226884780512,0.0,0.0,-2.8219190698366754,0.0,-0.24087299637054307,1.5000000000000075,-0.06465235474755464,0.2586125223404881,1.0,-10.0
4,4.2223872131801805,0.5062567703834728,15.129106345316362,-15.129115138142124,0.0,0.0,4.344612040355709,0.0,0.0,-2.8219190698366665,0.0,-0.24087299637053913,1.2468716148082637,-0.06465235474755195,0.25861252234048754,1.0,-10.0
5,4.4755155983719375,0.0,18.672903738000763,-18.672912530826522,0.0,0.0,3.5852268847805178,12.601339975908509,0.0,-2.8219190698366785,0.0,-0.2408729963705423,1.500000000000003,-0.06465235474755544,0.2586125223404845,1.0,-10.0
6,4.2223872131801965,0.5062567703834728,15.129106345316426,-15.129115138142181,0.0,0.0,4.344612040355726,8.804414198032438,0.0,-2.8219190698366754,0.0,-0.24087299637054196,1.246871614808269,-0.06465235474755468,0.25861252234048954,1.0,-10.0
7,2.975515598371922,0.0,9.672903738000695,-9.672912530826457,0.0,0.0,5.085226884780514,0.0,0.0,-2.821919069836673,0.0,-0.2408729963705422,0.0,-0.06465235474755449,0.2586125223404893,1.0,-6.999999999999989
8,2.9755155983719175,0.5062567703834724,7.6478766564667815,-7.64788544929254,0.0,0.0,5.5914836551639775,0.0,0.0,-2.8219190698366683,0.0,-0.24087299637054052,0.0,-0.06465235474755467,0.2586125223404881,1.0,-7.506256770383473
9,2.975515598371918,0.0,15.672903738000691,-15.67291253082645,0.0,3.0000000000000044,2.085226884780499,0.0,0.0,-2.8219190698366696,0.0,-0.24087299637054316,0.0,-0.0646523547475545,0.2586125223404893,1.0,-10.0
10,7.1459693679329295,0.0,28.18426504668375,-28.184273839509512,0.0,0.9147731152194988,0.0,0.0,0.0,-2.821919069836674,0.0,-0.24087299637053963,0.0,-0.06465235474755429,0.258612522340486,1.0,-10.0
11,2.9755155983719215,0.0,9.672903738000695,-9.672912530826455,0.0,0.0,6.585226884780517,0.0,1.5000000000000018,-4.321919069836676,0.0,-0.24087299637054266,0.0,-0.06465235474755382,0.2586125223404882,1.0,-10.0
12,2.9755155983719153,0.5062567703834717,7.647876656466777,-7.647885449292536,0.0,0.0,6.838355269972241,0.0,1.2468716148082626,-4.06879068464493,0.0,-0.2408729963705423,0.0,-0.06465235474755386,0.2586125223404862,1.0,-10.0
13,4.475515598371918,0.0,1.871117103456074,-1.8711258962818311,0.0,0.0,11.9861202020528,0.0,0.0,-2.821919069836667,-4.2004466586361495,-0.24087299637054083,1.4999999999999982,-0.06465235474755274,0.2586125223404884,1.0,-10.0
14,7.282191253556039,0.0,0.0,-8.792825759576641e-06,0.0,0.0,14.792795857236934,0.0,0.0,-2.82191906983667,-7.007122313820272,-0.24087299637054072,0.5644414482719615,-0.06465235474755503,0.25861252234048854,1.0,-10.0
15,4.475515598371924,0.0,0.0,-8.792825759576645e-06,0.0,0.0,12.921678753780862,-1.4033378275920574,0.0,-2.8219190698366705,-4.668225934500177,-0.24087299637054269,1.5000000000000016,-0.06465235474755433,0.2586125223404875,1.0,-10.0
