,M_co2_e,M_fe2_e,M_h2o_e,M_h_e,M_mal__45__L_e,M_nh4_e,M_pi_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_fum_e
0,11.329093744887246,-2.2548097825765197e-05,9.241668422834078,-13.572602677262841,0.1000000000000044,-7.236457196228256,-0.6176885604531402,-0.16579284741610817,0.6631793478166234,1.0,-10.0
