,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,-0.000567034620421804,0.0,14.449347454611527,316.07672681366955,-316.07672681366955,0.0,0.0,-159.56341192797228,11.771129344409546,296.5899344487518,0.0,-0.13382021623913923,0.0,0.0,-0.019279183726134814,-2.0465145195487104,-1.0719075426739866,0.0,-0.10076925966297375,0.0,0.6028903161969601,1.0,-9.549214807514586
1,0.0,-0.0005670346204217887,0.0,15.250743352362997,320.9852766873911,-320.9852766873911,0.0,0.0,-162.01768686483302,12.021565562456653,300.596913937503,0.0,-0.1338202162391635,0.0,0.0,-0.01927918372613429,-2.146689006767731,-1.0719075426739548,0.0,-0.100769259662971,0.2003489744379124,0.602890316196952,1.0,-10.0
2,0.0,-0.0005670346204217496,0.0,15.250743352361939,322.85520044878973,-322.85520044878973,0.0,0.0,-162.75229977109436,12.02156556245581,302.46683769890313,0.0,-0.13382021623919588,0.0,0.0,-0.01927918372613296,-2.1466890067675717,-1.0719075426738385,0.20034897443789995,-0.10076925966296406,0.0,0.602890316196824,1.0,-10.0
3,0.0,-0.0005670346204217855,0.0,15.420269407656566,325.5778916398902,-325.5778916398902,0.0,0.0,-163.96723650070922,11.805805128446508,305.05082575385296,0.0,-0.13382021623911736,0.0,0.13870313614932778,-0.019279183726134182,-2.1852176556980614,-1.0719075426739706,0.0,-0.10076925966297043,0.0,0.602890316196891,1.0,-10.0
4,0.0,-0.0005670346204217721,0.0,15.268956895493282,320.2567349621529,-320.2567349621529,0.0,0.0,-161.6534160022138,12.057992648717702,299.86837221226546,0.0,-0.13382021623918225,0.16392188817642686,0.0,-0.01927918372613373,-2.1284754636368586,-1.0719075426739568,0.0,-0.10076925966296808,0.0,0.6028903161968912,1.0,-10.0
5,0.0,-0.0005670346204217881,0.0,15.350917839582005,321.4861491234857,-321.4861491234857,0.0,0.0,-162.0427304866376,11.921391075237603,301.09778637359767,0.15026173082836075,-0.13382021623912677,0.0,0.0,-0.019279183726134273,-2.121645384962931,-1.0719075426739253,0.0,-0.10076925966297091,0.0,0.6028903161969018,1.0,-10.0
6,0.0,-0.0005670346204218303,0.0,0.0,428.96679529566995,-428.96679529566995,16.252488224554035,0.0,-229.55622323861402,10.418773766953628,424.83092077033456,0.0,-0.133820216239216,0.0,0.0,-0.01927918372613571,-2.0465145195487624,-1.0719075426739373,0.0,-0.10076925966297841,0.0,0.6028903161970068,1.0,-10.0
7,0.0,-0.0005670346204218055,0.0,14.449347454611573,313.37201565875785,-313.37201565875785,1.8031407699416944,0.0,-157.3094859655456,10.418773766953288,294.78679367881097,0.0,-0.13382021623920054,0.0,0.0,-0.019279183726134866,-2.0465145195487118,-1.0719075426739988,0.0,-0.10076925966297401,0.0,0.6028903161969393,1.0,-10.0
8,0.0,-0.0005670346204218051,0.3005234616568642,14.449347454611635,316.9782971986411,-316.9782971986411,0.0,0.0,-160.0141971204581,11.921391075238025,297.49150483372324,0.0,-0.1338202162391841,0.0,0.0,-0.019279183726134852,-2.0465145195487935,-1.0719075426740186,0.0,-0.10076925966297394,0.0,0.6028903161969582,1.0,-10.0
10,0.0,-0.000567034620421812,0.0,15.651441301239576,329.60028258823695,-329.60028258823695,0.0,0.30052346165689636,-164.9728342377997,11.01982069026733,309.211919838348,0.0,-0.133820216239162,0.0,0.0,-0.019279183726135084,-2.19677625037726,-1.071907542674022,0.0,-0.10076925966297516,0.0,0.6028903161969069,1.0,-10.0
11,0.0,-0.0005670346204218371,0.0,0.0,434.146804304429,-434.146804304429,12.799148885384842,0.0,-233.87289741257848,13.00877827133089,428.2842601095089,0.0,-0.13382021623921758,0.0,0.0,-0.019279183726135938,-2.0465145195488956,-1.0719075426740874,0.0,-0.1007692596629796,0.0,0.6028903161969043,1.0,-9.136665165207672
12,0.0,-0.0005670346204218184,0.0,0.0,984.5102063759473,-984.5102063759473,0.0,6.399574442692139,-525.0535345550674,25.807927156714864,965.8485132956429,0.0,-0.13382021623921317,0.0,0.0,-0.019279183726135303,-5.24630174089477,-1.071907542673948,0.0,-0.1007692596629763,0.0,0.6028903161966657,1.0,-9.136665165207761
13,0.0,-0.0005670346204217626,0.0,12.799148885383152,331.7536132213064,-331.7536132213064,0.0,0.0,-169.87715298563162,13.008778271329131,313.09192014100375,0.0,-0.1338202162391569,0.0,0.0,-0.01927918372613341,-2.0465145195486465,-1.0719075426739466,0.0,-0.10076925966296639,0.0,0.6028903161968394,1.0,-9.136665165207887
15,0.0,-0.0005670346204217723,0.0,16.252488224552383,302.55317103909,-302.55317103909,0.0,0.0,-150.09692288577,10.41877376695261,282.16480828920254,0.0,-0.13382021623916152,0.0,0.0,-0.019279183726133735,-2.0465145195486443,-1.0719075426739044,0.0,-0.10076925966296812,0.0,0.6028903161968708,1.0,-10.0
16,0.8633348347921863,-0.0005670346204217795,0.0,14.500328188182353,310.6069162227885,-310.6069162227885,0.0,0.012745183392851585,-157.63448814205609,12.170933803322978,291.081888307693,0.0,-0.13382021623916002,0.0,0.0,-0.019279183726133978,-2.0528871112450897,-1.0719075426739226,0.0,-0.10076925966296937,0.0,0.6028903161969243,1.0,-10.0
17,0.8633348347921863,-0.0005670346204217946,0.0,14.449347454611344,309.9186763195828,-309.9186763195828,0.07647110035711156,0.0,-157.30948596554265,12.145443436537596,290.47011950484386,0.0,-0.13382021623910684,0.0,0.0,-0.019279183726134498,-2.0465145195487007,-1.071907542673963,0.0,-0.10076925966297208,0.0,0.6028903161969351,1.0,-10.0
18,0.8442170597028964,-0.0005670346204217883,0.0,14.506700779878983,310.5113273473469,-310.5113273473469,0.0,0.0,-157.610590923197,12.202796761805299,290.9671816571619,0.00955888754463884,-0.13382021623909868,0.0,0.0,-0.01927918372613428,-2.0512939633210094,-1.0719075426739484,0.0,-0.10076925966297094,0.0,0.6028903161968823,1.0,-10.0
19,0.8174521745779354,-0.0005670346204217783,0.0,14.52581855496807,310.7445642034306,-310.7445642034306,0.0,0.0,-157.71478279743067,12.206620316822935,291.1736536281209,0.0,-0.1338202162391908,0.015294220071421871,0.0,-0.019279183726133936,-2.0541616295844207,-1.071907542673894,0.0,-0.10076925966296918,0.0,0.6028903161969303,1.0,-10.0
20,0.8327463946492838,-0.000567034620421761,0.0,14.510524334896205,310.6222104428498,-310.6222104428498,0.0,0.0,-157.66890013721166,12.206620316822576,291.06659408761215,0.0,-0.13382021623912813,0.0,0.0,-0.019279183726133353,-2.05416162958428,-1.0719075426738658,0.0,-0.10076925966296611,0.015294220071421406,0.6028903161968342,1.0,-10.0
21,0.7868637344351357,-0.0005670346204218005,0.038235550178556184,14.449347454611525,310.68338732315715,-310.68338732315715,0.0,0.0,-157.6536059171513,12.183678986716288,291.1965949582396,0.0,-0.13382021623910206,0.0,0.0,-0.0192791837261347,-2.0465145195486936,-1.0719075426739624,0.0,-0.10076925966297313,0.0,0.6028903161969346,1.0,-10.0
22,0.8463412569350545,-0.0005670346204217757,0.0,14.508824977110793,310.7343680567149,-310.7343680567149,0.0,0.0,-157.71733183410862,12.196424170108633,291.1838497748339,0.0,-0.13382021623917179,0.0,0.008496788928567667,-0.01927918372613385,-2.0550113084772317,-1.071907542673951,0.0,-0.10076925966296871,0.0,0.6028903161968666,1.0,-10.0
23,0.8250992846136471,-0.0005670346204217702,0.0,14.449347454610734,310.30103182135497,-310.30103182135497,0.0,0.0,-157.5006637164286,12.183678986715618,290.8142394564384,0.0,-0.1338202162391193,0.0,0.0,-0.019279183726133662,-2.046514519548609,-1.0719075426739257,0.0,-0.10076925966296774,0.0,0.6028903161969268,1.0,-9.961764449821446
24,0.8327463946493285,-0.0005670346204217548,0.0,14.510524334896044,310.7649564968463,-310.7649564968463,0.0,0.0,-157.7249789441385,12.206620316822477,291.20934014160883,0.0,-0.13382021623912366,0.0,0.0,-0.01927918372613314,-2.0541616295842346,-1.0719075426739155,0.015294220071421238,-0.10076925966296502,0.0,0.6028903161968757,1.0,-10.0
25,0.8633348347922651,-0.0005670346204218089,0.0,14.525818554968819,309.45984971744787,-309.45984971744787,0.0,0.0,-157.00360156411807,12.145443436537883,289.9348218023514,0.0,-0.1338202162392097,0.0,0.0,-0.01927918372613498,-2.0465145195487646,-1.071907542673961,0.0,-0.1007692596629746,0.0,0.6028903161969065,1.0,-10.0
26,0.0,-0.0005670346204217954,0.0,0.0,459.18351451337344,-459.18351451337344,14.094151137572307,0.0,-248.33375589533185,13.872113106122205,452.8893029010575,0.0,-0.13382021623920776,0.0,0.0,-0.019279183726134526,-2.2623482282467418,-1.0719075426738807,0.0,-0.10076925966297223,0.4316674173960252,0.6028903161968336,1.0,-10.0
28,0.0,-0.000567034620421811,0.0,14.09415113757273,346.4303054128039,-346.4303054128039,0.0,0.0,-177.8630002074749,13.872113106122603,326.041942662915,0.0,-0.13382021623909077,0.0,0.0,-0.01927918372613505,-2.2623482282468874,-1.0719075426739848,0.0,-0.10076925966297498,0.4316674173960514,0.6028903161968776,1.0,-10.0
30,0.0,-0.0005670346204217973,0.0,0.0,527.5689784928512,-527.5689784928512,12.465925804727595,0.0,-285.2944709509069,16.477273638673775,519.6465415476906,0.0,-0.13382021623920817,0.0,0.0,-0.01927918372613458,-2.4251707615311626,-1.0719075426739526,0.0,-0.10076925966297255,0.7573124839649087,0.6028903161968302,1.0,-10.0
31,0.0,-0.0005670346204218038,0.0,12.465925804727867,427.8415720550341,-427.8415720550341,0.0,0.0,-222.9648419272707,16.477273638673875,407.45320930514544,0.0,-0.13382021623920973,0.0,0.0,-0.01927918372613481,-2.4251707615312785,-1.0719075426739697,0.0,-0.1007692596629737,0.7573124839649888,0.6028903161969681,1.0,-10.0
33,0.0,-0.0005670346204217707,0.0,0.0,463.2124104090504,-463.2124104090504,14.094151137571693,0.0,-249.91653642577361,13.872113106121487,456.91819879673494,0.0,-0.13382021623920193,0.0,0.0,-0.019279183726133683,-2.2623482282466645,-1.0719075426738052,0.4316674173960516,-0.10076925966296782,0.0,0.6028903161968404,1.0,-10.0
35,0.0,-0.0005670346204218043,0.0,14.094151137572503,350.4592013084971,-350.4592013084971,0.0,0.0,-179.4457807379253,13.872113106122447,330.0708385586085,0.0,-0.1338202162391266,0.0,0.0,-0.019279183726134824,-2.2623482282467804,-1.0719075426739566,0.43166741739606224,-0.10076925966297379,0.0,0.6028903161968753,1.0,-10.0
37,0.0,-0.0005670346204218147,0.0,0.0,534.6372283432083,-534.6372283432083,12.46592580472807,0.0,-288.071283392121,16.477273638674163,526.7147913980474,0.0,-0.1338202162392123,0.0,0.0,-0.01927918372613518,-2.4251707615312377,-1.0719075426738767,0.7573124839649581,-0.10076925966297565,0.0,0.6028903161968576,1.0,-10.0
38,0.0,-0.0005670346204217986,0.0,12.465925804727714,434.9098219053708,-434.9098219053708,0.0,0.0,-225.7416543684739,16.477273638673765,414.5214591554825,0.0,-0.13382021623920848,0.0,0.0,-0.01927918372613463,-2.425170761531235,-1.0719075426740028,0.757312483965058,-0.10076925966297276,0.0,0.602890316196909,1.0,-10.0
40,0.0,-0.0005670346204217883,0.0,0.0,491.12690340068144,-491.12690340068144,13.662483720175914,0.0,-265.3846188824762,14.735447940914238,483.9693569535734,0.0,-0.1338202162392061,0.0,0.43166741739608017,-0.019279183726134283,-2.4781819369448663,-1.0719075426739693,0.0,-0.10076925966297096,0.0,0.602890316196809,1.0,-10.0
