,M_co2_e,M_etoh_e,M_fe2_e,M_fe3_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_pi_e,M_pyr_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_ac_e
1,3.6085543040641697,0.0,18.145530173428938,-18.145533941782837,2.3333333333333397,0.0,2.179382950620226,0.0,0.0,-3.542727220406203,0.0,-0.10323128415880148,0.0,-0.027708152034663803,0.11083393814592377,1.0,-10.0
2,3.60855430406416,0.0,0.0,-3.7683538969614233e-06,2.3333333333333344,0.0,11.252148037334665,0.0,0.0,-3.5427272204061966,-4.53638254335722,-0.10323128415880357,0.0,-0.027708152034664868,0.11083393814592218,1.0,-10.0
3,3.5362319082950977,0.21696718730720277,16.8437270495857,-16.843730817939598,2.261010937564269,0.0,2.3963501379274263,0.0,0.0,-3.470404824637135,0.0,-0.1032312841588011,0.0,-0.02770815203466454,0.11083393814592263,1.0,-10.0
4,1.275220970730824,0.0,4.145530173428871,-4.145533941782768,0.0,0.0,2.17938295062022,0.0,0.0,-1.2093938870728593,0.0,-0.10323128415880337,0.0,-0.027708152034666225,0.11083393814592349,1.0,-2.9999999999999893
5,1.2752209707308213,0.21696718730720288,3.277661424200052,-3.2776651925539486,0.0,0.0,2.3963501379274215,0.0,0.0,-1.2093938870728576,0.0,-0.10323128415880417,0.0,-0.027708152034664972,0.11083393814592268,1.0,-3.216967187307202
6,4.335015287604238,0.0,22.504296074669348,-22.504299843023247,0.8804113662531884,0.0,0.0,0.0,0.0,-2.0898052533260487,0.0,-0.10323128415880027,2.179382950620223,-0.027708152034665628,0.11083393814592223,1.0,-10.0
7,3.4546039213510427,0.0,17.221827877150183,-17.221831645504082,0.0,0.0,0.0,0.0,0.0,-1.2093938870728578,0.0,-0.10323128415880183,2.1793829506202176,-0.027708152034663532,0.11083393814592095,1.0,-7.358765901240436
8,4.11491244604094,0.0,21.183679025289564,-21.18368279364346,0.0,0.0,0.0,0.0,0.6603085246898893,-1.8697024117627525,0.0,-0.10323128415880109,2.8396914753101132,-0.02770815203466227,0.11083393814592266,1.0,-10.0
9,4.7752209707308415,0.0,25.145530173428977,-25.145533941782876,0.0,0.0,-1.3206170493797817,0.0,0.0,-1.2093938870728607,0.0,-0.10323128415880076,3.5000000000000124,-0.027708152034663654,0.11083393814592017,1.0,-10.0
10,4.775220970730841,0.0,22.50429607466938,-22.504299843023276,0.0,0.0,0.0,0.0,0.0,-1.20939388707286,-0.6603085246898904,-0.10323128415880227,3.500000000000011,-0.027708152034666422,0.11083393814592145,1.0,-10.0
11,4.335015287604236,0.21696718730720332,21.63642732544054,-21.636431093794435,0.663444178945986,0.0,0.0,0.0,0.0,-1.8728380660188437,0.0,-0.1032312841588002,2.3963501379274224,-0.02770815203466369,0.1108339381459209,1.0,-10.0
12,3.6715711086582434,0.2169671873072017,17.65576225176459,-17.655766020118485,0.0,0.0,0.0,0.0,0.0,-1.2093938870728564,0.0,-0.10323128415880324,2.3963501379274197,-0.027708152034662176,0.11083393814592273,1.0,-8.009667463162046
13,4.169154242867732,0.21696718730720102,20.64126105702151,-20.64126482537541,0.0,0.0,0.0,0.0,0.4975831342094859,-1.7069770212823439,0.0,-0.10323128415880355,2.8939332721369087,-0.027708152034662613,0.11083393814592143,1.0,-10.0
14,4.66673737707723,0.21696718730719988,23.626759862278494,-23.626763630632393,0.0,0.0,-0.9951662684189766,0.0,0.0,-1.209393887072861,0.0,-0.10323128415879874,3.391516406346403,-0.027708152034661336,0.1108339381459194,1.0,-10.0
15,4.666737377077232,0.21696718730719858,21.636427325440536,-21.63643109379443,0.0,0.0,0.0,0.0,0.0,-1.2093938870728573,-0.49758313420948524,-0.10323128415880006,3.391516406346404,-0.027708152034662398,0.11083393814592242,1.0,-10.0
16,2.8820933205240857,0.0,18.145530173428895,-18.14553394178279,1.6068723497932602,2.1793829506202194,0.0,0.0,0.0,-2.8162662368661207,0.0,-0.10323128415880178,0.0,-0.027708152034663102,0.11083393814592178,1.0,-10.0
17,1.275220970730824,0.0,18.145530173428916,-18.145533941782812,0.0,7.000000000000021,-4.820617049379795,0.0,0.0,-1.2093938870728598,0.0,-0.10323128415880306,0.0,-0.02770815203466283,0.11083393814592432,1.0,-10.0
