,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_nh4_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
41,0.0,-0.0005670346204218542,0.0,0.0,773.9948899722667,-773.9948899722667,0.0,0.0,-417.60071131767234,37.506254141212196,760.4083042989,0.0,-0.1338202162392216,0.0,2.708748037425736,-0.019279183726136517,-9.510525113949434,-1.0719075426741134,0.0,-0.10076925966298264,0.0,0.6028903161970091,1.0,-10.0
42,0.0,-0.0005670346204217767,0.0,11.734844112311164,242.13770057461485,-242.13770057461485,0.0,0.0,-124.29081369011625,17.94818062068844,226.59530754919817,0.0,-0.1338202162391525,0.0,0.7529406853735124,-0.019279183726133884,-5.5989104098445255,-1.0719075426739146,0.0,-0.1007692596629337,0.0,0.6028903161969312,1.0,-10.0
43,0.0,-0.0005670346204217671,0.0,12.568475739574536,213.51634803856288,-213.51634803856288,0.0,0.0,-108.0349969584753,16.558794575248914,197.83501640860248,0.0,-0.13382021623916804,0.0,0.6140020808296172,-0.01927918372613356,-5.321033200756582,-1.0719075426739644,0.0,-0.10076925966289964,0.0,0.6028903161969189,1.0,-10.0
44,0.0,-0.0005670346204217634,0.0,7.126624211208158,202.79609845970674,-202.79609845970674,7.3991943437594925,0.0,-105.79471155515311,13.296556549593324,194.18773737094048,0.0,-0.13382021623917523,0.2877782782640458,0.0,-0.019279183726133436,-4.380807317361397,-1.0719075426739162,0.0,-0.10076925966292852,0.0,0.6028903161968809,1.0,-10.0
45,0.0,-0.000567034620421781,0.0,10.826221383088322,250.8908616941516,-250.8908616941516,0.0,1.8497985859398842,-127.99229458643576,16.99615372147355,236.7331048475652,0.0,-0.13382021623916393,0.28777827826402796,0.0,-0.019279183726134026,-6.23060590330144,-1.0719075426739022,0.0,-0.10076925966287947,0.0,0.6028903161969124,1.0,-10.0
46,0.0,-0.000567034620421774,0.0,10.131127024409894,184.7690815805011,-184.7690815805011,4.394691530558095,0.0,-93.77670030234881,13.296556549593573,173.1562176785331,0.0,-0.1338202162391605,0.28777827826405034,0.0,-0.01927918372613379,-4.380807317361436,-1.0719075426739322,0.0,-0.10076925966291281,0.0,0.6028903161969045,1.0,-10.0
47,0.0,-0.0005670346204217687,0.0,14.525818554967845,184.76908158049937,-184.76908158049937,0.0,0.0,-89.38200877178986,13.296556549593427,168.76152614797343,0.0,-0.1338202162391887,0.28777827826406577,0.0,-0.019279183726133613,-4.380807317361408,-1.0719075426739408,0.0,-0.10076925966296203,0.0,0.6028903161969313,1.0,-10.0
48,0.0,-0.0005670346204217472,0.0,12.328472789688368,213.3345765291188,-213.3345765291188,0.0,1.0986728826394423,-106.9607748940181,15.493902314871859,198.42569397923293,0.0,-0.13382021623913323,0.28777827826403274,0.0,-0.019279183726132885,-5.479480200000755,-1.0719075426739038,0.0,-0.10076925966289449,0.0,0.6028903161968658,1.0,-10.0
49,0.0,-0.0005670346204217784,0.0,0.0,259.80909214937935,-259.80909214937935,14.525818554968074,0.0,-141.42783261119797,13.296556549593591,258.32735527182126,0.0,-0.13382021623914708,0.28777827826400537,0.0,-0.019279183726133946,-4.380807317361437,-1.0719075426739775,0.0,-0.1007692596629466,0.0,0.602890316196881,1.0,-10.0
50,0.0,-0.0005670346204217674,0.0,0.0,564.8512818036995,-564.8512818036995,0.0,7.262909277483838,-301.2118367158417,27.82237510456114,556.1066356486573,0.0,-0.1338202162392011,0.28777827826400854,0.0,-0.019279183726133565,-11.643716594845323,-1.071907542673961,0.0,-0.10076925966296721,0.0,0.6028903161969458,1.0,-10.0
51,0.0,-0.0005670346204217781,0.0,0.0,313.64907648877465,-313.64907648877465,13.223238288692341,0.0,-170.3016951803091,15.467523660053141,311.08185605598675,0.0,-0.13382021623910853,0.5048749893100133,0.0,-0.019279183726133933,-4.597904028407459,-1.071907542673921,0.0,-0.10076925966296914,0.0,0.6028903161968743,1.0,-10.0
52,0.0,-0.0005670346204218162,0.0,0.0,591.3370805513557,-591.3370805513557,0.0,6.611619144346525,-315.75731635594724,28.69076194874736,582.158240974221,0.0,-0.1338202162392126,0.5048749893099779,0.0,-0.019279183726135227,-11.20952317275439,-1.0719075426738531,0.0,-0.10076925966297591,0.0,0.6028903161969976,1.0,-10.0
53,0.0,-0.0005670346204218931,0.0,0.0,952.7722604424364,-952.7722604424364,0.0,0.0,-509.6981445901852,37.50625414121485,939.1856747690687,0.0,-0.13382021623923082,2.7087480374258535,0.0,-0.019279183726137846,-6.801777076524018,-1.0719075426741775,0.0,-0.1007692596629896,0.0,0.6028903161968202,1.0,-10.0
54,0.0,-0.0005670346204217803,0.0,13.270192403380111,210.30014666279342,-210.30014666279342,0.0,0.0,-105.28660669190697,15.389266802240416,194.50186225553182,0.0,-0.13382021623913226,0.4970493035287544,0.0,-0.019279183726134005,-4.590078342626151,-1.0719075426739348,0.0,-0.10076925966295819,0.0,0.6028903161969196,1.0,-10.0
55,0.0,-0.0005670346204217644,0.0,11.034365010035216,225.37415640848528,-225.37415640848528,2.188873278656839,0.0,-115.12987013012892,15.467523660052771,211.77257096566228,0.0,-0.1338202162391388,0.5048749893100054,0.0,-0.019279183726133468,-4.597904028407326,-1.071907542673948,0.0,-0.10076925966293043,0.0,0.6028903161968752,1.0,-10.0
56,0.0,-0.0005670346204217627,0.0,12.128801649363572,239.6018327197545,-239.6018327197545,0.0,0.547218319664163,-121.69648996609922,16.561960299381152,224.35859231793884,0.0,-0.13382021623919912,0.5048749893099496,0.0,-0.019279183726133412,-5.145122348071562,-1.071907542673888,0.0,-0.10076925966289522,0.0,0.6028903161969397,1.0,-10.0
57,0.0,-0.0005670346204217526,0.0,12.12880164936337,234.4944617362175,-234.4944617362175,0.0,0.0,-120.23724111365912,17.291584725599808,218.8864091212927,0.5472183196641742,-0.1338202162391586,0.1400627762004793,0.0,-0.019279183726133065,-4.780310134961921,-1.0719075426738955,0.0,-0.10076925966293085,0.0,0.6028903161969165,1.0,-10.0
58,0.0,-0.0005670346204217703,0.0,11.763989436254308,241.91231006945102,-241.91231006945102,0.0,0.0,-124.12857138683073,17.899605080782866,226.36505949004396,0.0,-0.13382021623917303,0.018458705164053627,0.7296244262189159,-0.019279183726133662,-5.570736596699369,-1.0719075426739533,0.0,-0.10076925966296124,0.0,0.6028903161969473,1.0,-10.0
59,0.0,-0.0005670346204217741,0.0,13.223238288692293,212.24091673654746,-212.24091673654746,0.0,0.0,-106.37437701550304,15.46752366005301,196.4504580150673,0.0,-0.13382021623914747,0.5048749893099944,0.0,-0.019279183726133797,-4.597904028407363,-1.0719075426739608,0.0,-0.10076925966290735,0.0,0.6028903161969391,1.0,-10.0
60,0.0,-0.0005670346204217726,0.0,12.676019969028005,238.68980218698482,-238.68980218698482,0.0,0.0,-120.96686553988233,16.379554192826713,222.9905465187821,0.0,-0.13382021623919754,0.5960780425873606,0.0,-0.019279183726133742,-4.689107081684795,-1.0719075426739675,0.0,-0.10076925966296321,0.0,0.602890316196891,1.0,-10.0
61,0.0,-0.0005670346204217629,0.0,7.989959046000457,209.99055541630872,-209.99055541630872,5.67252467417497,0.0,-109.82360745085028,14.735447940913723,199.79941379709004,0.43166741739609094,-0.1338202162391933,0.0,0.0,-0.01927918372613342,-4.524696456493402,-1.0719075426738962,0.0,-0.10076925966289788,0.0,0.6028903161968825,1.0,-10.0
62,0.0,-0.0005670346204217885,0.0,10.826221383088441,246.86196579845756,-246.86196579845756,0.0,1.4181311685437756,-126.84118147338104,17.57171027800199,232.4164306736068,0.43166741739614467,-0.13382021623912269,0.0,0.0,-0.01927918372613429,-5.942827625037441,-1.0719075426739453,0.0,-0.10076925966294419,0.0,0.6028903161969658,1.0,-10.0
63,0.0,-0.0005670346204217704,0.0,10.994461859202069,191.9635385371022,-191.9635385371022,2.6680218609735,0.0,-97.80559619804549,14.735447940913893,178.76789410468177,0.43166741739608744,-0.13382021623918636,0.0,0.0,-0.019279183726133672,-4.524696456493477,-1.0719075426739586,0.0,-0.10076925966294947,0.0,0.602890316196883,1.0,-10.0
64,0.0,-0.0005670346204217812,0.0,13.662483720175908,191.96353853710588,-191.96353853710588,0.0,0.0,-95.13757433707376,14.735447940914177,176.09987224371162,0.4316674173960768,-0.13382021623918217,0.0,0.0,-0.01927918372613404,-4.524696456493577,-1.071907542673939,0.0,-0.10076925966291267,0.0,0.6028903161969142,1.0,-10.0
65,0.0,-0.000567034620421762,0.0,12.328472789688693,209.30568063342713,-209.30568063342713,0.0,0.6670054652433303,-105.80966178096457,16.06945887140048,194.10901980527677,0.43166741739607467,-0.13382021623919438,0.0,0.0,-0.019279183726133388,-5.191701921736805,-1.0719075426739098,0.0,-0.10076925966290634,0.0,0.6028903161969282,1.0,-10.0
66,0.0,-0.0005670346204217794,0.0,0.0,273.9102277843205,-273.9102277843205,13.662483720175809,0.0,-149.77340268085692,14.73544794091416,271.70904521110214,0.43166741739606335,-0.1338202162391322,0.0,0.0,-0.019279183726133974,-4.52469645649356,-1.0719075426739666,0.0,-0.10076925966287739,0.0,0.6028903161969561,1.0,-10.0
67,0.0,-0.0005670346204218328,0.0,0.0,560.8223859080671,-560.8223859080671,0.0,6.831241860088504,-300.06072360281996,28.39793166109266,551.7899614747597,0.43166741739617875,-0.13382021623921656,0.0,0.0,-0.019279183726135792,-11.355938316582533,-1.0719075426739433,0.0,-0.10076925966297884,0.0,0.6028903161969335,1.0,-10.0
68,0.0,-0.0005670346204217819,0.0,0.0,338.38795096496904,-338.38795096496904,11.708613320762284,0.0,-184.94306987030168,17.991898606603428,334.5585430589062,0.757312483964967,-0.13382021623917292,0.0,0.0,-0.01927918372613406,-4.850341523062518,-1.0719075426739004,0.0,-0.10076925966296982,0.0,0.6028903161969629,1.0,-10.0
69,0.0,-0.0005670346204217698,0.0,0.0,584.2688307009668,-584.2688307009668,0.0,5.854306660380892,-313.73781639868116,29.70051192736508,574.5851161345229,0.7573124839648875,-0.1338202162392017,0.0,0.0,-0.019279183726133655,-10.704648183443487,-1.0719075426738711,0.0,-0.10076925966296767,0.0,0.6028903161968403,1.0,-10.0
70,0.0,-0.0005670346204217474,0.0,11.708613320761678,244.71904439885506,-244.71904439885506,0.0,0.0,-126.40000326648203,17.991898606602376,229.18102317203062,0.7573124839650176,-0.1338202162391569,0.0,0.0,-0.01927918372613289,-4.8503415230622,-1.0719075426738414,0.0,-0.10076925966292202,0.0,0.6028903161969072,1.0,-10.0
71,0.0,-0.0005670346204218366,0.0,0.0,779.4123860470942,-779.4123860470942,0.0,0.0,-423.01820739251104,37.50625414121086,765.825800373728,2.7087480374256065,-0.13382021623921747,0.0,0.0,-0.019279183726135924,-6.801777076523419,-1.0719075426740716,0.0,-0.10076925966297952,0.0,0.6028903161968332,1.0,-10.0
72,0.0,-0.0005670346204217528,0.0,11.960726317922743,234.38241151525713,-234.38241151525713,0.0,0.0,-120.60140433178057,17.57171027800094,218.80237145557243,0.7152936511048614,-0.13382021623916301,0.0,0.0,-0.01927918372613307,-4.808322690202065,-1.0719075426739026,0.0,-0.1007692596629539,0.0,0.6028903161968676,1.0,-10.0
73,0.0,-0.0005670346204217793,0.0,12.77314309985134,206.4894353357392,-206.4894353357392,0.0,0.0,-104.62387428720177,16.217682308121706,190.77399247906575,0.5798908541168709,-0.13382021623916412,0.0,0.0,-0.019279183726133974,-4.672919893214299,-1.071907542673984,0.0,-0.1007692596629372,0.0,0.6028903161968971,1.0,-10.0
74,0.0,-0.0005670346204217749,0.4316674173961211,6.26328937641608,203.94721157276717,-203.94721157276717,7.3991943437596275,0.0,-105.93860069428732,12.57711085393334,196.3460744579251,0.0,-0.13382021623920232,0.0,0.0,-0.019279183726133825,-4.09302903909733,-1.0719075426739493,0.0,-0.10076925966294187,0.0,0.6028903161968889,1.0,-10.0
75,0.0,-0.0005670346204217847,0.43166741739608266,9.962886548296042,252.04197480720964,-252.04197480720964,0.0,1.8497985859398725,-128.13618372556866,16.276708025813473,238.89144193454754,0.0,-0.13382021623920265,0.0,0.0,-0.019279183726134158,-5.9428276250374115,-1.0719075426739098,0.0,-0.10076925966292448,0.0,0.6028903161969487,1.0,-10.0
76,0.0,-0.0005670346204217945,0.4316674173961352,0.0,254.05352658410456,-254.05352658410456,13.66248372017616,0.0,-137.25504757637245,12.577110853933736,252.7156788456785,0.0,-0.13382021623914833,0.0,0.0,-0.019279183726134488,-4.093029039097505,-1.0719075426740077,0.0,-0.10076925966295748,0.0,0.6028903161968868,1.0,-10.0
77,0.0,-0.0005670346204217811,0.43166741739601994,0.0,540.965684707793,-540.965684707793,0.0,6.831241860087942,-287.54236849830426,26.239594574109354,532.7965951092791,0.0,-0.13382021623920434,0.0,0.0,-0.019279183726134033,-10.924270899185228,-1.0719075426739002,0.0,-0.10076925966296965,0.0,0.6028903161969158,1.0,-10.0
78,0.0,-0.0005670346204217539,0.7573124839649442,0.0,303.55157670256074,-303.55157670256074,11.708613320761717,0.0,-162.9810078353065,14.205336186777402,301.2367937644281,0.0,-0.13382021623913187,0.0,0.0,-0.01927918372613311,-4.093029039097174,-1.071907542673866,0.0,-0.10076925966296485,0.0,0.6028903161968455,1.0,-10.0
79,0.0,-0.000567034620421833,0.7573124839650542,0.0,549.4324564386354,-549.4324564386354,0.0,5.854306660381567,-291.7757543637272,25.91394950754268,541.2633668401207,0.0,-0.1338202162392166,0.0,0.0,-0.0192791837261358,-9.94733569947936,-1.0719075426740456,0.0,-0.10076925966297888,0.0,0.6028903161969754,1.0,-10.0
