M_ac_e,M_ca2_e,M_cd2_e,M_cit_e,M_cl_e,M_co2_e,M_cobalt2_e,M_cu2_e,M_fe2_e,M_fe3_e,M_for_e,M_fum_e,M_gln__45__L_e,M_gly_e,M_h2_e,M_h2o_e,M_h2s_e,M_h_e,M_ile__45__L_e,M_k_e,M_lac__45__L_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_n2_e,M_na1_e,M_nh4_e,M_ni2_e,M_oxa_e,M_pi_e,M_pro__45__L_e,M_s_e,M_so4_e,M_ss_e,M_succ_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,-1.0406659867417975e-06,0.0,0.0,0.0,0.029596014203596886,0.0,0.0,0.18106623950641332,-0.18106623950641332,0.2152332621452498,0.0,0.0,0.0,0.0,-0.10894432105752574,0.0,0.24682488963721078,0.0,-0.00024559725696287124,0.0,0.0,0.006033712987484463,-3.538265572040371e-05,0.0,0.0,0.0,0.0,-0.019579270843571167,0.0,0.0,-0.001967247995833229,0.0,0.0,-0.0001849395738172049,0.0,0.0,0.0,0.0,0.0,0.0,0.001106471145157765,0.008115370819056219
0.0,-1.0684401181633014e-06,0.0,0.0,0.0,0.03928216472992557,0.0,0.0,0.18643784880981837,-0.18643784880981837,0.2056112990999632,0.0,0.0,0.0,0.0,-0.10106855929039203,0.0,0.23966357269607003,0.0,-0.000252151954222656,0.0,0.0,0.007273081124857455,-3.632697651356916e-05,0.0,0.0,0.0,0.0,-0.02225848927998722,0.0,0.0,-0.002019751493661605,0.0,0.0,-0.00018987539000960094,0.0,0.0,0.0,0.0,0.0,0.0,0.0011360015376095545,0.00833196036703251
0.09694892261520563,-2.6549291262123115e-06,0.0,0.0,0.0,0.07550484125548554,0.0,0.0,0.07413737851972768,-0.07413737851972768,0.355201542929848,0.0,0.0,0.0,0.0,-0.08403902865226939,0.0,0.14495079056029656,0.0,-0.000626563488319674,0.0,0.0,0.015393104563580343,-9.026762134212983e-05,0.0,0.0,0.0,0.0,-0.0499502982655797,0.0,0.0,-0.005018809175240494,0.0,0.0,-0.0004718146527050978,0.0,0.0,0.0,0.0,0.0,0.0,0.0028228101120034953,0.02070379413954229
0.1416334581437306,-4.396991082548289e-06,0.0,0.0,0.0,0.1781606220100052,0.0,0.0,0.005425078660101498,-0.005425078660101498,0.46679302355272656,0.0,0.0,0.0,-0.0341828167852391,0.0,0.0,0.0,0.0,-0.0010376902507836067,0.0,0.04220051540423442,0.000997089876239561,-0.00014949774823196178,0.0,0.0,0.0,0.0,-0.07593351944955096,0.0,0.0,-0.008311957924099877,0.0,0.0,-0.0007814012058090746,0.0,0.0,0.0,0.0,0.0,0.0,0.004675029087467228,0.03428882425059623
0.14630826443934747,-4.456685892248032e-06,0.0,0.002018096608934295,0.0,0.17590106675176453,0.0,0.0,0.001829464519374534,-0.001829464519374534,0.4695528043755285,0.0,0.0,0.0,-0.03473862415575615,0.0,0.0,0.0,0.0,-0.0010517782306964307,0.0,0.04093880840160413,0.001285821645971973,-0.0001515273724599179,0.0,0.0,0.0,0.0,-0.07568017135112125,0.0,0.0,-0.008424803444410519,0.0,0.0,-0.0007920097322773359,0.0,0.0,0.0,0.0,0.0,0.0,0.004738498620717993,0.03475433914476814
0.1531444100169548,-4.420997888857595e-06,0.0,0.0,0.0,0.17549346399789456,0.0,0.0,0.0018148146343369353,-0.0018148146343369353,0.46278984102682513,0.0,0.0,0.002001936206257689,-0.035461414221073045,0.0,0.0,0.0,0.0,-0.0010433558590124913,0.0,0.03860904466422557,0.002276493217469373,-0.0001503139799272515,0.0,0.0,0.0,0.0,-0.07707608005688456,0.0,0.0,-0.008357339768226639,0.0,0.0,-0.000785667520442318,0.0,0.0,0.0,0.0,0.0,0.0,0.004700553932909524,0.03447603526533425
0.20199661195283775,-4.257454897559435e-06,0.0,0.0,0.0,0.1597534714375242,0.0,0.0,0.0017476804213351206,-0.0017476804213351206,0.401748960655516,0.0,0.0,0.0,-0.0439774949151664,0.01849616256437753,0.0,0.0,0.0,-0.0010047596998509097,0.0,0.0,0.030704805065418467,-0.00014475351631038544,0.0,0.0,0.0,0.0,-0.09214121963185189,0.0,0.0,-0.008048182338308925,0.0,0.0,-0.000756603852083013,0.0,0.0,0.0,0.0,0.0,0.0,0.004526669513538086,0.033200686559648585
0.16811137391353254,-4.088890205059259e-06,0.0,0.0,0.0,0.14353017146707941,0.0,0.0,0.0016784848056681622,-0.0016784848056681622,0.3987863920820608,0.0,0.0,0.0,-0.07497652707195798,0.03756026265420294,0.0,0.0,0.0,-0.00096497841879987,0.0,0.0,0.013499702362727246,-0.0001390223147939192,0.0,0.0,0.0,0.0,-0.08544748550025212,0.0,0.0,-0.007729532014656623,0.0,0.0,-0.0007266477635889384,0.0,0.0,0.0,0.028933222696926032,0.0,0.0,0.004347445852228867,0.031886177385651214
0.15221829037477494,-4.389046647423302e-06,0.0,0.0,0.0,0.17241835635507605,0.0,0.0,0.0018016986858569934,-0.0018016986858569934,0.46052926004938777,0.0,0.0,0.0,-0.03954142265054053,0.003613578001792436,0.0,0.0,0.0,-0.0010358153634521538,0.0,0.03670390097448124,0.004608866347010703,-0.00014922763734479753,0.0,0.0,0.0,0.0,-0.07760311260270639,0.0,0.0,-0.0082969399699467,0.0,0.0,-0.0007799893787051316,0.0,0.0,0.0,0.0,0.0,0.0,0.004666582296333122,0.03422687158008659
0.20199661195283775,-4.257454897559435e-06,0.0,0.0,0.0,0.1597534714375242,0.0,0.0,0.0017476804213351206,-0.0017476804213351206,0.401748960655516,0.0,0.0,0.0,-0.06459001861311356,0.01849616256437753,0.0,0.0,0.020612523697947163,-0.0010047596998509097,0.0,0.0,0.010092281367471303,-0.00014475351631038544,0.0,0.0,0.0,0.0,-0.07152869593390472,0.0,0.0,-0.008048182338308925,0.0,0.0,-0.000756603852083013,0.0,0.0,0.0,0.0,0.0,0.0,0.004526669513538086,0.033200686559648585
