,M_co2_e,M_fe2_e,M_h2o_e,M_h_e,M_mal__45__L_e,M_nh4_e,M_pi_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
11,12.726101769700565,-2.5328538549109505e-05,16.614388236334406,-15.246261249140748,3.8792157292463427,-8.128795895333054,-0.6938566896274501,-0.18623701916651572,0.7449570161502787,1.0,-10.0
