,M_ac_e,M_ca2_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
0,0.0,-0.00012240092948637027,18.519654016764026,168.49216770189673,-168.49216770189673,0.0,0.0,-80.72513393307293,2.353619767767005,146.96004882656717,0.0,-0.02888662924948364,0.0,0.0,4.275856840330149,-0.004161633034085311,-2.3668382130788403,-0.2313835431232495,3.8501491409496706,-0.02175220101592072,0.0,0.1301407928600975,1.0,-10.0
52,4.741139213953033,-0.00012240092948636612,7.408868394268683,19.853725444043036,-19.853725444043036,22.29830772069858,1.0724527353258717,0.9779900102669432,-19.493359680282055,23.579073357358865,0.0,-0.028886629249479934,0.0,0.0,3.384866767326543,-0.004161633034085169,-0.9779900102669432,-0.23138354312324852,0.0,-0.021752201015911563,0.0,0.1301407928601313,1.0,-10.0
71,0.849800762271928,-0.00012240092948636553,5.463199168428112,19.85372544404294,-19.85372544404294,17.758412860403887,0.4238963267123456,0.6537118059601815,-16.89913404582791,22.93051694874525,0.0,-0.02888662924947298,0.0,0.0,7.276205219007609,-0.00416163303408515,-0.6537118059601815,-0.23138354312325518,0.0,-0.021752201015916912,0.0,0.1301407928601312,1.0,-10.0
74,0.0,-0.0001224009294863654,5.083244837593338,22.559827310302698,-22.559827310302698,23.259958448247072,0.0,0.7223618404080201,-19.833885945154226,27.87887230984023,0.0,-0.028886629249476665,0.0,0.28059819780401646,6.211758652541596,-0.004161633034085145,-0.7223618404080201,-0.23138354312325288,0.0,-0.021752201015911563,0.0,0.13014079286013341,1.0,-10.0
75,0.0,-0.00012240092948636515,5.598274926786418,21.224564116098367,-21.224564116098367,20.03625159366811,0.0,0.7032866519193871,-17.907291907802296,24.750541397704428,0.0,-0.028886629249475545,0.0,0.2615230093153841,6.917540626620984,-0.004161633034085136,-0.7032866519193871,-0.23138354312324416,0.0,-0.02175220101591491,0.0,0.13014079286013389,1.0,-10.0
76,0.0,-0.0001224009294863655,5.279134145494267,21.99863091469467,-21.99863091469467,23.000537472918836,0.0,0.7117732291701349,-19.034445796693735,26.862365631003044,0.0,-0.028886629249470618,0.0,0.0,5.973514899689118,-0.0041616330340851476,-0.7117732291701349,-0.2313835431232455,0.5400191731322675,-0.02175220101590988,0.0,0.13014079286013,1.0,-10.0
77,0.0,-0.0001224009294863657,5.7808475936670005,20.701518097467666,-20.701518097467666,19.7944661699615,0.0,0.6934178591150368,-17.162198051073617,23.8031372884865,0.0,-0.028886629249481207,0.0,0.0,6.695492788523043,-0.0041616330340851545,-0.6934178591150368,-0.23138354312324955,0.5033084330220677,-0.021752201015918272,0.0,0.13014079286012578,1.0,-10.0
78,0.0,-0.0001224009294863659,7.094198588522215,21.99863091469474,-21.99863091469474,24.33558487316259,0.0,0.8392777561597009,-19.319455915846934,25.587320361107476,0.0,-0.02888662924947129,0.7950282271114011,0.0,4.668468564619478,-0.004161633034085161,-0.8392777561597009,-0.23138354312324522,0.0,-0.02175220101590833,0.0,0.13014079286012972,1.0,-10.0
79,0.0,-0.00012240092948636615,7.472523160213442,20.701518097467755,-20.701518097467755,21.0387564627106,0.0,0.8122545724674746,-17.42783305739088,22.61477015496225,0.0,-0.028886629249478706,0.7409818597269362,0.0,5.4791640753863815,-0.00416163303408517,-0.8122545724674746,-0.23138354312325762,0.0,-0.02175220101591962,0.0,0.13014079286013558,1.0,-10.0
101,0.0,-0.00012240092948636596,6.486235826613492,23.121023705910854,-23.121023705910854,23.540556646051204,0.0,0.7223618404080246,-19.553287747350307,27.31767591423231,0.5611963956080472,-0.028886629249477193,0.0,0.0,5.3699640591295505,-0.004161633034085164,-0.7223618404080246,-0.23138354312325513,0.0,-0.021752201015910494,0.0,0.130140792860126,1.0,-10.0
