,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,7.187038592743011,-0.0001389897484567617,0.0,4.549754850114894,0.9323547151712078,-0.9323547151712078,14.915850088750405,0.0,0.5355754470062449,-5.175556121496908,2.9400491369621466,0.0,-0.03280159186696751,0.0,0.0,-0.00472565307309353,-0.5355754470062449,-0.26274261634032464,0.0,-0.02470024500851815,0.06788044793776046,0.14777858419456302,1.0,-10.0
12,6.7338760941650255,-0.0001389897484567628,0.0,18.144899213836133,24.461113060257606,-24.461113060257606,0.0,0.0,0.0,-2.5186319631563876,11.099794894719997,0.0,-0.032801591866961514,0.0,0.0,-0.004725653073094362,-0.7582785192247835,-0.2627426163403224,0.5132865923748401,-0.024700245008515982,0.0,0.1477785841945648,1.0,-10.0
13,5.474560112586811,-0.00013898974845676264,0.0,17.51524122304701,59.3021885505876,-59.3021885505876,0.0,0.0,-20.25399870371594,0.0,44.6815544034718,0.0,-0.03280159186695023,0.0,0.0,-0.004725653073094355,-1.073107514619326,-0.262742616340313,1.1429445831639327,-0.02470024500850096,0.0,0.14777858419456502,1.0,-10.0
20,1.713886455694241,-0.00013898974845676383,0.0,15.63490439460083,167.7662189191742,-167.7662189191742,0.0,0.0,-82.94752961601753,7.521347313785195,149.3849111151657,0.0,-0.03280159186696866,0.0,0.0,-0.004725653073094396,-2.01327592884246,-0.26274261634030954,3.023281411610208,-0.024700245008518834,0.0,0.14777858419451445,1.0,-10.0
21,2.008468179775896,-0.00013898974845676703,0.0,15.78219525664201,155.1973986916956,-155.1973986916956,0.0,0.0,-76.00031062309455,6.932183865622097,137.1106726117683,0.0,-0.032801591866969425,0.0,0.0,-0.004725653073094506,-1.9396304978221337,-0.26274261634032775,2.8759905495694933,-0.024700245008519407,0.0,0.14777858419453377,1.0,-10.0
22,5.474560112586878,-0.00013898974845676445,0.0,8.113557080815701,63.72091441181263,-63.72091441181263,9.401684142231536,0.0,-31.865045776559867,0.0,58.50196440692818,0.0,-0.03280159186694975,0.0,0.0,-0.004725653073094418,-1.073107514619336,-0.2627426163403316,1.1429445831639344,-0.02470024500849836,0.0,0.1477785841945581,1.0,-10.0
23,7.61595047702084,-0.0001389897484567621,0.0,4.567230662151518,0.05705513457897448,-0.05705513457897448,14.018705743112443,0.0,0.16799058115246618,-4.282780728868074,1.596517095009735,0.0,-0.0328015918669659,0.0,0.0,-0.004725653073094035,-0.5377599235108227,-0.26274261634032775,0.07224940094691305,-0.02470024500851816,0.0,0.14777858419456502,1.0,-10.0
24,7.650508539429328,-0.0001389897484567617,0.0,4.338763471784152,0.057055134578973585,-0.057055134578973585,14.264451964684016,0.0,0.0,-4.351896853685079,1.8768213789898436,0.0,-0.032801591866966504,0.0,0.0,-0.00472565307309354,-0.5291204079086925,-0.2627426163403276,0.054970369742658266,-0.0247002450085161,0.0,0.14777858419456272,1.0,-10.0
25,7.6035830722734,-0.00013898974845676166,0.0,4.591965471646347,0.39921999925761775,-0.39921999925761775,13.98778723124385,0.0,0.0,-4.258045919373221,1.8953960430723995,0.0,-0.032801591866967066,0.0,0.0,-0.004725653073090809,-0.5408517746976755,-0.26274261634032486,0.07843310332062171,-0.024700245008517238,0.0,0.14777858419456286,1.0,-10.0
26,5.474560112586847,-0.00013898974845676323,0.0,8.85001139101966,59.30218855058786,-59.30218855058786,8.66522983202741,0.0,-28.919228535743446,0.0,53.34678423549943,0.0,-0.03280159186694872,0.0,0.0,-0.004725653073094376,-1.0731075146193392,-0.26274261634030976,1.1429445831639367,-0.024700245008498725,0.0,0.14777858419455772,1.0,-10.0
27,7.272911448567894,-0.00013898974845676177,0.0,4.513770034340662,0.7965938192956847,-0.7965938192956847,14.825070212592683,0.0,0.5310773450344652,-5.075780041395622,2.7993812207537756,0.0,-0.03280159186696568,0.0,0.0,-0.004725653073093935,-0.5310773450344652,-0.26274261634032703,0.058884243994198934,-0.024700245008515323,0.0,0.14777858419456344,1.0,-10.0
45,7.181125815006231,-0.00013898974845676223,0.0,18.078862342302454,23.86678121645506,-23.86678121645506,0.0,0.0,0.0,-2.8338079409304044,10.663051039804518,0.0,-0.032801591866965706,0.0,0.2896617319542177,-0.004725653073094342,-0.7912969549915827,-0.262742616340327,0.0,-0.024700245008511895,0.0,0.14777858419455825,1.0,-10.0
46,6.2365231680294855,-0.00013898974845676364,0.0,17.134259695325813,69.20770827134221,-69.20770827134221,0.0,0.0,-26.92117543883911,0.0,54.58707412422633,0.0,-0.032801591866956144,0.0,0.7619630554426272,-0.00472565307309439,-1.2635982784799824,-0.26274261634030777,0.0,-0.024700245008515975,0.0,0.1477785841945571,1.0,-10.0
48,4.401247710459045,-0.0001389897484567678,0.0,15.29898423775572,161.7196560959583,-161.7196560959583,0.0,0.0,-81.43588891021473,5.505826372711814,144.3461087624861,0.0,-0.0328015918669696,0.0,1.6796007842279148,-0.004725653073094531,-2.181236007265315,-0.26274261634030704,0.0,-0.024700245008519542,0.0,0.14777858419454223,1.0,-10.0
49,4.56490422383775,-0.0001389897484567685,0.0,15.46264075113444,149.4454175925581,-149.4454175925581,0.0,0.0,-74.56231534831058,5.014856832575822,132.31735502915382,0.0,-0.032801591866969765,0.0,1.5977725275386003,-0.0047256530730945545,-2.099407750575979,-0.2627426163403178,0.0,-0.024700245008519667,0.0,0.1477785841945484,1.0,-10.0
50,6.236523168029437,-0.00013898974845676272,0.0,8.875520136258208,73.62643413256596,-73.62643413256596,8.258739559067482,0.0,-37.3892779285185,0.0,67.26453954451763,0.0,-0.03280159186695045,0.0,0.7619630554426136,-0.0047256530730943585,-1.263598278479988,-0.26274261634032126,0.0,-0.02470024500851864,0.0,0.14777858419455958,1.0,-10.0
51,7.677161775045312,-0.00013898974845676204,0.0,4.56973932190662,0.05705513457897364,-0.05705513457897364,14.005158980434897,0.0,0.13186588067900806,-4.321915821047652,1.602537878421976,0.0,-0.03280159186696768,0.0,0.04164375193467723,-0.004725653073094195,-0.5432789749720442,-0.26274261634032803,0.0,-0.024700245008517398,0.0,0.14777858419456272,1.0,-10.0
52,7.693645010130172,-0.00013898974845676174,0.0,4.380182118430535,0.05705513457897367,-0.05705513457897367,14.211199418995822,0.0,0.0,-4.371365526302273,1.8333031696102415,0.0,-0.0328015918669664,0.0,0.03340213439223805,-0.004725653073091616,-0.5350373574296041,-0.2627426163403256,0.0,-0.02470024500851514,0.0,0.1477785841945625,1.0,-10.0
53,7.671667363350338,-0.00013898974845676183,0.0,4.588969762838966,0.32078689593699544,-0.32078689593699544,13.98043412780756,0.0,0.0,-4.305432585962769,1.8333031696102418,0.0,-0.032801591866965865,0.0,0.04439095778215656,-0.004725653073091161,-0.5460261808195213,-0.26274261634032753,0.0,-0.02470024500851813,0.0,0.14777858419456233,1.0,-10.0
54,6.23652316802947,-0.00013898974845676302,0.0,9.611974446462268,69.20770827134193,-69.20770827134193,7.522285248863463,0.0,-34.44346068770245,0.0,62.10935937308956,0.0,-0.03280159186694606,0.0,0.7619630554426041,-0.004725653073094369,-1.2635982784799722,-0.262742616340307,0.0,-0.024700245008518695,0.0,0.14777858419456477,1.0,-10.0
55,7.2909372375457036,-0.0001389897484567617,0.0,4.510966022721886,0.8630889519694075,-0.8630889519694075,14.886758468205645,0.0,0.5348827893742262,-5.1783267520249785,2.9123428316814266,0.0,-0.0328015918669644,0.0,0.03324756633686061,-0.004725653073092058,-0.5348827893742262,-0.26274261634032503,0.0,-0.02470024500851488,0.0,0.14777858419456316,1.0,-10.0
81,6.187999876877493,-0.00013898974845676275,0.0,18.658185806210966,24.363344185519527,-24.363344185519527,0.0,0.0,0.0,-2.47517912993947,10.456149802694398,0.0,-0.0328015918669598,0.5241498006790698,0.0,-0.00472565307309436,-0.7637101233768993,-0.262742616340325,0.0,-0.02470024500851096,0.0,0.14777858419456588,1.0,-10.0
82,4.3316155294229155,-0.0001389897484567638,0.0,18.6581858062111,57.778262439702836,-57.778262439702836,0.0,0.0,-19.49203564827348,0.0,42.014683709422975,0.0,-0.03280159186694835,1.142944583163931,0.0,-0.004725653073094397,-1.0731075146193305,-0.2627426163403305,0.0,-0.024700245008498885,0.0,0.1477785841945591,1.0,-10.0
102,4.331615529422925,-0.00013898974845676435,0.0,9.256501663979654,62.196988300927316,-62.196988300927316,9.401684142231526,0.0,-31.10308272111721,0.0,55.83509371287891,0.0,-0.03280159186696779,1.1429445831639427,0.0,-0.004725653073094414,-1.0731075146193345,-0.2627426163403245,0.0,-0.024700245008515778,0.0,0.14777858419455753,1.0,-10.0
103,7.538349268596378,-0.00013898974845676202,0.0,4.64839974222768,0.057055134578976284,-0.057055134578976284,14.00978606398319,0.0,0.1688825490653898,-4.275644985564674,1.5099962074560203,0.0,-0.03280159186696736,0.07403333677276136,0.0,-0.004725653073091328,-0.5386518914237468,-0.2627426163403282,0.0,-0.024700245008516843,0.0,0.14777858419456222,1.0,-10.0
