,M_ac_e,M_co2_e,M_etoh_e,M_fe2_e,M_fum_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,9.154823228191736,0.0,-1.82206851117295e-05,1.9999999999999853,0.0,0.0,17.548822967946787,-10.967759739202325,0.0,-5.847642178770324,0.0,0.0,-0.49914227107324344,0.0,0.0,-0.13397401811402898,0.0,0.5359025032861615,1.0,-10.0
1,0.0,17.15482322819163,0.0,-1.8220685111729445e-05,0.0,0.0,0.0,21.548822967946695,-8.967759739202313,0.0,-5.8476421787703075,-5.999999999999939,0.0,-0.4991422710732444,0.0,0.0,-0.13397401811402823,0.0,0.5359025032861552,1.0,-10.0
2,0.0,13.154823228191724,1.999999999999984,-1.8220685111729523e-05,0.0,0.0,0.0,15.548822967946819,-14.967759739202316,0.0,-5.847642178770332,0.0,0.0,-0.4991422710732465,0.0,0.0,-0.13397401811402687,0.0,0.5359025032861613,1.0,-10.0
3,0.0,9.154823228191715,0.0,-1.8220685111729452e-05,0.0,0.0,0.0,15.548822967946759,-10.967759739202293,0.0,-5.8476421787703075,0.0,0.0,-0.4991422710732447,0.0,0.0,-0.1339740181140266,0.0,0.5359025032861561,1.0,-8.000000000000023
5,0.0,10.29768037104885,0.0,-1.822068511172946e-05,0.0,0.0,0.0,16.405965825089616,-11.539188310630864,0.0,-5.8476421787703075,0.0,0.0,-0.4991422710732432,0.0,0.0,-0.13397401811402762,1.7142857142856949,0.5359025032861565,1.0,-10.0
6,0.0,11.154823228191738,0.0,-1.822068511172952e-05,0.0,0.0,0.0,17.04882296794681,-13.467759739202323,1.4999999999999896,-7.347642178770321,0.0,0.0,-0.4991422710732468,0.0,0.0,-0.13397401811402995,0.0,0.5359025032861611,1.0,-10.0
7,0.0,10.744810589449212,0.0,-1.822068511172949e-05,0.0,0.0,0.0,17.275481208785106,-12.172766058573561,0.0,-5.84764217877032,-0.658322801047906,0.0,-0.4991422710732446,0.0,2.136670879580816,-0.13397401811402865,0.0,0.5359025032861605,1.0,-10.0
8,0.0,10.731413026867063,0.0,-1.8220685111729496e-05,0.0,0.0,0.026795125164307192,17.248686083620807,-12.16606727728249,0.0,-5.847642178770322,-0.6516240197568266,0.0,-0.499142271073245,0.0,2.123273316998664,-0.13397401811402884,0.0,0.5359025032861592,1.0,-10.0
9,0.0,9.428164987353409,0.0,-1.8220685111729503e-05,0.0,0.0,0.0,15.958835606689307,-11.514443257525663,0.0,-5.847642178770326,0.0,0.0,-0.49914227107324716,0.0,0.8200252774850028,-0.13397401811402765,0.0,0.5359025032861594,1.0,-8.68335439790419
10,0.0,9.428164987353409,0.0,-1.8220685111729503e-05,0.0,0.0,0.026795125164307026,15.945438044107155,-11.514443257525663,0.0,-5.847642178770326,0.0,0.0,-0.49914227107324716,0.0,0.8200252774850028,-0.13397401811402765,0.0,0.5359025032861594,1.0,-8.69675196048634
