,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
14,3.854261501795845,-0.0003127269340277363,0.0,0.0,194.25447179260675,-194.25447179260675,19.19441681550029,0.0,-104.17887626816871,0.0,197.088963025571,0.0,-0.07380358170064072,0.0,0.0,-0.010632719414462992,-1.1286792518340822,-0.5911708867657451,0.0,-0.05557555126917052,0.0,0.33250181443778404,1.0,-10.0
15,3.8542615017957544,-0.00031272693402772906,0.0,7.969002183360002,130.50245432572223,-130.50245432572223,11.225414632139875,0.0,-64.33386535136634,0.0,125.36794337532643,0.0,-0.0738035817006468,0.0,0.0,-0.010632719414462748,-1.12867925183409,-0.591170886765755,0.0,-0.055575551269121906,0.0,0.33250181443777993,1.0,-10.0
84,1.0479078437607672,-0.0003127269340277298,0.0,19.194416815499928,293.2709664917515,-293.2709664917515,0.0,2.806353658034978,-135.8958836312585,0.0,274.10468725118074,0.0,-0.07380358170068212,0.0,0.0,-0.010632719414462772,-2.531856080851577,-0.5911708867657363,0.0,-0.05557555126916937,0.0,0.332501814437751,1.0,-10.0
85,1.4621633932505091,-0.0003127269340277265,0.0,19.19441681549974,259.3020114335864,-259.3020114335864,0.0,2.39209810854517,-118.70427832743118,0.0,240.54998774250564,0.0,-0.07380358170068135,0.0,0.0,-0.010632719414462661,-2.3247283061066626,-0.5911708867657502,0.0,-0.055575551269168785,0.0,0.3325018144377705,1.0,-10.0
123,4.961010877558129,-0.0003127269340277277,0.0,7.969002183359941,126.07545682267217,-126.07545682267217,9.011915880615073,0.0,-64.33386535136607,2.213498751524716,119.83419649651398,0.0,-0.0738035817006369,0.0,0.0,-0.010632719414462699,-1.1286792518340825,-0.5911708867657391,0.0,-0.05557555126913432,0.0,0.3325018144377662,1.0,-10.0
124,1.3562445253120938,-0.0003127269340277257,0.0,15.17853488785194,208.98508292432967,-208.98508292432967,0.0,0.0,-106.68986999025635,9.423031456016721,190.1271403653105,0.0,-0.07380358170068116,0.0,0.0,-0.010632719414462633,-2.0298708398955876,-0.5911708867657165,0.0,-0.05557555126916864,1.8023831761229816,0.3325018144377518,1.0,-10.0
125,0.45505293725060925,-0.00031272693402773096,0.0,7.96900218336002,171.1350362257494,-171.1350362257494,0.0,0.0,-86.86365505290469,6.71945669183233,160.3878179592836,0.0,-0.073803581700675,0.0,0.0,-0.01063271941446281,-1.1286792518340842,-0.5911708867657536,0.0,-0.05557555126916956,0.0,0.3325018144377319,1.0,-5.494042059692446
126,1.3562445253120787,-0.00031272693402772597,0.0,15.17853488785193,225.80732590147795,-225.80732590147795,0.0,0.0,-113.29860830270744,9.423031456016757,206.94938334245873,0.0,-0.07380358170068121,0.0,0.0,-0.010632719414462642,-2.0298708398955494,-0.5911708867656867,1.802383176122931,-0.05557555126916869,0.0,0.3325018144377385,1.0,-10.0
127,2.958362904088065,-0.0003127269340277231,0.0,14.978270090504775,222.2025595492299,-222.2025595492299,0.0,0.0,-112.39741671464496,8.221442671934659,203.9454113822519,0.0,-0.07380358170068056,0.0,1.0013239867349755,-0.010632719414462545,-2.1300032385690497,-0.5911708867656791,0.0,-0.05557555126916818,0.0,0.33250181443771304,1.0,-10.0
128,2.7080319074042545,-0.0003127269340277196,0.0,14.727939093820867,195.91780489743402,-195.91780489743402,0.0,0.0,-99.81828413128538,8.972435661985818,178.4116497205075,1.1264894850768303,-0.07380358170066285,0.0,0.0,-0.010632719414462423,-1.6919239943724649,-0.5911708867656813,0.0,-0.05557555126916755,0.0,0.33250181443774607,1.0,-10.0
