M_2ddglcn_e,M_ac_e,M_ala__45__D_e,M_alaala_e,M_arab__45__L_e,M_arg__45__L_e,M_asp__45__L_e,M_buts_e,M_bz_e,M_ca2_e,M_cd2_e,M_cellb_e,M_cgly_e,M_cit_e,M_co2_e,M_cobalt2_e,M_cro4_e,M_cu2_e,M_eths_e,M_etoh_e,M_fe2_e,M_fe3_e,M_fru_e,M_glc__45__D_e,M_gln__45__L_e,M_glu__45__L_e,M_glyc3p_e,M_glyclt_e,M_gthrd_e,M_h2_e,M_h2o_e,M_h_e,M_hexs_e,M_hom__45__L_e,M_ile__45__L_e,M_istnt_e,M_k_e,M_lac__45__L_e,M_leu__45__L_e,M_mal__45__L_e,M_met__45__D_e,M_met__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_mops_e,M_na1_e,M_nh4_e,M_ni2_e,M_no2_e,M_no3_e,M_o2_e,M_orot_e,M_pi_e,M_ppa_e,M_ppn_e,M_pro__45__L_e,M_ptrc_e,M_pyr_e,M_rib__45__D_e,M_so4_e,M_spmd_e,M_succ_e,M_sula_e,M_tsul_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3695127824308197,0.0,0.0,0.0,0.0,0.11394465123354044,-2.644908766503661e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3849138582319809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08488418501919948,0.0,0.0,0.0,-0.006549271226660254,0.0,-0.007245533087251008,0.0,0.0,0.0,0.0,0.0,0.0,-0.0019447625202929876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007779143430893121,0.02322554832848543
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41036602878561906,0.0,0.0,0.0,0.0,0.0,-1.8168344812453664e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.234811771887581,-0.02959234624368438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05830844383307749,0.0,0.0,0.0,-0.23931058180583534,0.0,-0.004977084470601001,0.0,0.0,0.0,0.0,0.0,0.0,-0.001335891675905582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005343630827192254,0.01595403878705568
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26023137136423247,0.0,0.0,0.0,0.0,0.0,-4.859986745254085e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2885306553335773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20937187010032154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15597362725684544,0.0,0.0,0.0,-0.01203420388474059,0.0,-0.013313576336657007,0.0,0.0,0.0,0.0,0.0,0.0,-0.003573476783392017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014294078662512017,0.042676654279046995
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3623310786953644,0.0,0.0,0.0,0.0,0.11277916282878635,-2.7221642655990264e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3894162895741575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08736357869886517,0.0,0.0,0.0,0.0,0.0,-0.007457168846471357,0.0,0.0,0.0,0.0,0.0,0.0,-0.002001567352667529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006740569778706492,0.00800636548705596,0.02390394652149856
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2067107485429481,0.0,0.0,0.0,0.0,0.0,-4.114128000650534e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17044816785945607,-0.24764583313287306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1320364644794661,0.0,0.0,0.0,0.0,0.0,-0.011270351148370324,0.0,0.0,0.0,0.0,0.0,0.0,-0.003025057816995975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.18063549094549058,0.01210037647250157,0.0361270981890981
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24918364414862368,0.0,0.0,0.0,0.0,0.0,-4.959458639292731e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.29852966811471826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20547018432788958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15916602117406484,0.0,0.0,0.0,0.0,0.0,-0.013586072276266018,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036466170042566614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.012280514238329791,0.014586643056743327,0.043550139713243854
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3589971539923753,0.0,0.0,0.0,0.0,0.11002182379680635,-2.765567419659102e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.004555530067283658,0.0,0.0,0.0,-0.3865142210950481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.08875653463228382,0.0,0.0,0.0,0.0,0.0,-0.007576068595610546,0.0,0.0,0.0,0.0,0.0,0.0,-0.0020334810535662246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009125808851389644,0.008134021822526769,0.024285079536367556
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20741356127315064,0.0,0.0,0.0,0.0,0.0,-4.128115959926581e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.006799963090032778,0.0,0.0,0.1642277253945273,-0.24848782439522504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1324853860219655,0.0,0.0,0.0,0.0,0.0,-0.011308670134280639,0.0,0.0,0.0,0.0,0.0,0.0,-0.003035342957746369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17784966673606384,0.012141517529195825,0.036249929656216026
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24816994721565808,0.0,0.0,0.0,0.0,0.0,-4.939283205913073e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.008136143416868797,0.0,0.0,0.0,-0.29731522801773247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19649817346722967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15851852238638256,0.0,0.0,0.0,0.0,0.0,-0.013530803160010195,0.0,0.0,0.0,0.0,0.0,0.0,-0.003631782304790149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.016298627934226213,0.014527303546803158,0.04337297462197804
