,M_ac_e,M_co2_e,M_etoh_e,M_fe2_e,M_fum_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,6.866117421143784,0.0,-1.366551383379709e-05,3.9999999999999876,0.0,0.0,15.661617225960061,-8.225819804401723,0.0,-4.385731634077732,0.0,0.0,-0.37435670330493115,0.0,0.0,-0.10048051358552125,0.0,0.40192687746462036,1.0,-10.0
1,0.0,22.866117421143844,0.0,-1.366551383379716e-05,0.0,0.0,0.0,23.661617225960153,-4.22581980440175,0.0,-4.385731634077748,-12.00000000000002,0.0,-0.3743567033049308,0.0,0.0,-0.1004805135855173,0.0,0.40192687746461575,1.0,-10.0
2,0.0,14.866117421143779,3.999999999999989,-1.366551383379711e-05,0.0,0.0,0.0,11.661617225960086,-16.22581980440172,0.0,-4.385731634077733,0.0,0.0,-0.37435670330493226,0.0,0.0,-0.10048051358552068,0.0,0.4019268774646168,1.0,-10.0
3,0.0,6.8661174211438025,0.0,-1.3665513833797128e-05,0.0,0.0,0.0,11.661617225960102,-8.225819804401743,0.0,-4.38573163407774,0.0,0.0,-0.37435670330493276,0.0,0.0,-0.10048051358552211,0.0,0.4019268774646178,1.0,-6.0000000000000036
5,0.0,9.151831706858061,0.0,-1.3665513833797085e-05,0.0,0.0,0.0,13.375902940245775,-9.368676947258859,0.0,-4.385731634077731,0.0,0.0,-0.37435670330493304,0.0,0.0,-0.10048051358552124,3.428571428571414,0.401926877464618,1.0,-10.0
6,0.0,10.866117421143803,0.0,-1.366551383379713e-05,0.0,0.0,0.0,14.661617225960107,-13.225819804401743,2.9999999999999947,-7.38573163407774,0.0,0.0,-0.374356703304935,0.0,0.0,-0.1004805135855203,0.0,0.401926877464619,1.0,-10.0
7,0.0,10.558607942086898,0.0,-1.3665513833797092e-05,0.0,0.0,0.0,15.456610906588807,-10.379574543930152,0.0,-4.385731634077732,-1.7437421007859284,0.0,-0.3743567033049319,0.0,4.102503159685611,-0.10048051358552228,0.0,0.40192687746461564,1.0,-10.0
8,0.0,10.548559770150302,0.0,-1.3665513833797121e-05,0.0,0.0,0.020096343873227097,15.436514562715608,-10.374550457961869,0.0,-4.38573163407774,-1.7387180148176247,0.0,-0.37435670330493154,0.0,4.0924549877490035,-0.10048051358552072,0.0,0.40192687746461947,1.0,-10.0
9,0.0,7.071123740515043,0.0,-1.3665513833797106e-05,0.0,0.0,0.0,11.96912670501696,-8.635832443144231,0.0,-4.385731634077736,0.0,0.0,-0.3743567033049348,0.0,0.6150189581137505,-0.10048051358552194,0.0,0.40192687746461825,1.0,-6.512515798428138
10,0.0,7.071123740515043,0.0,-1.3665513833797106e-05,0.0,0.0,0.020096343873229394,11.959078533080344,-8.635832443144231,0.0,-4.385731634077736,0.0,0.0,-0.3743567033049348,0.0,0.6150189581137505,-0.10048051358552194,0.0,0.40192687746461825,1.0,-6.522563970364752
11,0.0,8.814865841300998,0.0,-1.3665513833797138e-05,0.0,0.0,0.0,13.712868805802927,-10.379574543930191,0.0,-4.385731634077745,0.0,0.0,-0.3743567033049339,0.0,2.3587610588996912,-0.10048051358551893,1.743742100785934,0.40192687746462014,1.0,-10.0
12,0.0,8.809841755332657,0.0,-1.3665513833797089e-05,0.0,0.0,0.020096343873229817,13.697796547897953,-10.374550457961844,0.0,-4.385731634077731,0.0,0.0,-0.3743567033049338,0.0,2.3537369729313706,-0.10048051358552025,1.738718014817621,0.4019268774646179,1.0,-10.0
13,0.0,9.396113208229611,0.0,-1.3665513833797089e-05,0.0,0.0,0.0,14.294116172731519,-12.123316644716084,1.162494733857285,-5.5482263679350154,0.0,0.0,-0.37435670330493254,0.0,2.940008425828322,-0.1004805135855183,0.0,0.40192687746461914,1.0,-10.0
