,M_ac_e,M_ca2_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
19,0.0,-0.0002754020913443316,21.66922153771806,247.44071066259414,-247.44071066259414,0.0,0.0,-120.79821801607747,5.2956444774758,221.49344319310373,0.0,-0.06499491581133786,0.0,0.0,2.120677890742503,-0.0093636743266919,-2.8253859794272826,-0.5206129720272771,3.6628355671365163,-0.048942452285821364,0.0,0.2928167839352634,1.0,-10.0
20,0.0,-0.0002754020913443281,21.96107192159387,226.6220499460968,-226.6220499460968,0.0,0.0,-108.49186016263431,3.8363925580953033,201.25848324435887,0.0,-0.06499491581133701,0.0,0.0,2.412528274618553,-0.009363674326691777,-2.679460787489172,-0.520612972027288,3.3709851832603634,-0.048942452285820726,0.0,0.29281678393527943,1.0,-10.0
44,0.0,-0.0002754020913443263,12.313523746647498,198.64684102527724,-198.64684102527724,0.0,1.3239111193689201,-94.10651872739535,0.0,185.21060024979465,0.0,-0.06499491581133658,0.0,0.0,0.5981578981446225,-0.009363674326691718,-1.6559237555434474,-0.5206129720273247,0.0,-0.048942452285820406,0.0,0.2928167839352957,1.0,-4.814644440265665
46,0.0,-0.00027540209134432653,19.227331159626686,260.87110774209003,-260.87110774209003,0.0,3.052362972613724,-117.44061874620019,-6.913807412979133,242.2495114068731,0.0,-0.06499491581133665,0.0,0.0,5.7835134578789775,-0.009363674326691726,-2.520149682165842,-0.5206129720272726,0.0,-0.048942452285820455,0.0,0.292816783935249,1.0,-10.0
47,0.0,-0.00027540209134433385,19.449361812038774,250.87972838357456,-250.87972838357456,0.0,2.941347646407934,-111.94536009901594,-7.135838065390955,232.2581320483571,0.0,-0.06499491581133837,0.0,0.0,5.783513457879157,-0.009363674326691973,-2.4646420190630445,-0.5206129720273157,0.0,-0.04894245228582175,0.0,0.2928167839352511,1.0,-10.0
51,0.0,-0.00027540209134432366,20.610092642222316,253.26591958781026,-253.26591958781026,0.0,1.3239111193688524,-119.34191578476819,0.0,230.49603880480606,0.0,-0.06499491581133596,0.0,0.0,3.7093712339851956,-0.009363674326691628,-2.692994867490265,-0.5206129720272898,2.0741422238937117,-0.04894245228581994,0.0,0.2928167839352913,1.0,-10.0
52,0.0,-0.0002754020913443232,20.24252177418364,236.07407575684687,-236.07407575684687,0.0,2.1481876842622447,-106.12885370994385,-4.7563581789538,215.8661594973389,0.0,-0.06499491581133586,0.0,0.0,4.990353495733306,-0.009363674326691614,-2.4646420190629272,-0.5206129720272576,0.7931599621455768,-0.048942452285819865,0.0,0.29281678393522886,1.0,-10.0
53,0.0,-0.00027540209134432994,21.19379340997496,230.84208176000323,-230.84208176000323,0.0,0.9590981395238299,-107.43685220915881,0.0,207.7803505931224,0.0,-0.06499491581133744,0.0,0.0,3.5634460420472305,-0.009363674326691841,-2.5835509735368363,-0.5206129720273047,2.2200674158318074,-0.04894245228582106,0.0,0.2928167839353001,1.0,-10.0
57,0.0,-0.00027540209134433634,17.06988192560203,215.18753008702288,-215.18753008702288,0.0,2.1481876842623677,-96.4787408371769,-4.756358178954055,198.54883365716933,0.0,-0.06499491581133895,0.0,0.0,3.800613552515075,-0.00936367432669206,-2.068062037990255,-0.5206129720273244,0.0,-0.0489424522858222,0.0,0.29281678393532157,1.0,-8.0171000946359
58,0.0,-0.0002754020913443246,12.313523746647405,172.38030647642847,-172.38030647642847,0.0,0.9590981395237761,-80.4260319832034,0.0,159.30887868079114,0.0,-0.06499491581130472,0.0,0.0,0.23334491829950532,-0.009363674326691657,-1.4735172656209197,-0.5206129720273087,0.0,-0.048942452285820094,0.0,0.29281678393527033,1.0,-4.44983146042057
59,0.0,-0.0002754020913443416,25.00148154705898,298.469326112321,-298.469326112321,0.0,4.1310875896265795,-129.19658927568716,-10.705057895046563,275.88192996637474,0.0,-0.06499491581134019,0.0,0.0,3.8006135525151348,-0.009363674326692235,-3.0595119906723203,-0.5206129720273293,0.0,-0.04894245228582311,0.0,0.29281678393526495,1.0,-10.0
99,0.0,-0.0002754020913443369,17.4327059557377,203.66338298213088,-203.66338298213088,5.295644477475924,0.0,-97.32086083260306,0.0,185.1300177811063,0.0,-0.06499491581133908,0.0,0.0,3.1798067862377772,-0.009363674326692077,-2.2958215316797537,-0.5206129720273345,2.6037066716413624,-0.04894245228582229,0.0,0.29281678393525334,1.0,-10.0
100,0.0,-0.0002754020913443354,18.891957875118106,194.9078714658469,-194.9078714658469,3.8363925580954588,0.0,-91.48385315508062,0.0,174.91525434544207,0.0,-0.06499491581133875,0.0,0.0,3.179806786237764,-0.009363674326692028,-2.295821531679703,-0.5206129720273514,2.6037066716413584,-0.04894245228582203,0.0,0.29281678393531874,1.0,-10.0
134,0.0,-0.00027540209134433753,21.035681736330343,250.15867387253635,-250.15867387253635,0.0,2.5087149397831374,-111.4406219412884,-6.558994456557826,229.73444125971494,0.0,-0.06499491581133923,0.0,0.36052725552073717,5.062458946837671,-0.0093636743266921,-2.6088529212713083,-0.5206129720272691,0.0,-0.048942452285822405,0.0,0.29281678393528454,1.0,-10.0
175,0.0,-0.0002754020913443313,22.728350433213244,194.90787146584398,-194.90787146584398,0.0,0.0,-87.6474605969838,0.0,171.07886178734395,0.0,-0.06499491581133778,0.0,0.0,3.1798067862377235,-0.009363674326691884,-2.295821531679709,-0.5206129720273286,2.6037066716413486,-0.048942452285821295,0.0,0.2928167839352831,1.0,-10.0
181,0.0,-0.00027540209134432436,7.017879269171706,96.04350722094743,-96.04350722094743,18.314177835682276,0.0,-39.605362944549555,-13.01853335820654,95.73608872141291,0.0,-0.06499491581131168,0.0,0.0,5.783513457878947,-0.00936367432669165,-0.9939681958590071,-0.520612972027304,0.0,-0.04894245228581455,0.0,0.29281678393527705,1.0,-10.0
182,0.0,-0.00027540209134433954,27.86959042585201,276.4271744213062,-276.4271744213062,0.0,1.3239111193689992,-129.1076687556086,0.0,247.4348669666191,2.5926777798672496,-0.0649949158113397,0.0,0.0,0.5981578981446275,-0.009363674326692167,-2.9522626454771457,-0.520612972027294,0.0,-0.04894245228582276,0.0,0.29281678393527,1.0,-10.0
195,0.0,-0.00027540209134437385,12.313523746649523,613.4752858041337,-613.4752858041337,0.0,6.509266679104294,-309.2987744564256,0.0,594.8536894689134,0.0,-0.06499491581134781,0.0,0.0,5.783513457879972,-0.009363674326693333,-4.2486015354112165,-0.5206129720273848,0.0,-0.04894245228582886,0.0,0.2928167839352708,1.0,-10.0
196,0.0,-0.00027540209134433694,11.997199737005175,163.83955821608092,-163.83955821608092,0.0,0.563693127470355,-76.0370363494133,0.0,151.3216974373178,0.0,-0.06499491581131418,0.0,0.0,0.6287499303530195,-0.00936367432669208,-1.2758147595942395,-0.5206129720273451,0.0,-0.0489424522858223,0.0,0.29281678393527416,1.0,-4.528912462831027
197,0.0,-0.000275402091344337,15.804585887030894,198.1060335663126,-198.1060335663126,0.0,1.5155396649767898,-88.8869646057502,-3.8073861500256996,182.73263317503026,0.0,-0.06499491581133911,0.0,0.0,3.4842895428722636,-0.00936367432669208,-1.7517380283474502,-0.5206129720273458,0.0,-0.04894245228582231,0.0,0.2928167839352726,1.0,-7.384452075350306
198,0.0,-0.00027540209134433737,20.633289747922696,236.33327246503924,-236.33327246503924,0.0,2.3203236417920947,-104.37905615944467,-6.624130068879258,216.73475619547654,0.0,-0.06499491581133919,0.0,0.0,5.295053490706686,-0.009363674326692094,-2.355326010958934,-0.5206129720272779,0.0,-0.04894245228582238,0.4023919884076097,0.2928167839352828,1.0,-10.0
199,0.0,-0.0002754020913443236,20.75093979647454,221.46834694091697,-221.46834694091697,0.0,0.5636931274703447,-102.6629956969641,0.0,199.10252859525082,0.0,-0.06499491581133594,0.0,0.0,3.9114024526541757,-0.009363674326691626,-2.370032267027904,-0.5206129720273227,2.1884350148674705,-0.04894245228581992,0.0,0.2928167839352332,1.0,-10.0
200,0.0,-0.0002754020913443301,19.989462566469914,225.65647170595037,-225.65647170595037,0.0,1.5155396649767066,-101.61596450570948,-3.8073861500256174,205.57508505029904,0.0,-0.06499491581133747,0.0,0.0,5.053618297661962,-0.009363674326691844,-2.274847613277301,-0.5206129720273094,1.046219169859792,-0.04894245228582107,0.0,0.2928167839353107,1.0,-10.0
201,0.0,-0.0002754020913443426,21.035681736330716,244.23478787377582,-244.23478787377582,0.0,1.9910938330949477,-108.62246258265458,-6.185156990616426,223.8680687172527,0.0,-0.06499491581134043,0.0,0.4755541681181106,5.148729131285793,-0.009363674326692271,-2.465069280524641,-0.5206129720273213,0.0,-0.0489424522858233,0.0,0.29281678393524346,1.0,-10.0
202,0.0,-0.0002754020913443402,21.035681736330538,239.64708884016355,-239.64708884016355,0.0,2.4386742266178327,-105.50338671529063,-6.884501355496005,219.81187140094912,0.0,-0.06499491581133987,0.307711520547023,0.0,5.176702905880942,-0.009363674326692191,-2.367161069441545,-0.5206129720273048,0.0,-0.048942452285822884,0.0,0.29281678393531263,1.0,-10.0
203,0.0,-0.00027540209134434306,28.41046234851282,245.90587127362136,-245.90587127362136,0.0,0.5636931274703415,-112.96687722530649,0.0,216.97474788335063,2.735543768584553,-0.06499491581134054,0.0,0.0,0.6287499303529928,-0.009363674326692287,-2.6435866438865356,-0.5206129720273098,0.0,-0.04894245228582338,0.0,0.2928167839352942,1.0,-10.0
204,0.0,-0.000275402091344328,21.03568173632961,232.63126617168092,-232.63126617168092,0.0,2.0386492499066433,-103.01092339885516,-5.899824489745281,212.5498795160298,0.5231095849298777,-0.06499491581133697,0.0,0.0,5.053618297661908,-0.009363674326691773,-2.2748476132773003,-0.5206129720272646,0.0,-0.048942452285820705,0.0,0.2928167839352877,1.0,-10.0
205,0.0,-0.00027540209134433233,11.430916333735105,166.85747508999052,-166.85747508999052,0.0,0.0,-77.54988020006742,0.0,155.18644914033297,0.0,-0.06499491581130412,0.0,0.0,1.4807653110572376,-0.00936367432669192,-0.9939681958590384,-0.520612972027339,0.0,-0.048942452285821475,0.0,0.2928167839352671,1.0,-4.814644440265507
206,0.0,-0.0002754020913443305,29.703121639466012,336.24575670798174,-336.24575670798174,0.0,0.0,-158.5401956092527,0.0,303.58638682606573,0.0,-0.06499491581133757,0.0,2.963060319848192,0.24615684445383143,-0.009363674326691858,-3.9570285157072003,-0.5206129720273135,0.0,-0.04894245228582115,0.0,0.2928167839353057,1.0,-10.0
207,0.0,-0.00027540209134432875,26.98698301293825,244.63780848600476,-244.63780848600476,0.0,0.0,-112.55103022827373,0.0,217.41071585714408,2.5926777798671576,-0.06499491581133716,0.0,0.0,1.4807653110572006,-0.0093636743266918,-2.2903070857926346,-0.520612972027286,0.0,-0.048942452285820844,0.0,0.29281678393529803,1.0,-10.0
208,0.0,-0.00027540209134435656,7.974012627246134,474.52190496761233,-474.52190496761233,0.0,0.0,-236.56745069861265,0.0,464.5793308711987,0.0,-0.06499491581134371,0.0,0.0,10.123024577282255,-0.009363674326692746,-0.9939681958590533,-0.5206129720273429,0.0,-0.048942452285825784,0.0,0.292816783935255,1.0,-10.0
209,0.0,-0.0002754020913443286,19.727485229310073,221.47655365252413,-221.47655365252413,0.0,0.0,-102.78527725744054,0.0,200.47188769534478,0.0,-0.06499491581133712,0.0,0.0,4.591978646897897,-0.009363674326691796,-2.031039307805878,-0.5206129720272707,2.0741422238937526,-0.048942452285820816,0.0,0.2928167839352567,1.0,-10.0
210,0.0,-0.0002754020913443281,11.997199737004655,599.2407053701066,-599.2407053701066,0.0,6.0347806646390785,-301.9442412321794,0.0,581.2517570541751,0.0,-0.06499491581133701,0.0,0.0,6.099837467521673,-0.009363674326691778,-4.011358528178575,-0.5206129720272162,0.0,-0.048942452285820726,0.0,0.2928167839351658,1.0,-10.0
211,0.0,-0.0002754020913443323,29.775561656094602,338.4913972234667,-338.4913972234667,0.0,0.10866002494272037,-159.71734587946648,0.0,305.68714730829356,0.0,-0.06499491581133798,0.0,2.9630603198482497,0.17371682782526715,-0.009363674326691919,-4.011358528178689,-0.5206129720272595,0.0,-0.04894245228582147,0.0,0.2928167839352668,1.0,-10.0
212,0.0,-0.0002754020913443244,29.72123164362239,336.7528368243737,-336.7528368243737,0.380310087299397,0.0,-159.01105571733436,0.0,304.0572469341441,0.0,-0.06499491581133614,0.0,3.0173903323195206,0.06505680288263485,-0.009363674326691652,-4.011358528178524,-0.5206129720272518,0.0,-0.04894245228582007,0.0,0.292816783935268,1.0,-10.0
213,0.0,-0.0002754020913443503,30.10154173092479,334.470976300608,-334.470976300608,0.0,0.0,-157.48981536815106,0.0,301.3950763230759,0.0,-0.06499491581134226,0.0,3.017390332319728,0.06505680288264097,-0.009363674326692533,-4.011358528178912,-0.5206129720273616,0.0,-0.04894245228582468,0.0,0.29281678393530713,1.0,-10.0
