M_ac_e,M_ca2_e,M_cd2_e,M_cl_e,M_co2_e,M_cobalt2_e,M_cu2_e,M_fe2_e,M_fe3_e,M_for_e,M_fum_e,M_gln__45__L_e,M_gly_e,M_h2_e,M_h2o_e,M_h2s_e,M_h_e,M_ile__45__L_e,M_k_e,M_lac__45__L_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_n2_e,M_na1_e,M_nh4_e,M_ni2_e,M_oxa_e,M_pi_e,M_pro__45__L_e,M_s_e,M_so4_e,M_ss_e,M_succ_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.020352418666194593,-1.204192431105926e-06,0.0,0.0,0.15640488790594057,0.0,0.0,0.2817960115252409,-0.2817960115252409,0.0,0.0,0.0,0.0,0.0055800959511961385,-0.06740395098251108,0.0,0.17014902725704908,0.0024679632241650295,-0.00028418951104668437,0.0,0.0,0.0,0.0,-4.0942556741319166e-05,0.0,0.0,-0.0055800959511961385,0.0,0.0,0.0,0.0,-0.0022763741458559287,0.0,0.0,-0.0002140003015760034,0.0,0.0,0.0,0.0,0.0,0.0,0.0012803379712713469,0.004372488332343069
0.019691558444994157,-1.1814930174647977e-06,0.0,0.0,0.15317939499282593,0.0,0.0,0.28507759490925355,-0.28507759490925355,0.0,0.0,0.0,0.0,0.0,-0.06530173308239107,0.0,0.17525798151166264,0.0025600466257068733,-0.00027883244759313466,0.0,0.0,0.0,0.0,-4.017077641203821e-05,0.0,0.0,-0.005544212002405739,0.0,0.0,0.0,0.0,-0.002233463762927099,0.0,0.0,-0.00020996632723824856,0.0,0.0,0.0,0.0,0.0,0.0,0.0012562031897699881,0.00429006552454838
0.0,-8.469193789871535e-07,0.0,0.0,0.13472521557878372,0.0,0.0,0.2905802893812377,-0.2905802893812377,0.0,0.0,0.0,0.0,0.004249850798887546,-0.06952750270347974,0.0,0.19774392081413464,0.002386378906137125,-0.00019987304187693317,0.0,0.0,0.0,0.0,-2.8795268790768673e-05,0.0,0.0,-0.004249850798887546,0.0,0.0,0.0,0.0,-0.0016009944325759743,0.0,0.0,-0.0001505083388934452,0.0,0.0,0.0,0.0,0.0,0.0,0.0009004732229772813,0.00307521041272084
0.0,-8.384007554352332e-07,0.0,0.0,0.13278981005352636,0.0,0.0,0.2928801391793772,-0.2928801391793772,0.0,0.0,0.0,0.0,0.0,-0.06786101935747599,0.0,0.20097755261723463,0.0024590908782795126,-0.00019786264603032611,0.0,0.0,0.0,0.0,-2.8505635490373217e-05,0.0,0.0,-0.004255461771942414,0.0,0.0,0.0,0.0,-0.0015848910475098005,0.0,0.0,-0.00014899447120748975,0.0,0.0,0.0,0.0,0.0,0.0,0.0008914159353588288,0.003044278826434264
0.0,-3.69273791783432e-07,0.0,0.0,0.021472532026608957,0.0,0.0,0.28186214757025385,-0.28186214757025385,0.0,0.0,0.0,0.0,-0.13890859501645253,0.007100682157455061,0.0,0.2556012230000125,0.0,-8.714864470033973e-05,0.0,0.0,0.0,0.0,-1.255531323950442e-05,0.0,0.0,-0.0028405887119480992,0.0,0.0,0.0,0.0,-0.0006980656003509184,0.0030156464338784448,0.0,-6.562464666315227e-05,0.0,0.0,0.0,0.0,0.0,-0.004739196436037508,0.0003926243391028987,0.0013408532592504802
0.0,-4.07581409500441e-07,0.0,0.0,0.017043077956881692,0.0,0.0,0.2833645256875241,-0.2833645256875241,0.0,0.0,0.0,0.001664241345343021,-0.13528937339467959,0.0011803252862728935,0.0,0.26436480099811804,0.0,-9.618924557703005e-05,0.0,0.0,0.0,0.0,-1.3857772689912176e-05,0.0,0.0,-0.0023031442088011682,0.0,0.0,0.0,0.0,-0.0007704813275285468,0.0,0.0,-7.243239726209045e-05,0.0,0.0,0.0,0.0,0.0,-0.008559312514732869,0.0004333542891383671,0.0014799503065169618
0.0,-4.799331715502021e-07,0.0,0.0,0.021914526320418237,0.0,0.0,0.2826537270304041,-0.2826537270304041,0.0,0.0,0.0,0.0,-0.13426150740811374,0.003929309746739166,0.0,0.2582324420289947,0.0,-0.00011326426726721287,0.0,0.0,0.0,0.0,-1.6317733445799198e-05,0.0,0.0,-0.0023492463445707514,0.0,0.0,0.0,0.0,-0.0009072532223543071,0.0012341885051748592,0.0,-8.529022504629626e-05,0.0,0.0,0.0,0.0,0.0,-0.009395775586377043,0.0005102811206379,0.001742663496880151
0.0,-9.957236277773904e-08,0.0,0.0,0.0,0.0,0.0,0.28157140947750564,-0.28157140947750564,0.0,0.0,0.0,0.002488391741952269,-0.14859209331794376,0.004451987447112578,0.0,0.27692976627358845,0.0,-2.3499085661566964e-05,0.0,0.0,0.0,0.0,-3.3854614989987335e-06,0.0,0.0,-0.0016035677308792204,0.0,0.0,0.0,0.0,-0.00018822901258469548,0.0,0.0,-1.7695274536397565e-05,0.0,0.0,0.0,0.0,0.0,-0.002091044760578318,0.00010586869146525197,0.000361552674824276
0.0,-4.991325765079673e-07,0.0,0.0,0.02022407948369503,0.0,0.0,0.2832647550819988,-0.2832647550819988,0.0,0.0,0.0,0.0006417806946899134,-0.1326799248601298,0.0015193763716384915,0.0,0.26171719710526536,0.0,-0.00011779532838866799,0.0,0.0,0.0,0.0,-1.6970513438911215e-05,0.0,0.0,-0.002122336023172481,0.0,0.0,0.0,0.0,-0.0009435472796268115,0.0,0.0,-8.870220335217896e-05,0.0,0.0,0.0,0.0,0.0,-0.011055208682629014,0.0005306945749648519,0.001812377582434284
0.0,-5.655546304948323e-07,0.0,0.0,0.02000665573621116,0.0,0.0,0.28169217990039336,-0.28169217990039336,0.004363113858647657,0.0,0.0,0.0,-0.1317930683379849,0.00026719605458233527,0.0,0.26164029509304443,0.0,-0.00013347093849685272,0.0,0.0,0.0,0.0,-1.9228864051308448e-05,0.0,0.0,-0.0020411730099385455,0.0,0.0,0.0,0.0,-0.0010691098080936972,0.0,0.0,-0.00010050624664070244,0.0,0.0,0.0,0.0,0.0,-0.012526380276138343,0.0006013167410343694,0.0020535596797184356
