,M_co2_e,M_fe2_e,M_h2o_e,M_h_e,M_mal__45__L_e,M_nh4_e,M_pi_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
11,16.993640617330847,-3.382214673864775e-05,23.86250263425111,-20.358904015894232,0.15000000000002903,-10.854685794342366,-0.9265328406797108,-0.2486892711241642,0.9947690217249335,1.0,-10.0
