,M_co2_e,M_fe2_e,M_h2o_e,M_h_e,M_mal__45__L_e,M_nh4_e,M_pi_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
11,14.316864490913146,-2.849460586774821e-05,19.31618676587623,-17.152043905283353,2.4891176954021295,-9.144895382249688,-0.7805887758308782,-0.20951664656233668,0.8380766431690628,1.0,-10.0
