,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_nh4_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,-0.0003150192335676456,0.0,5.365886630376614,93.19096408628782,-93.19096408628782,16.725347719011058,0.0,-43.90562596057166,0.0,92.91760045437712,0.0,-0.07434456457730929,0.0,0.0,-0.01071065762562966,-3.2170457323490456,-0.5955041903744037,0.0,-0.055982922034978934,0.9431407106283334,0.33493906455385314,1.0,-10.0
1,0.0,-0.00031501923356764747,0.0,7.035054859933072,83.17595470895002,-83.17595470895002,15.056179489454754,0.0,-37.22895304234632,0.0,81.23342284748291,0.0,-0.07434456457730497,0.0,0.0,-0.010710657625629727,-3.2170457323490873,-0.595504190374406,0.0,-0.05598292203497925,0.9431407106283164,0.3349390645538339,1.0,-10.0
2,0.0,-0.00031501923356764156,0.0,22.091234349387417,83.17595470894842,-83.17595470894842,0.0,0.0,-22.172773552891126,0.0,66.17724335802686,0.0,-0.0743445645773307,0.0,0.0,-0.010710657625629522,-3.217045732349009,-0.5955041903743874,0.0,-0.055982922034954447,0.9431407106283115,0.33493906455384626,1.0,-10.0
3,0.0,-0.0003150192335676488,0.0,0.0,111.59639865296529,-111.59639865296529,26.80693790252969,0.0,-51.87224489988863,-7.54512568502679,120.46148449394471,0.0,-0.07434456457732525,0.0,0.0,-0.01071065762562977,-2.273905021720729,-0.5955041903744093,0.0,-0.055982922034977387,0.0,0.33493906455384026,1.0,-10.0
4,0.0,-0.00031501923356764546,0.0,3.479605209119962,83.75955698000442,-83.75955698000442,23.32733269340943,0.0,-34.47421885428825,-7.545125685026692,89.14503761186376,0.0,-0.0743445645773318,0.0,0.0,-0.010710657625629656,-2.2739050217207204,-0.595504190374403,0.0,-0.05598292203497888,0.0,0.3349390645538471,1.0,-10.0
5,0.0,-0.000315019233567647,0.0,3.479605209119975,98.84980835005831,-98.84980835005831,13.267165113373876,0.0,-47.04942832933301,0.0,99.20520519189982,0.0,-0.07434456457730412,0.0,0.0,-0.010710657625629706,-2.273905021720723,-0.5955041903744223,0.0,-0.05598292203494633,0.0,0.33493906455385053,1.0,-7.4849581049911045
6,0.0,-0.0003150192335676395,0.0,0.0,126.68665002301518,-126.68665002301518,16.746770322493465,0.0,-64.44745437493138,0.0,130.5216520739766,0.0,-0.07434456457730484,0.0,0.0,-0.010710657625629456,-2.2739050217206382,-0.5955041903743947,0.0,-0.05598292203495006,0.0,0.3349390645538253,1.0,-7.484958104991158
7,0.0,-0.0003150192335676434,0.0,0.0,136.11805712930007,-136.11805712930007,22.091234349387538,0.0,-70.7350591124544,0.0,141.21058012776598,0.0,-0.07434456457729648,0.0,0.0,-0.010710657625629586,-3.217045732349032,-0.5955041903743997,0.0,-0.05598292203497783,0.9431407106282856,0.3349390645538103,1.0,-10.0
8,0.0,-0.0003150192335676455,0.0,5.148773438676334,73.74454760266606,-73.74454760266606,21.65816446385305,0.0,-27.797545936062665,-7.545125685026697,77.460860004969,0.0,-0.07434456457732797,0.0,0.0,-0.010710657625629656,-2.2739050217207164,-0.5955041903744135,0.0,-0.05598292203496523,0.0,0.334939064553838,1.0,-10.0
9,0.0,-0.00031501923356763836,0.0,5.148773438676223,88.83479897271745,-88.83479897271745,11.597996883817155,0.0,-40.37275541110629,0.0,87.52102758500264,0.0,-0.07434456457731459,0.0,0.0,-0.010710657625629411,-2.2739050217206693,-0.5955041903743806,0.0,-0.055982922034957625,0.0,0.3349390645538493,1.0,-7.484958104991163
