M_2ddglcn_e,M_ac_e,M_ala__45__D_e,M_alaala_e,M_arab__45__L_e,M_arg__45__L_e,M_asp__45__L_e,M_buts_e,M_bz_e,M_ca2_e,M_cd2_e,M_cellb_e,M_cgly_e,M_cit_e,M_co2_e,M_cobalt2_e,M_cro4_e,M_cu2_e,M_eths_e,M_etoh_e,M_fe2_e,M_fe3_e,M_fru_e,M_fum_e,M_glc__45__D_e,M_gln__45__L_e,M_glu__45__L_e,M_glyc3p_e,M_glyclt_e,M_gthrd_e,M_h2_e,M_h2o_e,M_h_e,M_hexs_e,M_hom__45__L_e,M_ile__45__L_e,M_istnt_e,M_k_e,M_lac__45__L_e,M_leu__45__L_e,M_met__45__D_e,M_met__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_mops_e,M_na1_e,M_nh4_e,M_ni2_e,M_no2_e,M_no3_e,M_o2_e,M_orot_e,M_pi_e,M_ppa_e,M_ppn_e,M_pro__45__L_e,M_ptrc_e,M_pyr_e,M_rib__45__D_e,M_so4_e,M_spmd_e,M_succ_e,M_sula_e,M_tsul_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7632883515643904e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5188601647627077,-0.016069929947749573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23967803286263725,0.0,0.0,0.0,0.0,0.09154403390263037,-0.004830398785555386,0.0,0.0,0.0,0.0,0.0,0.0,-0.001296519994194244,0.0,0.0959677725856971,0.0,0.0,0.0,0.0,0.0,0.0,0.005186142210483502,0.02656682861950962
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4004210672087082e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4844915075223759,-0.06230495833327278,0.0,0.05716391637655391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2780060052064023,0.0,0.0,0.0,0.0,0.08794888914076152,-0.0038363505414809617,0.0,0.0,0.0,0.0,0.0,0.0,-0.0010297090162911043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004118885491790319,0.021099638328964426
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7690986782487497e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004118956691913381,0.0,0.0,0.5159017438834592,-0.01639748013694129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2393694231613517,0.0,0.0,0.0,0.0,0.09129649240588031,-0.004846315748277285,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013007922419592725,0.0,0.09491101670100588,0.0,0.0,0.0,0.0,0.0,0.0,0.00520323140661397,0.026654370712729816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4248635105635625e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010266846302486997,0.0,0.0,0.4780607201161769,-0.0618523796207537,0.0,0.055594923144858865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27618477148504406,0.0,0.0,0.0,0.0,0.08743054801664464,-0.0039033088178131027,0.0,0.0,0.0,0.0,0.0,0.0,-0.001047681185442232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0041907750310693015,0.02146790379335905
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0838238486595693e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5430757993937386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24170081124168388,0.0,0.0,0.0,-0.08848141077337426,0.10345859512382902,-0.002969055740472842,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007969197373333717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031877172019399097,0.01632958240524317
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.6944956936436734e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5295033952629128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24333188621114177,0.0,0.0,0.0,-0.012191826470781875,0.09447485663123006,-0.004641946357465252,0.0,0.0,0.0,0.0,0.0,0.0,-0.0012459377644818749,0.0,0.08409581649535523,0.0,0.0,0.0,0.0,0.0,0.0,0.004983810863657863,0.02553035449340382
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3320724742627235e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5270819064213703,0.0,0.0,0.03694336579994486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27489608896155565,0.0,0.0,0.0,-0.03486124614659941,0.09760097657768278,-0.003649114596737271,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009794533010242885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003917860218419775,0.020069854769418072
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.83328732740522e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4927203237503478,0.09272273907179261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21928964998748063,0.0,0.0,0.0,-0.08027717200953058,0.09386563080342798,-0.0026937567597593703,0.0,0.0,0.0,0.0,0.0,0.0,-0.0007230271564674479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028921433315897706,0.014815458796730475
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1627855379012287e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023501524431393476,0.0,0.0,0.5262377791778008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2405086380100697,0.0,0.0,0.0,-0.08317693747242283,0.1015954329241866,-0.0031853654821438052,0.0,0.0,0.0,0.0,0.0,0.0,-0.0008549791062314513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034199574644153785,0.017519269652782127
