,M_ac_e,M_ca2_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
2,0.0,-0.0002142016266011391,20.045917787683866,193.73148299188756,-193.73148299188756,0.0,0.0,-91.14608225484432,1.7537119521299356,171.28361932953592,0.0,-0.05055160118659427,0.0,0.0,3.84942165531427,-0.00728285780964899,-2.3316456731582806,-0.4049212004656718,3.117118597202577,-0.03806635177785968,0.0,0.22774638750518864,1.0,-10.0
21,0.0,-0.00021420162660115008,20.409394529336744,215.8612934783181,-215.8612934783181,0.0,0.0,-104.7689843828771,4.118834593592385,191.68008544649172,0.0,-0.05055160118659688,0.0,0.0,2.982749470577624,-0.007282857809649367,-2.641966872887901,-0.4049212004656934,3.737760996661814,-0.038066351777861634,0.0,0.2277463875052238,1.0,-10.0
140,0.0,-0.00021420162660114095,18.53558280921996,233.16552686733513,-233.16552686733513,0.0,3.132978152443266,-103.06046038805243,-8.194950153478056,215.8054572407241,0.0,-0.050551601186594707,0.10906393135148688,0.0,6.393318673184606,-0.007282857809649054,-2.3941074164544394,-0.40492120046566277,0.0,-0.038066351777860004,0.0,0.2277463875052055,1.0,-10.0
141,0.0,-0.00021420162660114382,16.681495976244385,212.8796356359557,-212.8796356359557,1.8540868329757976,2.8057863583887794,-93.46283442912015,-8.958397672938796,198.0280364304294,0.0,-0.050551601186595393,0.0,0.0,6.720510467239291,-0.007282857809649152,-2.1759795537513686,-0.4049212004656942,0.0,-0.038066351777860524,0.0,0.2277463875051933,1.0,-10.0
142,0.0,-0.00021420162660114257,5.458350542689142,61.367172282959395,-61.367172282959395,18.688804983308597,0.0,-21.915282290205276,-14.569970389716328,63.350291227765915,0.0,-0.05055160118658178,0.0,0.0,6.720510467239244,-0.007282857809649111,-0.7730863745570068,-0.40492120046569247,0.0,-0.038066351777849,0.0,0.22774638750522289,1.0,-10.0
143,0.0,-0.0002142016266011428,7.577443398873658,106.38622407583124,-106.38622407583124,1.753711952129999,0.0,-49.71371541795369,0.0,98.84225007695616,0.0,-0.05055160118656664,0.0,0.0,0.050599735575355506,-0.007282857809649117,-0.7730863745570146,-0.40492120046570035,0.0,-0.03806635177783219,0.0,0.22774638750523288,1.0,-3.0840594830584243
145,0.0,-0.0002142016266011498,18.642948225980813,179.2341308542887,-179.2341308542887,1.7537119521300213,0.0,-83.37129260040557,0.0,159.2414639249181,0.0,-0.050551601186596816,0.0,0.0,4.200164045740481,-0.0072828578096493565,-2.1562744779453875,-0.4049212004656929,2.7663762067766817,-0.038066351777861586,0.0,0.22774638750520265,1.0,-10.0
146,0.0,-0.00021420162660115295,28.325264949699818,210.1253318299653,-210.1253318299653,1.7537119521300437,0.0,-96.3963139073141,0.0,181.833536280264,3.457970258470942,-0.050551601186597545,0.0,0.0,0.050599735575385434,-0.007282857809649463,-2.502071503792539,-0.4049212004656535,0.0,-0.03806635177786214,0.0,0.22774638750524062,1.0,-10.0
149,0.0,-0.00021420162660114049,9.542031853473086,84.53646552017574,-84.53646552017574,12.04933376773396,0.0,-30.694142550424747,-12.653127961123351,81.15800820180301,0.0,-0.050551601186574535,0.0,0.0,7.359457943436807,-0.00728285780964904,-0.7730863745570012,-0.40492120046569213,0.0,-0.03806635177785854,0.0,0.2277463875052337,1.0,-10.0
150,0.0,-0.0002142016266011428,6.688499469077714,70.22424455295727,-70.22424455295727,16.47453691580917,0.0,-25.60572906937106,-13.831881033883205,70.48515500081976,0.0,-0.0505516011865715,0.0,0.0,6.966540252516975,-0.007282857809649118,-0.773086374557014,-0.40492120046570446,0.0,-0.038066351777839236,0.0,0.2277463875052302,1.0,-10.0
151,0.0,-0.00021420162660115233,14.959287479300954,181.87988269097048,-181.87988269097048,4.068354900475407,2.0676970025557213,-78.3320026345436,-9.696487028772331,169.7346111234985,0.0,-0.0505516011865974,0.0,0.0,6.966540252517258,-0.007282857809649441,-1.8069348758348915,-0.40492120046566255,0.0,-0.03806635177786203,0.0,0.2277463875051928,1.0,-10.0
152,0.0,-0.00021420162660114154,7.577443398873643,64.8905809741812,-64.8905809741812,15.585592986013115,0.0,-22.04995335018714,-13.831881033883127,64.26254749224775,0.0,-0.05055160118657804,0.0,0.0,6.966540252516937,-0.0072828578096490754,-0.7730863745569948,-0.4049212004656918,0.0,-0.03806635177785896,0.0,0.22774638750522347,1.0,-10.0
153,0.0,-0.00021420162660114808,12.292455689912801,128.54324690320874,-128.54324690320874,8.513074549455181,1.1787530727597249,-52.10815670556099,-11.474374888364073,120.8426949847169,0.0,-0.05055160118659327,0.0,0.0,6.966540252517159,-0.007282857809649297,-1.362462910936888,-0.4049212004656688,0.0,-0.038066351777861274,0.0,0.2277463875052026,1.0,-10.0
161,0.0,-0.00021420162660114493,18.39296074514524,231.99099222201542,-231.99099222201542,0.0,3.0910304865389464,-102.66195756196231,-8.10266528848842,214.71481792721286,0.0,-0.05055160118659565,0.0,0.0,6.435266339089164,-0.007282857809649189,-2.3899126498639918,-0.4049212004656576,0.0,-0.03806635177786072,0.14262206407505268,0.22774638750519036,1.0,-10.0
162,0.46352170824389965,-0.00021420162660113984,18.535582809219846,233.27459079868547,-233.27459079868547,0.0,3.2693080666326755,-102.96502944811932,-8.494875964694627,216.10538305193958,0.0,-0.05055160118659444,0.0,0.0,6.256988758995209,-0.007282857809649015,-2.4077404078733142,-0.4049212004656865,0.0,-0.0380663517778598,0.0,0.2277463875052319,1.0,-10.0
163,4.162315275588349,-0.00021420162660114024,5.458350542689087,19.744019527075153,-19.744019527075153,27.01343553448512,0.0,-1.103705912263247,-18.732285665304538,25.889453747469993,0.0,-0.05055160118658585,0.0,0.0,2.5581951916508285,-0.007282857809649031,-0.7730863745570048,-0.4049212004656964,0.0,-0.03806635177785148,0.0,0.22774638750523227,1.0,-10.0
167,0.0,-0.00021420162660114444,18.535582809220287,234.79157093476158,-234.79157093476158,0.0,2.974339706841128,-104.16597205584458,-7.947077582224655,217.24311815399759,0.0,-0.05055160118659553,0.0,0.1685533484523333,6.383403770334546,-0.007282857809649173,-2.4288095764299036,-0.40492120046563007,0.0,-0.03806635177786063,0.0,0.22774638750523726,1.0,-10.0
225,0.0,-0.00021420162660114813,18.5355828092206,230.67886923252834,-230.67886923252834,0.0,2.991195041686409,-102.17704254410857,-7.8459455731534105,213.23154846083546,0.18540868329751548,-0.05055160118659642,0.0,0.0,6.3496931006442665,-0.0072828578096493,-2.361388237049059,-0.4049212004656919,0.0,-0.038066351777861294,0.0,0.2277463875052231,1.0,-10.0
226,0.0,-0.0002142016266011479,28.343014775662393,248.33224677212334,-248.33224677212334,0.0,1.029708648398082,-115.41707569880495,0.0,219.11600764070033,3.127638273230084,-0.05055160118659635,0.0,0.0,0.46523392077912423,-0.0072828578096492905,-2.851759835371132,-0.40492120046570446,0.0,-0.038066351777861246,0.0,0.22774638750520554,1.0,-10.0
251,2.12826863736383,-0.0002142016266011516,20.805530239368288,222.1870669472198,-222.1870669472198,0.0,3.3070217101235575,-95.73766377152047,-9.346106251000368,203.8451718419086,0.0,-0.05055160118659722,0.0,0.0,4.838271615153424,-0.007282857809649416,-2.4265972296188303,-0.4049212004656758,0.0,-0.038066351777861905,0.0,0.22774638750523088,1.0,-10.0
252,1.0170887251187692,-0.0002142016266011484,19.027642379776086,226.63178659619624,-226.63178659619624,0.0,3.0847857276744697,-99.18232149947843,-8.679398303653267,209.40107140313035,0.0,-0.05055160118659647,0.0,0.0,5.94945152739829,-0.007282857809649306,-2.315479238394293,-0.4049212004656899,0.0,-0.038066351777861336,0.0,0.22774638750516912,1.0,-10.0
265,2.660881446132124,-0.00021420162660114005,5.458350542689079,23.497604100715673,-23.497604100715673,31.51773702285374,0.0,0.7730863745570017,-22.86122869630912,31.89518906529483,0.0,-0.05055160118658035,0.0,0.0,2.182836734286766,-0.007282857809649024,-0.7730863745570017,-0.4049212004656861,0.0,-0.03806635177784893,0.0,0.22774638750523776,1.0,-10.0
