,M_co2_e,M_fe2_e,M_h2o_e,M_h_e,M_mal__45__L_e,M_nh4_e,M_pi_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
11,15.448764197573501,-3.074740612604342e-05,21.238638758410108,-18.508094559903853,1.5000000000000242,-9.867896176674886,-0.8423025824360969,-0.22608115556741906,0.9043354742953926,1.0,-10.0
