,M_co2_e,M_fe2_e,M_h2o_e,M_h_e,M_mal__45__L_e,M_nh4_e,M_pi_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
11,12.01570548700159,-2.3914649209144836e-05,15.407830145430053,-14.395184657702966,4.500000000000026,-7.675030359636006,-0.6551242307836332,-0.17584089877466405,0.703372035563083,1.0,-10.0
