,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_lac__45__L_e
28,3.482909691273217,-0.00017373718557095471,0.0,9.368020034167902,108.27193004092057,-108.27193004092057,0.0,0.0,-43.66246875163415,0.0,101.63584690756565,0.0,-0.041001989833689106,1.0650026730559798,0.0,0.0,-0.005907066341367992,-1.159545365324709,-0.3284282704253997,0.0,-0.03087530626064853,0.0,0.18472323024319198,1.0,-10.0
50,3.4829096912732207,-0.00017373718557095314,0.0,9.368020034167827,129.5719835020392,-129.5719835020392,0.0,0.0,-54.312495482193576,0.0,122.93590036868434,1.0650026730559614,-0.04100198983371044,0.0,0.0,0.0,-0.005907066341367939,-1.1595453653246754,-0.3284282704253879,0.0,-0.03087530626064825,0.0,0.1847232302432065,1.0,-10.0
75,4.547912364329278,-0.00017373718557095715,0.0,8.303017361112015,99.75190865647409,-99.75190865647409,0.0,0.0,-40.46746073246676,0.0,94.18082819617504,0.0,-0.04100198983371133,0.0,0.0,0.0,-0.005907066341368077,-1.1595453653247252,-0.3284282704254022,0.0,-0.030875306260648973,1.06500267305599,0.1847232302432054,1.0,-10.0
120,0.8361906101946379,-0.00017373718557096108,3.2819618664654975,1.3597030358687168,148.9473576723713,-148.9473576723713,0.0,0.0,-65.37841893580948,0.46634443960984057,149.51044105733396,0.0,-0.04100198983371231,0.0,0.0,0.0,-0.005907066341368209,-0.6270440287967042,-0.32842827042538447,0.0,-0.030875306260649656,0.0,0.1847232302431909,1.0,-10.0
141,5.948201031752335,-0.00017373718557095905,0.0,6.9865501922808795,110.33935000446854,-110.33935000446854,0.0,0.35500089101863774,-46.40955754255369,0.0,106.16855821159247,0.0,-0.04100198983368905,0.0,0.0,0.0,-0.00590706634136814,-1.1176346160288329,-0.32842827042542055,0.6261802834455779,-0.030875306260649306,0.0,0.18472323024318799,1.0,-10.0
142,7.200561598643349,-0.00017373718557095463,0.0,6.610842022213332,101.73980744514643,-101.73980744514643,0.0,0.8559451177751108,-41.54622400779182,-1.5028326802693954,98.82137621916159,0.0,-0.041001989833703914,0.0,0.0,0.0,-0.00590706634136799,-1.0550165876842594,-0.3284282704253803,0.0,-0.03087530626064852,0.0,0.18472323024320353,1.0,-10.0
143,4.946312578239369,-0.0001737371855709583,0.0,8.113674702482905,95.72847672407084,-95.72847672407084,0.0,0.10452877764041746,-38.54055864725385,0.0,90.55579647768181,0.0,-0.04100198983370964,0.7514163401346946,0.0,0.0,-0.005907066341368114,-1.055016587684283,-0.3284282704254133,0.0,-0.030875306260649164,0.0,0.18472323024319443,1.0,-10.0
144,4.695840464861011,-0.0001737371855709542,0.0,5.108009341943933,90.71903445650396,-90.71903445650396,0.0,0.35500089101865645,-38.79103076063118,0.0,87.80060323051914,0.0,-0.04100198983371032,0.0,0.0,0.0,-0.005907066341367974,-0.804544474306042,-0.3284282704253933,0.0,-0.030875306260648442,0.0,0.1847232302431865,1.0,-7.49527886621768
145,6.261291173475117,-0.00017373718557095827,0.0,6.986550192280844,93.84993587373408,-93.84993587373408,0.0,0.19845582015725852,-38.6344856897707,0.0,89.99223422258079,0.46963521258419033,-0.04100198983368845,0.0,0.0,0.0,-0.005907066341368114,-0.9610895451674546,-0.3284282704254213,0.0,-0.03087530626064917,0.0,0.1847232302432122,1.0,-10.0
146,2.1911193310787493,-0.00017373718557095802,2.504721133782335,2.6032882081616533,140.81345713215345,-140.81345713215345,0.0,0.3550008910186321,-61.33352096467341,0.0,140.39974703995094,0.0,-0.04100198983371159,0.0,0.0,0.0,-0.005907066341368105,-0.8045444743060577,-0.32842827042538253,0.0,-0.030875306260649122,0.0,0.18472323024318116,1.0,-10.0
147,5.6977289183739,-0.00017373718557095287,0.0,7.362258362347953,89.71714600299036,-89.71714600299036,0.0,0.10452877764042946,-36.286309626848585,0.0,85.29588209673618,0.0,-0.04100198983370281,0.0,0.0,0.0,-0.005907066341367931,-1.0550165876842528,-0.32842827042538436,0.0,-0.030875306260648203,0.7514163401346735,0.1847232302431765,1.0,-10.0
148,4.695840464860984,-0.0001737371855709534,0.0,2.6032882081616053,115.76624579432666,-115.76624579432666,0.0,0.3550008910186545,-51.31463642954257,0.0,115.35253570212416,0.0,-0.0410019898337105,0.0,0.0,2.5047211337822994,-0.0059070663413679485,-0.8045444743060296,-0.3284282704253922,0.0,-0.0308753062606483,0.0,0.18472323024318077,1.0,-10.0
149,7.200561598643576,-0.0001737371855709602,0.0,5.108009341944117,178.38427413889136,-178.38427413889136,0.0,1.6073614579098277,-83.24983088527024,0.0,175.46584291290642,0.0,-0.0410019898337121,0.0,0.0,0.0,-0.005907066341368178,-1.430724757751646,-0.32842827042538025,0.0,-0.030875306260649504,0.0,0.18472323024320192,1.0,-10.0
150,2.3906720755608424,-0.00017373718557096016,2.5047211337823936,2.603288208161709,136.82240224251413,-136.82240224251413,0.0,0.15544814653657582,-59.238217147612595,0.0,136.60824489479364,0.0,-0.04100198983371209,0.0,0.0,0.0,-0.0059070663413681775,-0.7047681020650148,-0.3284282704254011,0.0,-0.0308753062606495,0.0,0.1847232302431965,1.0,-10.0
151,4.895393209343149,-0.0001737371855709571,0.0,2.6032882081616275,111.77519090468809,-111.77519090468809,0.0,0.15544814653657918,-49.219332612482106,0.0,111.56103355696766,0.0,-0.041001989833674805,0.0,0.0,2.504721133782329,-0.0059070663413680734,-0.7047681020650096,-0.32842827042541356,0.0,-0.030875306260648955,0.0,0.18472323024318588,1.0,-10.0
152,7.4001143431253436,-0.00017373718557095355,0.0,6.610842022213296,97.74875255550488,-97.74875255550488,0.0,0.6563923732930536,-39.450920190730095,-1.5028326802693688,95.02987407400214,0.0,-0.04100198983368256,0.0,0.0,0.0,-0.005907066341367954,-0.9552402154432403,-0.32842827042540756,0.0,-0.030875306260648328,0.0,0.18472323024319687,1.0,-10.0
153,4.8953932093431165,-0.00017373718557095542,0.0,5.1080093419439745,86.72797956686365,-86.72797956686365,0.0,0.1554481465366071,-36.695726943569944,0.0,84.00910108536084,0.0,-0.04100198983368165,0.0,0.0,0.0,-0.005907066341368017,-0.7047681020650035,-0.3284282704253957,0.0,-0.03087530626064866,0.0,0.18472323024319143,1.0,-7.495278866217673
154,6.147753776234209,-0.00017373718557095382,0.0,6.986550192280636,106.34829511482431,-106.34829511482431,0.0,0.1554481465365889,-44.314253725490794,0.0,102.3770560664304,0.0,-0.0410019898336852,0.0,0.0,0.0,-0.005907066341367962,-1.0178582437877923,-0.32842827042539613,0.6261802834455693,-0.030875306260648376,0.0,0.1847232302431888,1.0,-10.0
155,0.7909081526185886,-0.00017373718557096268,0.0,0.0,167.8320099575678,-167.8320099575678,0.0,0.3550008910186605,-77.34751851116278,0.0,168.71994396944618,0.0,-0.04100198983371269,0.0,0.0,5.108009341944189,-0.005907066341368265,-0.8045444743060602,-0.32842827042540873,0.0,-0.030875306260649955,0.0,0.18472323024316983,1.0,-10.0
177,6.125701477261586,-0.00017373718557095677,0.0,7.252800860544751,104.36350167231952,-104.36350167231952,0.0,0.0,-43.821009378875274,0.0,99.83770898842482,0.0,-0.041001989833696004,0.0,0.5325013365279849,0.0,-0.005907066341368061,-1.162009727406173,-0.328428270425411,0.004928724162920817,-0.03087530626064889,0.0,0.18472323024319967,1.0,-10.0
178,6.130630201424485,-0.00017373718557095583,0.0,7.252800860544724,104.3076427984725,-104.3076427984725,0.0,0.0,-43.793079941951845,-0.00492872416292079,99.78431447665928,0.0,-0.041001989833698925,0.0,0.5349656986094549,0.0,-0.005907066341368028,-1.1620097274061585,-0.3284282704254022,0.0,-0.030875306260648723,0.0,0.18472323024320686,1.0,-10.0
179,6.096129132284115,-0.00017373718557095813,0.0,7.277444481359442,104.09077893530538,-104.09077893530538,0.0,0.0,-43.662468751635025,0.0,99.54527135475897,0.0,-0.04100198983370597,0.01971489665168343,0.5226438882021341,0.0,-0.005907066341368107,-1.1595453653247245,-0.3284282704254004,0.0,-0.030875306260649136,0.0,0.1847232302432086,1.0,-10.0
180,6.115844028935831,-0.00017373718557095913,0.0,7.238014688056105,104.20906831521607,-104.20906831521607,0.0,0.0,-43.76104323489368,0.0,99.69313307964717,0.0,-0.041001989833683875,0.0,0.5325013365279738,0.0,-0.005907066341368142,-1.1595453653247247,-0.32842827042542083,0.0,-0.030875306260649313,0.0,0.18472323024320594,1.0,-9.980285103348317
181,6.128987293370071,-0.00017373718557095287,0.0,7.2511579524903,104.16963852190896,-104.16963852190896,0.0,0.0,-43.72818507380596,0.0,99.65041747023159,0.006571632217227609,-0.04100198983369891,0.0,0.5292155204193413,0.0,-0.005907066341367929,-1.159545365324666,-0.32842827042538786,0.0,-0.030875306260648203,0.0,0.18472323024318202,1.0,-10.0
182,6.096129132284043,-0.00017373718557095545,0.019714896651683123,7.218299791404286,104.60336624824754,-104.60336624824754,0.0,0.0,-43.93847730475791,0.0,100.1071459093304,0.0,-0.0410019898337054,0.0,0.5325013365279744,0.0,-0.005907066341368017,-1.1595453653246908,-0.328428270425414,0.0,-0.03087530626064866,0.0,0.1847232302431767,1.0,-10.0
