,M_ca2_e,M_co2_e,M_fe2_e,M_fe3_e,M_h2_e,M_h2o_e,M_h_e,M_k_e,M_mg2_e,M_n2_e,M_pi_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
11,-0.000867057082066937,3.687493629483058,977.8000000000915,-977.8000000000915,-518.8426388551752,31.80466373822048,957.2061514755502,-0.20462554143100445,-0.029479950931003234,-3.129341390844052,-1.6390622242871076,-0.15408706470237907,0.9218843074857547,1.0,-10.0
