M_ac_e,M_ca2_e,M_cd2_e,M_cit_e,M_cl_e,M_co2_e,M_cobalt2_e,M_cu2_e,M_fe2_e,M_fe3_e,M_for_e,M_fum_e,M_gln__45__L_e,M_gly_e,M_h2_e,M_h2o_e,M_h2s_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_mn2_e,M_mobd_e,M_n2_e,M_na1_e,M_nh4_e,M_ni2_e,M_oxa_e,M_pi_e,M_pro__45__L_e,M_s_e,M_so4_e,M_ss_e,M_succ_e,M_ura_e,M_val__45__L_e,M_zn2_e,M_fixed_uptake,objective,virtual_tag_R_constraint_reaction
0.0,-3.7783267139627795e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.27748618258201146,-0.27748618258201146,0.020421915132296856,0.0,0.0,0.0,-0.12586758235532539,-0.009313338641654765,0.0,0.28556744786202554,0.0,-8.916854098057815e-05,0.0,0.0,0.0,-1.2846315246442161e-05,0.0,0.0,-0.0013636557982953496,0.0,0.0,0.0,0.0,-0.0007142450844307863,0.0,0.0,-6.714566836283161e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00040172442832186415,0.00120818717636516
0.0,-5.132022136449109e-07,0.0,0.0,0.0,0.011942636030598388,0.0,0.0,0.28136258880013837,-0.28136258880013837,0.015796024085882193,0.0,0.0,0.0,-0.11125012392596403,-0.012650113050464479,0.0,0.2803965663467316,0.0,-0.0001211157638898944,0.0,0.0,0.0,-1.7448881266119727e-05,0.0,0.0,-0.0018522251443970432,0.0,0.0,0.0,0.0,-0.0009701441568308132,0.0,0.0,-9.120255671148851e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005456538872833112,0.0016410553674901247
0.0,-5.299442375251545e-07,0.0,0.0,0.0,0.028643569132320103,0.0,0.0,0.29054138627110637,-0.29054138627110637,0.0,0.0,0.0,0.0,-0.09856806695966942,-0.013062793450407563,0.0,0.2732325171032683,0.0,-0.00012506688287848387,0.0,0.0,0.0,-1.8018110273855534e-05,0.0,0.0,-0.0019126496647412581,0.0,0.0,0.0,0.0,-0.0010017928446367048,0.0,0.0,-9.417782716396459e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0005634545712405433,0.001694590966949428
0.0,-3.091069747327898e-07,0.0,0.0,0.0,0.012901637304959693,0.0,0.0,0.2874425203321154,-0.2874425203321154,0.0,0.0,0.0,0.0019028215733191216,-0.12504315252148046,-0.003813650128200175,0.0,0.2773465672003256,0.0,-7.294927101456272e-05,0.0,0.0,0.0,-1.0509640756097323e-05,0.0,0.0,-0.002067025052705415,0.0,0.0,0.0,0.0,-0.0005843278095837566,0.0,0.0,-5.493223848891999e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003286529517310931,0.0009884245362294128
0.0,-3.610211120306374e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.2829374007284527,-0.2829374007284527,0.007647988731822074,0.0,0.0,0.0,-0.13509871309903465,0.0,0.0,0.28472646287269543,0.0,-8.520101161181612e-05,0.0,0.0,0.0029663147451866366,-1.2274722031389603e-05,0.0,0.0,-0.0013029803137677085,0.0,0.0,0.0,0.0,-0.0006824649485464246,0.0,0.0,-6.415804057073043e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003838498118933719,0.0011544292248221993
0.0,-4.313523699736282e-07,0.0,0.0,0.0,0.006493734539733534,0.0,0.0,0.2861071355613679,-0.2861071355613679,0.0026441744497083157,0.0,0.0,0.0,-0.12894889578610957,0.0,0.0,0.28175099400507103,0.0,-0.00010179919416953278,0.0,0.0,0.003544188560682817,-1.4665985624015487e-05,0.0,0.0,-0.0015568165618108946,0.0,0.0,0.0,0.0,-0.0008154173348024263,0.0,0.0,-7.665679909240376e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00045862837534023815,0.001379325932749371
0.0,-4.3364563941355773e-07,0.0,0.0,0.0,0.009186490355603406,0.0,0.0,0.28762821390983917,-0.28762821390983917,0.0,0.0,0.0,0.0,-0.12697621586783803,0.0,0.0,0.2805906809742796,0.0,-0.00010234040594266552,0.0,0.0,0.0035630311123443707,-1.4743956811794186e-05,0.0,0.0,-0.0015650933213543633,0.0,0.0,0.0,0.0,-0.0008197524718849129,0.0,0.0,-7.706434222177656e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0004610666566866849,0.0013866590697145622
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,-0.2857142857142857,0.0,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-3.56578668864891e-07,0.0,0.001757888158933798,0.0,0.0,0.0,0.0,0.2829715709010999,-0.2829715709010999,0.008725804009291968,0.0,0.0,0.0,-0.13460821954201593,0.0,0.0,0.2853245809668745,0.0,-8.415259466572498e-05,0.0,0.0,0.0,-1.2123678911797317e-05,0.0,0.0,-0.0012869468581134357,0.0,0.0,0.0,0.0,-0.0006740670691828647,0.0,0.0,-6.336856195199266e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003791264566194176,0.001140223722569705
0.0,-2.855505016968544e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.281506861694803,-0.281506861694803,0.01121086480696901,0.0,0.0,0.0,-0.13841322007303625,0.0,0.0,0.283391167357053,0.0007038640972389498,-6.738994147458325e-05,0.0,0.0,0.0,-9.708720397369124e-06,0.0,0.0,-0.0013825274068929245,0.0,0.0,0.0,0.0,-0.0005397972637993855,0.0,0.0,-5.074595380257012e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003036069158002422,0.0009130985234279452
0.0,-3.0034883500961115e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.2812888166811945,-0.2812888166811945,0.011791855255775526,0.0,0.0,0.0,-0.13818291877717237,0.0,0.0,0.2832707743632707,0.0,-7.088234933218441e-05,0.000740341061754608,0.0,0.0,-1.0211863903077806e-05,0.0,0.0,-0.0014541753334756011,0.0,0.0,0.0,0.0,-0.0005677716493583284,0.0,0.0,-5.337580573482627e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0003193410024482138,0.0009604188265504299
0.0,-2.9612853974711587e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.2813510003283995,-0.2813510003283995,0.01144367964107175,0.0,0.0,0.0,-0.1383398400465043,0.0,0.0,0.28312262432965035,0.0,-6.988635930921136e-05,0.0,0.0,0.0,-1.0068373814794205e-05,0.0,0.0,-0.0015249845491003015,0.0,0.0,0.0,0.0,-0.0005597937126305585,0.0,0.0,-5.26258056222327e-05,0.0,0.0,0.0,0.0009124228729121168,0.0,0.0,0.0003148538423108703,0.0009469236817346615
0.0,-2.878126561453953e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.281726901625257,-0.281726901625257,0.011122318154091133,0.0,0.0,0.0,-0.1377065805099357,0.0,0.0,0.2834487748696473,0.0,-6.792381010723401e-05,0.0,0.0,0.0,-9.785633675076702e-06,0.0,0.0,-0.001482159922957985,0.0,0.0,0.0,0.0,-0.0005440735819089938,0.0008868002077912062,0.0,-5.114796740246847e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.00030601211463934086,0.0009203321646733789
0.0,-3.664562346928117e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.28117503956731427,-0.28117503956731427,0.010774100340540032,0.0,0.0,0.0,-0.1371326054469504,0.0,0.0,0.28299103579347124,0.0,-8.648370099927849e-05,0.0,0.0,0.0,-1.245951626547039e-05,0.0,0.0,-0.0013225965012861958,0.0,0.0,0.0,0.0,-0.0006927393634888658,0.0,0.0,-6.512393095399722e-05,0.0,0.0,0.0,0.0,0.0,-0.0030109722013781114,0.0003896286174589477,0.00117180899634419
