,M_ac_e,M_ca2_e,M_cit_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mg2_e,M_nh4_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,-0.0005670346204217804,0.0,0.0,248.8735175753448,-248.8735175753448,16.252488224552632,0.0,-133.37004081980388,10.418773766952784,248.8306720891071,0.0,-0.13382021623918516,0.0,0.0,-0.019279183726134012,-4.093029039097415,-1.0719075426739033,0.0,-0.10076925966293594,0.0,0.6028903161969086,1.0,-10.0
1,0.0,-0.0005670346204217849,0.0,6.263289376416193,198.76720256401725,-198.76720256401725,9.989198848136574,0.0,-102.05359393772403,10.418773766952915,192.46106770136342,0.0,-0.1338202162391497,0.0,0.0,-0.019279183726134165,-4.0930290390974395,-1.071907542673993,0.0,-0.10076925966290191,0.0,0.6028903161969041,1.0,-10.0
2,0.0,-0.0005670346204217784,0.0,11.257888800484293,263.69699507690206,-263.69699507690206,0.0,2.497299712034046,-132.02119048213228,15.413373191021025,249.89896107814587,0.0,-0.13382021623916207,0.0,0.0,-0.019279183726133946,-6.590328751131542,-1.0719075426739024,0.0,-0.10076925966296012,0.0,0.6028903161968728,1.0,-10.0
3,0.0,-0.0005670346204217541,0.0,12.760140207084582,226.14070991187245,-226.14070991187245,0.0,1.7461740087336306,-110.98967078971636,13.911121784419635,211.59155020981655,0.0,-0.13382021623914284,0.0,0.0,-0.019279183726133117,-5.83920304783088,-1.0719075426739386,0.0,-0.10076925966290082,0.0,0.6028903161968886,1.0,-10.0
4,0.0,-0.000567034620421791,0.0,0.0,590.1757702909614,-590.1757702909614,0.0,8.126244112276405,-312.14741128988885,26.671261991505954,582.0066806924473,0.0,-0.1338202162392067,0.0,0.0,-0.01927918372613437,-12.21927315137385,-1.0719075426739135,0.0,-0.10076925966297141,0.0,0.6028903161968682,1.0,-10.0
5,0.0,-0.0005670346204217787,0.0,10.131127024409972,185.05685985876676,-185.05685985876676,3.9630241131619424,0.0,-94.35225685887781,13.872113106121828,173.15621767853463,0.0,-0.1338202162391453,0.0,0.0,-0.019279183726133953,-4.524696456493523,-1.0719075426739646,0.0,-0.10076925966293902,0.43166741739606973,0.6028903161968976,1.0,-10.0
6,0.0,-0.0005670346204217496,0.0,14.09415113757119,185.0568598587573,-185.0568598587573,0.0,0.0,-90.38923274571113,13.872113106121128,169.19319356536394,0.0,-0.1338202162391311,0.0,0.0,-0.019279183726132965,-4.524696456493318,-1.0719075426738782,0.0,-0.10076925966294684,0.43166741739604003,0.6028903161968981,1.0,-10.0
7,0.0,-0.0005670346204217705,0.0,12.112639080990762,210.8165165943167,-210.8165165943167,0.0,0.9907560282904779,-106.24132919836225,15.85362516270259,195.94360632921328,0.0,-0.13382021623919585,0.0,0.0,-0.019279183726133676,-5.515452484783954,-1.0719075426739029,0.0,-0.10076925966294438,0.4316674173960773,0.6028903161969142,1.0,-10.0
8,0.0,-0.0005670346204217823,0.0,9.267792189617765,180.74018568480668,-180.74018568480668,6.984696034934896,0.0,-90.03558268491707,10.418773766952892,171.4295480089512,0.0,-0.13382021623913923,0.0,0.0,-0.01927918372613408,-4.093029039097411,-1.071907542673932,0.0,-0.10076925966295872,0.0,0.6028903161969607,1.0,-10.0
9,0.0,-0.0005670346204217779,0.0,9.26779218961769,185.92019469355878,-185.92019469355878,3.531356695765837,0.0,-94.35225685887765,13.008778271329524,174.88288734811886,0.0,-0.1338202162391449,0.0,0.0,-0.01927918372613393,-4.093029039097379,-1.0719075426739444,0.0,-0.10076925966290387,0.0,0.6028903161969025,1.0,-9.136665165207793
