,M_ac_e,M_co2_e,M_etoh_e,M_fe2_e,M_fum_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,11.32909374488729,0.0,-2.254809782576529e-05,0.09999999999997244,0.0,0.0,19.34166842283417,-13.572602677262896,0.0,-7.236457196228287,0.0,0.0,-0.6176885604531434,0.0,0.0,-0.1657928474161086,0.0,0.6631793478166258,1.0,-10.0
1,0.0,11.369093744887273,0.0,-2.254809782576527e-05,0.0,0.0,0.0,19.301668422834158,-13.65260267726286,0.0,-7.236457196228277,0.0,0.0,-0.6176885604531392,0.0,0.11999999999996665,-0.16579284741610772,0.0,0.663179347816621,1.0,-10.0
2,0.0,11.729093744887177,0.0,-2.2548097825765258e-05,0.0,0.0,0.0,19.54166842283409,-13.4726026772629,0.0,-7.236457196228277,-0.29999999999992066,0.0,-0.6176885604531392,0.0,0.0,-0.1657928474161099,0.0,0.663179347816622,1.0,-10.0
3,0.0,11.529093744887236,0.09999999999997175,-2.2548097825765282e-05,0.0,0.0,0.0,19.241668422834188,-13.772602677262837,0.0,-7.236457196228283,0.0,0.0,-0.6176885604531405,0.0,0.0,-0.16579284741611205,0.0,0.6631793478166235,1.0,-10.0
4,0.0,11.32909374488725,0.0,-2.2548097825765207e-05,0.0,0.0,0.0,19.241668422834127,-13.572602677262845,0.0,-7.236457196228261,0.0,0.0,-0.6176885604531385,0.0,0.0,-0.1657928474161115,0.0,0.663179347816622,1.0,-9.90000000000003
6,0.0,11.32909374488725,0.0,-2.2548097825765207e-05,0.0,0.0,0.19999999999994392,19.141668422834154,-13.572602677262845,0.0,-7.236457196228261,0.0,0.0,-0.6176885604531385,0.0,0.0,-0.1657928474161115,0.0,0.663179347816622,1.0,-10.0
7,0.14999999999996103,11.429093744887258,0.0,-2.254809782576527e-05,0.0,0.0,0.0,19.241668422834177,-13.62260267726287,0.0,-7.236457196228277,0.0,0.0,-0.6176885604531392,0.0,0.0,-0.16579284741610772,0.0,0.663179347816621,1.0,-10.0
8,0.0,11.395760411553935,0.0,-2.2548097825765275e-05,0.0,0.06666666666664499,0.0,19.34166842283416,-13.63926934392954,0.0,-7.303123862894932,0.0,0.0,-0.617688560453141,0.0,0.0,-0.16579284741611217,0.0,0.6631793478166251,1.0,-10.0
9,0.0,11.129093744887303,0.0,-2.254809782576521e-05,0.0,0.0,0.0,19.661668422834026,-13.41260267726289,0.0,-7.476457196228201,0.0,0.1199999999999642,-0.617688560453138,0.0,0.0,-0.16579284741610942,0.0,0.6631793478166237,1.0,-10.0
10,0.0,11.386236602030085,0.0,-2.254809782576519e-05,0.0,0.0,0.0,19.28452556569124,-13.601174105834259,0.0,-7.236457196228255,0.0,0.0,-0.6176885604531416,0.0,0.0,-0.16579284741610809,0.08571428571426101,0.6631793478166222,1.0,-10.0
11,0.0,11.429093744887275,0.0,-2.2548097825765302e-05,0.0,0.0,0.0,19.316668422834187,-13.69760267726287,0.07499999999998033,-7.311457196228268,0.0,0.0,-0.6176885604531416,0.0,0.0,-0.16579284741611294,0.0,0.6631793478166238,1.0,-10.0
12,0.0,11.456366472159987,0.0,-2.2548097825765285e-05,0.0,0.0,0.0,19.378032059197793,-13.718057222717404,0.0,-7.291002650773726,0.0,0.0,-0.6176885604531425,0.054545454545436856,0.0,-0.1657928474161124,0.0,0.6631793478166219,1.0,-10.0
