,M_co2_e,M_fe2_e,M_h2o_e,M_h_e,M_mal__45__L_e,M_nh4_e,M_pi_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
11,13.732234842287498,-2.7331027667594046e-05,18.32323445192002,-16.45163960880336,3.0000000000000253,-8.77146326815542,-0.7487134066098647,-0.2009610271710389,0.8038537549292336,1.0,-10.0
