,M_ac_e,M_co2_e,M_etoh_e,M_fe2_e,M_fum_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,8.010470324667775,0.0,-1.594309947276332e-05,2.999999999999991,0.0,0.0,16.605220096953452,-9.596789771802037,0.0,-5.116686906424035,0.0,0.0,-0.4367494871890902,0.0,0.0,-0.11722726584977483,0.0,0.4689146903753876,1.0,-10.0
1,0.0,20.010470324667732,0.0,-1.594309947276331e-05,0.0,0.0,0.0,22.605220096953428,-6.596789771802037,0.0,-5.116686906424034,-8.999999999999973,0.0,-0.4367494871890874,0.0,0.0,-0.11722726584977403,0.0,0.4689146903753903,1.0,-10.0
2,0.0,14.010470324667779,2.9999999999999947,-1.5943099472763342e-05,0.0,0.0,0.0,13.605220096953472,-15.596789771802044,0.0,-5.116686906424039,0.0,0.0,-0.43674948718908796,0.0,0.0,-0.11722726584977664,0.0,0.468914690375387,1.0,-10.0
3,0.0,8.010470324667754,0.0,-1.5943099472763285e-05,0.0,0.0,0.0,13.605220096953428,-9.596789771802017,0.0,-5.116686906424024,0.0,0.0,-0.43674948718908935,0.0,0.0,-0.11722726584977539,0.0,0.4689146903753883,1.0,-7.000000000000016
5,0.0,9.724756038953473,0.0,-1.5943099472763305e-05,0.0,0.0,0.0,14.890934382667727,-10.45393262894488,0.0,-5.116686906424027,0.0,0.0,-0.4367494871890894,0.0,0.0,-0.11722726584977294,2.571428571428562,0.4689146903753876,1.0,-10.0
6,0.0,11.01047032466777,0.0,-1.5943099472763322e-05,0.0,0.0,0.0,15.855220096953456,-13.34678977180203,2.249999999999991,-7.366686906424028,0.0,0.0,-0.4367494871890885,0.0,0.0,-0.11722726584977212,0.0,0.4689146903753902,1.0,-10.0
7,0.0,10.65170926576804,0.0,-1.5943099472763268e-05,0.0,0.0,0.0,16.366046057686937,-11.276170301251843,0.0,-5.116686906424018,-1.201032450916914,0.0,-0.4367494871890897,0.0,3.1195870196332094,-0.11722726584977304,0.0,0.46891469037538863,1.0,-10.0
8,0.0,10.639986398508702,0.0,-1.594309947276334e-05,0.0,0.0,0.023445734518769374,16.34260032316824,-11.270308867622198,0.0,-5.116686906424042,-1.1951710172872299,0.0,-0.4367494871890922,0.0,3.1078641523738417,-0.1172272658497721,0.0,0.46891469037538747,1.0,-10.0
9,0.0,8.249644363934209,0.0,-1.5943099472763268e-05,0.0,0.0,0.0,13.963981155853102,-10.075137850334928,0.0,-5.116686906424017,0.0,0.0,-0.43674948718908935,0.0,0.7175221177993769,-0.11722726584977526,0.0,0.46891469037538835,1.0,-7.597935098166169
10,0.0,8.249644363934209,0.0,-1.5943099472763268e-05,0.0,0.0,0.023445734518768566,13.952258288593718,-10.075137850334928,0.0,-5.116686906424017,0.0,0.0,-0.43674948718908935,0.0,0.7175221177993769,-0.11722726584977526,0.0,0.46891469037538835,1.0,-7.609657965425551
11,0.0,9.450676814851132,0.0,-1.594309947276328e-05,0.0,0.0,0.0,15.165013606770035,-11.276170301251854,0.0,-5.116686906424021,0.0,0.0,-0.4367494871890879,0.0,1.9185545687162977,-0.1172272658497755,1.201032450916916,0.4689146903753877,1.0,-10.0
12,0.0,9.444815381221431,0.0,-1.5943099472763268e-05,0.0,0.0,0.023445734518766657,15.147429305880943,-11.27030886762215,0.0,-5.116686906424019,0.0,0.0,-0.43674948718908685,0.0,1.912693135086602,-0.11722726584977583,1.1951710172872216,0.46891469037538847,1.0,-10.0
13,0.0,9.851020965156769,0.0,-1.5943099472763275e-05,0.0,0.0,0.0,15.565357757075665,-12.477202752168763,0.8006883006112744,-5.917375207035301,0.0,0.0,-0.4367494871890893,0.0,2.3188987190219335,-0.11722726584977428,0.0,0.4689146903753901,1.0,-10.0
14,0.0,9.843205720317211,0.0,-1.5943099472763325e-05,0.0,0.0,0.023445734518766533,15.545819644976744,-12.465479884909419,0.7967806781914845,-5.913467584615525,0.0,0.0,-0.43674948718908924,0.0,2.3110834741823503,-0.1172272658497733,0.0,0.4689146903753894,1.0,-10.0
15,0.0,8.24964436393421,0.0,-1.5943099472763278e-05,2.4020649018338345,0.0,0.0,16.366046057686944,-10.07513785033493,0.0,-5.116686906424018,0.0,0.0,-0.4367494871890865,0.0,0.7175221177993761,-0.11722726584977633,0.0,0.4689146903753865,1.0,-10.0
16,0.0,8.249644363934232,0.0,-1.5943099472763315e-05,2.390342034574454,0.0,0.02344573451876727,16.342600323168217,-10.075137850334956,0.0,-5.1166869064240315,0.0,0.0,-0.4367494871890879,0.0,0.7175221177993787,-0.11722726584977587,0.0,0.46891469037539035,1.0,-10.0
17,0.0,13.05377416760187,2.402064901833833,-1.594309947276326e-05,0.0,0.0,0.0,13.963981155853096,-14.879267654002586,0.0,-5.116686906424013,0.0,0.0,-0.4367494871890896,0.0,0.7175221177993751,-0.11722726584977214,0.0,0.4689146903753861,1.0,-10.0
18,0.0,13.030328433083112,2.3903420345744464,-1.5943099472763275e-05,0.0,0.0,0.023445734518764666,13.952258288593722,-14.855821919483832,0.0,-5.116686906424018,0.0,0.0,-0.4367494871890876,0.0,0.7175221177993785,-0.11722726584977224,0.0,0.4689146903753872,1.0,-10.0
19,0.0,12.193918474695606,0.0,-1.594309947276332e-05,0.0,0.0,0.02344573451876434,17.896532399355134,-13.601206981902564,0.0,-6.670618982610952,-0.418204979193769,0.0,-0.43674948718908785,1.5539320761869155,0.0,-0.11722726584977375,0.0,0.4689146903753902,1.0,-10.0
20,0.0,12.211502775584664,0.0,-1.5943099472763288e-05,0.0,0.0,0.0,17.925839567503562,-13.615860565976767,0.0,-6.67648041624063,-0.4211356960086121,0.0,-0.43674948718908974,1.5597935098166038,0.0,-0.11722726584977508,0.0,0.46891469037538624,1.0,-10.0
