,M_ac_e,M_ca2_e,M_co2_e,M_fe2_e,M_fe3_e,M_for_e,M_gly_e,M_h2_e,M_h2o_e,M_h_e,M_ile__45__L_e,M_k_e,M_leu__45__L_e,M_lys__45__L_e,M_mal__45__L_e,M_mg2_e,M_n2_e,M_pi_e,M_pro__45__L_e,M_so4_e,M_val__45__L_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
222,0.0,-0.00037802308028116877,23.781700487542253,300.3931030193919,-300.3931030193919,0.0,0.0,-147.67604997767032,7.268920245585428,271.4845056519206,0.0,-0.0892134774927985,0.0,0.0,0.6751555662266298,-0.012852789150755389,-3.1329432860909603,-0.7146050284492563,3.5372005461171176,-0.06717950644197644,0.0,0.401926877464521,1.0,-10.0
223,0.0,-0.00037802308028120053,21.42356679013261,313.3628383551813,-313.3628383551813,0.0,2.9476671217645443,-144.43361614374177,-4.521748241472167,291.52864207994253,0.0,-0.08921347749280602,0.0,0.0,4.212356112344164,-0.01285278915075647,-2.838176573914787,-0.7146050284492653,0.0,-0.0671795064419821,0.0,0.40192687746454664,1.0,-10.0
224,0.0,-0.0003780230802811954,16.90181854866014,272.6671041819278,-272.6671041819278,0.0,1.8172300613964083,-129.17271582877135,0.0,254.22421908779344,0.0,-0.08921347749280481,0.0,0.0,0.8210449312399635,-0.012852789150756294,-2.272958043730741,-0.714605028449325,0.0,-0.06717950644198119,0.0,0.4019268774646005,1.0,-6.608688818895921
225,0.0,-0.0003780230802812024,22.327916438427167,308.3889152895634,-308.3889152895634,0.0,1.817230061396495,-145.6770969101473,0.0,283.8416700694412,0.0,-0.08921347749280646,0.0,0.0,2.8558316399024273,-0.012852789150756532,-2.9512202799515417,-0.714605028449331,1.3565244724416587,-0.06717950644198244,0.0,0.4019268774645775,1.0,-10.0
226,0.0,-0.0003780230802811737,28.52917116958688,373.43749356328533,-373.43749356328533,0.0,1.332757035524341,-176.89330887715454,0.0,341.9138367706084,0.0,-0.08921347749279969,0.0,1.9378921034878802,0.33657190536788006,-0.012852789150755559,-3.968613634282562,-0.7146050284492487,0.0,-0.06717950644197734,0.0,0.401926877464608,1.0,-10.0
227,0.0,-0.00037802308028120763,27.07575209197327,323.53677189849975,-323.53677189849975,0.0,1.8172300613964734,-152.064066301229,0.0,294.91995326105217,1.695655590552104,-0.08921347749280768,0.0,0.0,0.8210449312399394,-0.012852789150756707,-3.1207858390068615,-0.7146050284493555,0.0,-0.06717950644198337,0.0,0.401926877464634,1.0,-10.0
228,0.0,-0.0003780230802811757,16.901818548659236,543.9719986702273,-543.9719986702273,0.0,5.208541242500272,-269.91212984457735,0.0,522.1378023949899,0.0,-0.08921347749280013,0.0,0.0,4.212356112343868,-0.012852789150755625,-3.968613634282435,-0.7146050284491184,0.0,-0.06717950644197768,0.0,0.40192687746460937,1.0,-10.0
229,0.0,-0.00037802308028117966,21.512309519164805,270.2920075603917,-270.2920075603917,0.0,2.034908913063846,-121.3959493397469,-5.044684392597191,249.32619812933797,0.0,-0.08921347749280109,0.0,0.0,4.646549534435772,-0.012852789150755762,-2.38179746956441,-0.7146050284492313,0.0,-0.0671795064419784,0.0,0.40192687746456707,1.0,-10.0
230,0.0,-0.0003780230802811951,16.467625126568215,224.88984802702603,-224.88984802702603,0.0,0.7737378149146273,-104.37013951473557,0.0,207.7075518904195,0.0,-0.08921347749274552,0.0,0.0,0.8630362399879269,-0.012852789150756284,-1.7512119204898002,-0.714605028449319,0.0,-0.06717950644198115,0.0,0.40192687746462274,1.0,-6.216486705552007
231,0.0,-0.00037802308028118666,22.521246397684614,264.7428547285397,-264.7428547285397,0.0,0.7737378149146352,-122.78323754771344,0.0,240.7502346619272,0.0,-0.08921347749280273,0.0,0.0,3.1331442166567145,-0.012852789150756,-2.5079145793793534,-0.7146050284493135,1.5134053177791238,-0.06717950644197965,0.0,0.4019268774646249,1.0,-10.0
232,0.0,-0.000378023080281183,29.439670707532024,337.3142430620434,-337.3142430620434,0.0,0.2332359157077129,-157.6095765866068,0.0,305.53839564685245,0.0,-0.08921347749280185,0.0,2.1620075968273693,0.32253434078096815,-0.012852789150755873,-3.6429685677137287,-0.7146050284492438,0.0,-0.067179506441979,0.0,0.401926877464523,1.0,-10.0
233,0.0,-0.00037802308028120086,27.818165009912818,281.6425474437512,-281.6425474437512,0.0,0.7737378149146116,-129.90885425226193,0.0,253.10971142380006,1.8917566472240068,-0.08921347749280607,0.0,0.0,0.8630362399879661,-0.012852789150756482,-2.6970902441018128,-0.7146050284493511,0.0,-0.06717950644198216,0.0,0.40192687746456873,1.0,-10.0
234,0.0,-0.0003780230802811836,9.632898303073924,154.18881377988788,-154.18881377988788,17.686002730586562,0.0,-69.26810453874225,-10.417082485000812,150.04062023523664,0.0,-0.0892134774927594,0.0,0.0,4.212356112343971,-0.012852789150755894,-1.3643430130324596,-0.7146050284493115,0.0,-0.06717950644193095,0.0,0.40192687746461025,1.0,-10.0
235,0.0,-0.0003780230802811713,17.96656429107398,240.30336232255382,-240.30336232255382,7.2689202455854875,0.0,-115.45050355557566,0.0,221.571253298902,0.0,-0.0892134774927379,0.0,0.0,2.1289396153437306,-0.012852789150755477,-2.406051261532461,-0.7146050284492601,2.083416497000081,-0.06717950644197691,0.0,0.40192687746455874,1.0,-10.0
236,0.0,-0.00037802308028119446,23.140236649616853,261.3384083429207,-261.3384083429207,0.0,0.0,-123.63434914412203,3.094951259658624,235.48881752051247,0.0,-0.08921347749280456,0.0,0.0,2.204658838759109,-0.012852789150756265,-2.5852883608708304,-0.714605028449279,2.441890695676728,-0.06717950644198102,0.0,0.4019268774645964,1.0,-10.0
238,0.0,-0.00037802308028119175,0.0,839.8485655525728,-839.8485655525728,0.0,0.0,-435.3903292449891,10.072093290244686,831.6738197941651,0.0,-0.08921347749280395,0.0,0.0,11.042081370759258,-0.012852789150756173,-1.3643430130323055,-0.71460502844908,0.0,-0.06717950644198055,0.0,0.4019268774644542,1.0,-10.0
240,0.0,-0.00037802308028119435,0.0,231.25200020448585,-231.25200020448585,27.318901033661287,0.0,-117.43259605411528,-10.41708248500113,236.7367049629088,0.0,-0.08921347749275213,0.0,0.0,4.212356112344049,-0.012852789150756258,-1.3643430130324887,-0.7146050284493303,0.0,-0.06717950644198101,0.0,0.4019268774645735,1.0,-10.0
241,0.0,-0.00037802308028118687,13.372673866909308,160.40692625494262,-160.40692625494262,12.209453478383807,0.0,-69.50577205661803,-9.114502218725228,151.65057030227226,0.0,-0.08921347749278079,0.0,0.0,4.646549534435869,-0.012852789150756007,-1.364343013032478,-0.7146050284493042,0.0,-0.06717950644195636,0.0,0.4019268774645846,1.0,-10.0
248,0.0,-0.00037802308028117505,13.372673866908917,187.7504329111125,-187.7504329111125,3.094951259658455,0.0,-87.73477649406577,0.0,174.43682584907987,0.0,-0.08921347749279812,0.0,0.0,0.08929842507327311,-0.0128527891507556,-1.364343013032411,-0.7146050284492995,0.0,-0.06717950644194481,0.0,0.40192687746460976,1.0,-5.442748890637548
249,0.0,-0.00037802308028121425,0.0,384.03587665118965,-384.03587665118965,25.23548453666232,0.0,-205.2833250109691,0.0,383.2703319186118,0.0,-0.08921347749280924,0.0,0.0,2.1289396153439664,-0.012852789150756933,-2.4060512615326877,-0.7146050284493622,2.0834164970002256,-0.06717950644198453,0.0,0.40192687746462546,1.0,-10.0
250,0.0,-0.00037802308028118357,20.664275641889365,235.75347792973594,-235.75347792973594,3.0949512596584983,0.0,-109.91339855963231,0.0,214.2368188708504,0.0,-0.08921347749278678,0.0,0.0,2.823649090690802,-0.012852789150755894,-2.275793234904953,-0.7146050284492514,1.8229004437450158,-0.0671795064419791,0.0,0.40192687746456485,1.0,-10.0
251,0.0,-0.0003780230802812081,29.323052749680073,333.58246841074094,-333.58246841074094,0.8163257049772092,0.0,-156.09354313451666,0.0,302.03985691125575,0.0,-0.0892134774928078,0.0,2.2786255546814362,0.08929842507329902,-0.012852789150756728,-3.6429685677139916,-0.7146050284493446,0.0,-0.06717950644198345,0.0,0.40192687746455746,1.0,-10.0
252,0.0,-0.0003780230802811763,27.044427194996384,256.10919955155055,-256.10919955155055,3.09495125965842,0.0,-118.49622148226288,0.0,229.12383916143037,2.2786255546812026,-0.08921347749280029,0.0,0.0,0.0892984250732915,-0.012852789150755646,-2.503655790373027,-0.7146050284492237,0.0,-0.0671795064419778,0.0,0.40192687746456524,1.0,-10.0
253,0.0,-0.0003780230802811976,0.0,679.1865470595412,-679.1865470595412,16.901818548660106,5.208541242500533,-354.4212225878945,0.0,674.254169332963,0.0,-0.08921347749280531,0.0,0.0,4.2123561123440805,-0.012852789150756369,-3.9686136342827836,-0.7146050284491107,0.0,-0.06717950644198158,0.0,0.4019268774644354,1.0,-10.0
254,0.0,-0.00037802308028118926,0.0,565.0292735014023,-565.0292735014023,30.139378454655816,0.0,-301.1399984295265,0.0,562.8097147515973,0.0,-0.08921347749280334,0.0,2.278625554681151,0.08929842507329455,-0.012852789150756085,-3.642968567713743,-0.7146050284493077,0.0,-0.0671795064419801,0.0,0.4019268774646021,1.0,-10.0
255,0.0,-0.00037802308028124385,0.0,656.1742956887502,-656.1742956887502,16.467625126570297,4.5572511093631265,-342.1552584138397,0.0,651.6761113842631,0.0,-0.08921347749281623,0.0,0.0,4.646549534436583,-0.012852789150757942,-3.6429685677141905,-0.7146050284493753,0.0,-0.0671795064419898,0.0,0.40192687746455685,1.0,-10.0
256,0.0,-0.0003780230802812086,0.0,537.685766845254,-537.685766845254,13.429457720326774,0.0,-277.5942010311671,0.0,536.2257499470093,0.0,-0.0892134774928079,0.0,0.0,7.684716940678059,-0.012852789150756744,-1.3643430130323861,-0.7146050284492954,0.0,-0.06717950644198353,0.0,0.40192687746459244,1.0,-10.0
257,0.0,-0.0003780230802811752,0.0,291.59420693963244,-291.59420693963244,16.467625126567366,0.0,-153.02933737523472,0.0,291.6532737445088,0.0,-0.08921347749280002,0.0,0.0,0.08929842507329123,-0.012852789150755606,-1.3643430130323781,-0.7146050284492863,0.0,-0.0671795064419776,0.0,0.4019268774646161,1.0,-5.44274889063758
258,0.0,-0.0003780230802812117,0.0,469.3270002048145,-469.3270002048145,30.139378454657656,0.0,-252.14954900389301,0.0,469.3860670096909,2.2786255546813066,-0.08921347749280864,0.0,0.0,0.08929842507329987,-0.012852789150756848,-2.5036557903731413,-0.7146050284492315,0.0,-0.06717950644198409,0.0,0.4019268774646612,1.0,-10.0
259,0.0,-0.00037802308028120417,0.0,397.9300661581208,-397.9300661581208,23.75922690154916,0.0,-211.6659683157148,0.0,397.0776827411246,0.0,-0.08921347749280685,0.0,0.0,2.823649090690894,-0.01285278915075659,-2.2757932349050214,-0.7146050284493248,1.8229004437451308,-0.06717950644198274,0.0,0.4019268774645876,1.0,-10.0
260,0.0,-0.0003780230802811781,0.0,264.25070028345965,-264.25070028345965,25.58212734529255,0.0,-134.8003329377858,-9.114502218725,268.8670181976985,0.0,-0.08921347749280072,0.0,0.0,4.646549534435731,-0.012852789150755706,-1.3643430130324332,-0.7146050284492287,0.0,-0.06717950644197812,0.0,0.4019268774645396,1.0,-10.0
328,0.0,-0.00037802308028118687,24.182300862636897,271.81694292939994,-271.81694292939994,0.0,0.0,-130.78406749456616,5.265918370118046,243.70954631211433,0.0,-0.08921347749280277,0.0,0.0,1.0757559413201592,-0.012852789150756003,-2.932643098544325,-0.7146050284492649,3.1366001710237588,-0.06717950644197966,0.0,0.4019268774645964,1.0,-10.0
329,0.0,-0.0003780230802811705,22.09123408195341,283.3178102231416,-283.3178102231416,0.0,2.6138334758529673,-127.90885067112215,-5.1894155332943,261.4836139479046,0.0,-0.08921347749279891,0.0,0.0,4.212356112343738,-0.012852789150755448,-2.671259750958881,-0.7146050284492254,0.0,-0.06717950644197676,0.0,0.40192687746454986,1.0,-10.0
