,M_co2_e,M_fe2_e,M_h2o_e,M_h_e,M_mal__45__L_e,M_nh4_e,M_pi_e,M_so4_e,objective,virtual_tag_R_constraint_reaction,M_cit_e
11,15.748550940004527,-3.134406645452317e-05,21.747805442463942,-18.86724829581177,1.2380294649423498,-10.059384920474699,-0.8586476534139703,-0.23046831121856806,0.9218843074859725,1.0,-10.0
