,M_ac_e,M_co2_e,M_etoh_e,M_fe2_e,M_fum_e,M_glu__45__L_e,M_glyclt_e,M_h2o_e,M_h_e,M_hom__45__L_e,M_nh4_e,M_o2_e,M_orot_e,M_pi_e,M_pro__45__L_e,M_pyr_e,M_so4_e,M_succ_e,objective,virtual_tag_R_constraint_reaction,M_mal__45__L_e
0,0.0,-3.1248366611413667,0.0,-4.424786957244631e-06,0.0,0.0,0.0,25.23494643330881,0.0,2.6916153601184116,-14.835904098397684,0.0,5.362111494837892,-0.12121378517389271,0.0,0.0,-0.03253480779265207,0.0,0.13014079286013344,1.0,-10.0
10,0.0,-0.5066404925190459,0.0,-4.424786957244634e-06,0.0,0.0,0.0,14.064679439606659,0.0,0.0,-6.614219635050265,0.0,2.5970769432233904,-0.12121378517389371,0.0,0.0,-0.03253480779265448,2.3979385941340476,0.13014079286013389,1.0,-6.904579086653084
11,0.0,-0.5066404925190459,0.0,-4.424786957244634e-06,0.0,0.0,0.006507039643005931,14.061425919785155,0.0,0.0,-6.614219635050265,0.0,2.5970769432233904,-0.12121378517389371,0.0,0.0,-0.03253480779265448,2.3979385941340476,0.13014079286013389,1.0,-6.907832606474589
12,0.0,-2.904579086653099,0.0,-4.424786957244645e-06,0.0,0.0,0.0,23.656433816142915,0.0,2.3979385941340507,-13.808035417452448,0.0,4.9950155373574505,-0.1212137851738928,0.0,0.0,-0.03253480779265187,0.0,0.1301407928601329,1.0,-9.30251768078713
13,0.0,-2.904579086653099,0.0,-4.424786957244645e-06,0.0,0.0,0.006507039643002914,23.65318029632141,0.0,2.3979385941340507,-13.808035417452448,0.0,4.9950155373574505,-0.1212137851738928,0.0,0.0,-0.03253480779265187,0.0,0.1301407928601329,1.0,-9.305771200608637
32,0.0,-0.5066404925190439,0.0,-4.424786957244629e-06,0.0,0.0,0.0,17.93395558129029,0.0,0.0,-8.161930091723715,0.0,3.370932171560115,-0.12121378517389263,0.0,0.7738552283367265,-0.032534807792655135,3.9456490508075035,0.13014079286013477,1.0,-10.0
33,0.0,-0.5066404925190431,0.0,-4.424786957244633e-06,0.0,0.0,0.006507039643004033,17.926635161691927,0.0,0.0,-8.160303331812969,0.0,3.3701187916047433,-0.12121378517389324,0.0,0.773041848381353,-0.03253480779265257,3.944022290896754,0.1301407928601346,1.0,-10.0
34,0.0,-3.137073193057384,0.0,-4.42478695724464e-06,0.0,0.0,0.0,25.16764550777077,0.0,2.63043270053834,-14.738011843069588,0.0,5.3437566969638794,-0.12121378517389418,0.0,0.11624705320214052,-0.032534807792653005,0.0,0.130140792860132,1.0,-10.0
35,0.0,-3.1359886864502156,0.0,-4.424786957244634e-06,0.0,0.0,0.006507039643002545,25.157342695002637,0.0,2.629348193931165,-14.733673816640895,0.0,5.342129937053121,-0.12121378517389476,0.0,0.11570479989855638,-0.032534807792654954,0.0,0.13014079286013477,1.0,-10.0
36,0.0,-0.5066404925190418,0.0,-4.424786957244625e-06,0.0,0.0,0.00650703964300673,19.215038242327477,0.0,0.0,-9.019238718903347,0.0,3.6277994077318523,-0.12121378517389363,0.34357415483615533,0.0,-0.03253480779265257,3.7722352134786687,0.1301407928601346,1.0,-10.0
37,0.0,-0.5066404925190446,0.0,-4.424786957244635e-06,0.0,0.0,0.0,19.22371429518486,0.0,0.0,-9.021769234320091,0.0,3.6288839143390272,-0.12121378517389392,0.34393565703854356,0.0,-0.03253480779265526,3.773681222288234,0.1301407928601354,1.0,-10.0
38,0.0,-3.118187948004279,0.0,-4.424786957244633e-06,0.0,0.0,0.00650703964300233,25.308648971793062,0.0,2.6115474554852347,-14.822677508870557,0.0,5.368831044722015,-0.1212137851738915,0.05340221533779485,0.0,-0.03253480779265105,0.0,0.130140792860136,1.0,-10.0
39,0.0,-3.1191890310262758,0.0,-4.424786957244625e-06,0.0,0.0,0.0,25.319660885035034,0.0,2.612548538507233,-14.82743265322504,0.0,5.370582940010509,-0.12121378517389308,0.05365248609329616,0.0,-0.03253480779265109,0.0,0.1301407928601323,1.0,-10.0
40,0.0,-5.996746480178538,0.0,-4.424786957244659e-06,0.0,0.0,0.00650703964300685,36.02184987042321,9.434128278556267,0.0,-17.59443161036929,-3.9440222908967764,8.087182930882898,-0.12121378517389472,0.0,0.0,-0.03253480779264805,0.0,0.1301407928601355,1.0,-10.0
41,0.0,-6.000000000000034,0.0,-4.424786957244653e-06,0.0,0.0,0.0,36.03811746953068,9.439008558288508,0.0,-17.600938650012278,-3.945649050807525,8.090436450704392,-0.12121378517389042,0.0,0.0,-0.03253480779265466,0.0,0.13014079286013666,1.0,-10.0
42,0.0,-2.0527241892817565,0.0,-4.4247869572446405e-06,0.0,0.0,0.006507039643003205,20.24576070683602,1.546083696762709,0.0,-9.706387028575692,0.0,4.1431606399861005,-0.12121378517389217,0.0,0.0,-0.03253480779265271,3.944022290896761,0.1301407928601328,1.0,-10.0
43,0.0,-2.0543509491925054,0.0,-4.4247869572446405e-06,0.0,0.0,0.0,20.25552126630053,1.5477104566734614,0.0,-9.709640548397196,0.0,4.144787399896856,-0.12121378517389363,0.0,0.0,-0.03253480779265534,3.945649050807512,0.13014079286013233,1.0,-10.0
44,0.0,-3.367398286247329,0.0,-4.424786957244624e-06,0.0,0.0,0.006507039643004142,25.504457094698274,0.2314095997971179,2.629348193931164,-14.965083416437986,0.0,5.4578347369516695,-0.12121378517389435,0.0,0.0,-0.032534807792651825,0.0,0.13014079286013094,1.0,-10.0
45,0.0,-3.36956729946167,0.0,-4.424786957244631e-06,0.0,0.0,0.0,25.516386667377162,0.23249410640428553,2.630432700538335,-14.97050594947385,0.0,5.460003750166015,-0.12121378517389367,0.0,0.0,-0.032534807792652096,0.0,0.13014079286013594,1.0,-10.0
46,0.0,-3.1128477264705015,0.0,-4.424786957244632e-06,0.0,0.0,0.07592991958214104,25.11106077504321,0.0,2.6756301138905894,-14.779955736600316,0.0,5.342129937053119,-0.12121378517389007,0.0,0.0,-0.03253480779265031,0.0,0.1301407928601343,1.0,-10.0
47,0.0,-0.1630663376828856,0.0,-4.42478695724463e-06,0.0,0.3435741548361558,0.006507039643005886,17.840741622982875,0.0,0.0,-8.332090409231045,0.0,3.284225252895703,-0.121213785173893,0.0,0.0,-0.032534807792654385,4.1158093683148325,0.13014079286013538,1.0,-10.0
48,0.0,-0.1627048354804975,0.0,-4.4247869572446295e-06,0.0,0.34393565703854495,0.0,17.847971667030656,0.0,0.0,-8.333897920242988,0.0,3.2849482573004773,-0.12121378517389446,0.0,0.0,-0.032534807792654705,4.117616879326774,0.130140792860133,1.0,-10.0
